Date,1st mth,2nd mth,#Contr 1m,#Contr 2m,Tot contracts,"Weighted VIX futures (by the % of contracts, equivalent: to a 30 days VIX future)",Cont/Backw,VIX,VIX ST chg,VXX calc,VXX market,Diff,,,,Inv VIX ST chg ,XIV calc,XIV market,Diff,SVXY calc,SVXY market,Diff,2x VIX ST chg,UVXY calc,UVXY market,Diff,,,,Days Left until 1st vix future expiry,1st fut Vix forecast & Other,2nd fut Vix forecast & Other,VXX Sell signal,Fast moving average VIX futures,Slow moving average VIX futures,Fast moving average Cont/Backw,Slow moving average Cont/Backw,VIX Futures increasing,Cont/Backw increasing,High contango threshold crossed,High backwardation threshold crossed,High VIX futures,Low VIX futures,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 06, 2008",28.19,27.60,12931.25,23197.62,36128.88,27.81,-2.14%,28.97,1.027,"13,280",,,,,,0.973,7.03,,,13.20,,,1.053,"645,585,988",,,,,,8,,,TRUE,26.01,24.86,-1.60%,-2.03%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 07, 2008",27.62,27.25,11314.85,24848.58,36163.43,27.37,-1.36%,27.66,0.985,"13,080",,,,,,1.015,7.14,,,13.40,,,0.970,"626,081,249",,,,,,7,,,TRUE,26.08,24.97,-1.45%,-2.41%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, February 08, 2008",28.39,27.63,9698.44,26486.94,36185.38,27.83,-2.75%,28.01,1.018,"13,311",,,,,,0.982,7.01,,,13.16,,,1.035,"648,222,367",,,,,,6,,,TRUE,26.19,25.11,-1.69%,-2.60%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, February 11, 2008",27.88,26.97,8082.03,28147.81,36229.84,27.17,-3.37%,27.60,0.977,"13,010",,,,,,1.023,7.17,,,13.46,,,0.955,"618,962,707",,,,,,5,,,TRUE,26.31,25.19,-2.06%,-2.73%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 12, 2008",27.06,26.72,6465.63,29818.75,36284.38,26.78,-1.27%,26.33,0.987,"12,841",,,,,,1.013,7.26,,,13.63,,,0.974,"602,882,373",,,,,,4,,,TRUE,26.35,25.28,-2.11%,-2.68%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 13, 2008",26.00,25.81,4849.22,31455.73,36304.95,25.84,-0.74%,24.88,0.965,"12,394",,,,,,1.035,7.51,,,14.10,,,0.931,"560,947,955",,,,,,3,,,TRUE,26.39,25.33,-1.94%,-2.41%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 14, 2008",26.28,26.18,3232.81,33084.03,36316.85,26.19,-0.38%,25.54,1.014,"12,568",,,,,,0.986,7.41,,,13.91,,,1.028,"576,634,428",,,,,,2,,,TRUE,26.44,25.38,-1.65%,-2.16%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, February 15, 2008",26.07,25.93,1616.41,34706.61,36323.02,25.94,-0.54%,25.02,0.991,"12,448",,,,,,1.009,7.48,,,14.04,,,0.981,"565,664,589",,,,,,1,,,TRUE,26.49,25.40,-1.51%,-1.92%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 19, 2008",25.61,25.70,36331.75,0.00,36331.75,25.61,0.35%,25.59,0.988,"12,294",,,,,,1.012,7.57,,,14.21,,,0.975,"551,666,639",,,,,,21,,,TRUE,26.42,25.42,-0.99%,-1.67%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 20, 2008",25.45,25.41,34601.66,1724.02,36325.69,25.45,-0.16%,24.40,0.994,"12,214",,,,,,1.006,7.62,,,14.30,,,0.987,"544,473,047",,,,,,20,,,TRUE,26.34,25.45,-0.46%,-1.49%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 21, 2008",25.42,25.45,32871.58,3456.83,36328.41,25.42,0.12%,25.12,0.999,"12,202",,,,,,1.001,7.63,,,14.32,,,0.998,"543,438,503",,,,,,19,,,TRUE,26.24,25.48,-0.22%,-1.23%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, February 22, 2008",24.87,24.83,31141.50,5184.87,36326.37,24.86,-0.16%,24.06,0.978,"11,933",,,,,,1.022,7.79,,,14.63,,,0.956,"519,464,936",,,,,,18,,,TRUE,26.18,25.52,-0.13%,-1.10%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, February 25, 2008",24.17,24.34,29411.41,6917.75,36329.16,24.20,0.70%,23.03,0.973,"11,615",,,,,,1.027,8.00,,,15.02,,,0.947,"491,852,492",,,,,,17,,,TRUE,26.08,25.57,0.05%,-0.98%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 26, 2008",23.71,24.18,27681.33,8635.74,36317.08,23.82,1.94%,21.90,0.984,"11,429",,,,,,1.016,8.13,,,15.26,,,0.968,"476,029,183",,,,,,16,,,TRUE,25.95,25.61,0.47%,-0.78%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 27, 2008",23.88,24.45,25951.25,10332.20,36283.45,24.04,2.33%,22.69,1.008,"11,523",,,,,,0.992,8.06,,,15.13,,,1.017,"483,922,276",,,,,,15,,,TRUE,25.87,25.63,0.80%,-0.57%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 28, 2008",24.58,25.10,24221.16,12021.95,36243.11,24.75,2.07%,23.53,1.028,"11,850",,,,,,0.972,7.83,,,14.70,,,1.057,"511,369,502",,,,,,14,,,TRUE,25.81,25.67,1.17%,-0.33%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, February 29, 2008",26.10,26.36,22491.08,13716.19,36207.27,26.20,0.99%,26.54,1.057,"12,529",,,,,,0.943,7.38,,,13.86,,,1.115,"570,008,581",,,,,,13,,,TRUE,25.83,25.74,1.31%,-0.14%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, March 03, 2008",26.16,26.25,20761.00,15429.21,36190.21,26.20,0.34%,26.28,1.000,"12,523",,,,,,1.000,7.38,,,13.86,,,0.999,"569,428,418",,,,,,12,,,TRUE,25.86,25.79,1.40%,-0.03%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 04, 2008",25.72,25.79,19030.91,17153.36,36184.27,25.75,0.27%,25.52,0.983,"12,307",,,,,,1.017,7.51,,,14.10,,,0.966,"549,856,252",,,,,,11,,,TRUE,25.91,25.83,1.32%,0.16%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 05, 2008",24.83,25.38,17300.83,18878.75,36179.58,25.12,2.17%,24.60,0.975,"12,001",,,,,,1.025,7.70,,,14.45,,,0.950,"522,516,075",,,,,,10,,,TRUE,25.88,25.84,1.36%,0.50%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 06, 2008",26.76,26.99,15570.75,20571.34,36142.09,26.89,0.85%,27.55,1.070,"12,835",,,,,,0.930,7.16,,,13.44,,,1.139,"595,124,123",,,,,,9,,,-,25.87,25.89,1.12%,0.63%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, March 07, 2008",26.91,26.87,13840.67,22286.68,36127.34,26.89,-0.15%,27.49,0.999,"12,827",,,,,,1.001,7.17,,,13.45,,,0.999,"594,352,283",,,,,,8,,,-,25.82,25.92,0.75%,0.67%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, March 10, 2008",27.75,27.60,12110.58,24019.34,36129.92,27.65,-0.54%,29.38,1.029,"13,192",,,,,,0.971,6.96,,,13.07,,,1.057,"628,219,718",,,,,,7,,,-,25.84,25.97,0.49%,0.66%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 11, 2008",26.11,26.09,10380.50,25758.82,36139.32,26.10,-0.08%,26.36,0.944,"12,453",,,,,,1.056,7.35,,,13.80,,,0.888,"557,852,944",,,,,,6,,,-,25.76,26.00,0.42%,0.69%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 12, 2008",26.68,26.92,8650.42,27490.23,36140.65,26.86,0.89%,27.22,1.029,"12,819",,,,,,0.971,7.13,,,13.39,,,1.059,"590,640,671",,,,,,5,,,-,25.74,26.03,0.52%,0.72%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 13, 2008",26.75,27.02,6920.33,29204.89,36125.22,26.97,1.00%,27.29,1.004,"12,863",,,,,,0.996,7.11,,,13.35,,,1.007,"594,744,537",,,,,,4,,,-,25.75,26.08,0.33%,0.80%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, March 14, 2008",29.03,28.52,5190.25,30917.69,36107.94,28.59,-1.79%,31.16,1.060,"13,631",,,,,,0.940,6.68,,,12.55,,,1.119,"665,772,389",,,,,,3,,,-,25.88,26.16,-0.11%,0.68%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, March 17, 2008",30.57,28.54,3460.17,32678.71,36138.87,28.73,-7.11%,32.24,1.006,"13,710",,,,,,0.994,6.64,,,12.47,,,1.012,"673,443,347",,,,,,2,,,-,26.00,26.25,-1.27%,0.24%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 18, 2008",25.95,26.20,1730.08,34531.85,36261.93,26.19,0.95%,25.79,0.914,"12,537",,,,,,1.086,7.21,,,13.54,,,0.829,"558,232,294",,,,,,1,,,-,26.01,26.23,-1.02%,0.26%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 19, 2008",27.41,26.53,36245.42,0.00,36245.42,27.41,-3.32%,29.84,1.046,"13,115",,,,,,0.954,6.88,,,12.92,,,1.092,"609,754,075",,,,,,19,,,-,26.10,26.24,-1.56%,-0.07%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 20, 2008",27.00,26.08,34337.77,1970.93,36308.70,26.95,-3.53%,26.62,0.985,"12,917",,,,,,1.015,6.98,,,13.11,,,0.970,"591,345,079",,,,,,18,,,-,26.17,26.22,-2.30%,-0.44%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, March 24, 2008",26.35,25.71,32430.12,3945.88,36375.99,26.28,-2.49%,25.73,0.977,"12,619",,,,,,1.023,7.14,,,13.41,,,0.954,"564,065,526",,,,,,17,,,-,26.21,26.23,-2.88%,-0.72%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 25, 2008",26.32,25.87,30522.46,5901.02,36423.48,26.25,-1.74%,25.72,1.000,"12,619",,,,,,1.000,7.14,,,13.41,,,1.000,"564,062,021",,,,,,16,,,-,26.28,26.23,-2.87%,-0.89%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 26, 2008",26.95,26.32,28614.81,7841.86,36456.66,26.81,-2.39%,26.08,1.023,"12,903",,,,,,0.977,6.98,,,13.11,,,1.045,"589,460,210",,,,,,15,,,-,26.40,26.24,-2.09%,-1.06%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 27, 2008",26.64,26.46,26707.15,9795.17,36502.33,26.59,-0.68%,25.88,0.993,"12,812",,,,,,1.007,7.03,,,13.20,,,0.986,"581,091,221",,,,,,14,,,-,26.53,26.25,-2.36%,-1.12%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, March 28, 2008",26.60,26.59,24799.50,11715.80,36515.30,26.60,-0.04%,25.71,1.001,"12,818",,,,,,0.999,7.03,,,13.19,,,1.001,"581,688,799",,,,,,13,,,-,26.66,26.27,-1.81%,-1.26%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, March 31, 2008",26.01,26.30,22891.85,13624.18,36516.02,26.12,1.10%,25.61,0.982,"12,587",,,,,,1.018,7.15,,,13.43,,,0.964,"560,740,107",,,,,,12,,,TRUE,26.72,26.28,-1.04%,-1.24%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 01, 2008",24.00,24.85,20984.19,15510.79,36494.99,24.36,3.42%,22.68,0.932,"11,733",,,,,,1.068,7.64,,,14.34,,,0.864,"484,665,030",,,,,,11,,,TRUE,26.63,26.25,-0.05%,-1.02%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 02, 2008",24.64,25.03,19076.54,17353.20,36429.73,24.83,1.56%,23.43,1.017,"11,935",,,,,,0.983,7.50,,,14.09,,,1.034,"501,348,842",,,,,,10,,,TRUE,26.57,26.25,0.49%,-0.89%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 03, 2008",24.27,24.94,17168.88,19231.13,36400.01,24.62,2.69%,23.21,0.991,"11,828",,,,,,1.009,7.57,,,14.22,,,0.982,"492,354,553",,,,,,9,,,TRUE,26.51,26.22,1.34%,-0.72%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, April 04, 2008",23.96,24.95,15261.23,21087.53,36348.76,24.53,3.97%,22.45,0.995,"11,768",,,,,,1.005,7.61,,,14.29,,,0.990,"487,356,590",,,,,,8,,,TRUE,26.49,26.16,2.12%,-0.52%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, April 07, 2008",23.01,24.26,13353.58,22919.49,36273.07,23.80,5.15%,22.42,0.968,"11,391",,,,,,1.032,7.85,,,14.74,,,0.936,"456,176,216",,,,,,7,,,TRUE,26.34,26.06,2.98%,-0.27%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 08, 2008",23.02,24.07,11445.92,24728.85,36174.78,23.74,4.36%,22.36,0.995,"11,330",,,,,,1.005,7.89,,,14.82,,,0.989,"451,301,986",,,,,,6,,,TRUE,26.19,25.97,3.52%,0.12%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 09, 2008",23.63,24.66,9538.27,26553.29,36091.56,24.39,4.18%,22.81,1.025,"11,613",,,,,,0.975,7.70,,,14.45,,,1.050,"473,853,839",,,,,,5,,,TRUE,26.03,25.89,3.65%,0.82%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 10, 2008",22.85,24.33,7630.62,28381.26,36011.88,24.02,6.08%,21.98,0.983,"11,411",,,,,,1.017,7.83,,,14.70,,,0.965,"457,331,114",,,,,,4,,,TRUE,25.94,25.81,4.40%,1.15%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, April 11, 2008",23.91,24.98,5722.96,30172.88,35895.84,24.81,4.28%,23.46,1.030,"11,749",,,,,,0.970,7.60,,,14.26,,,1.059,"484,456,129",,,,,,3,,,TRUE,25.84,25.77,4.67%,1.62%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, April 14, 2008",23.84,24.88,3815.31,31998.82,35814.12,24.77,4.18%,23.82,0.996,"11,703",,,,,,1.004,7.63,,,14.32,,,0.992,"480,652,492",,,,,,2,,,-,25.73,25.74,4.71%,2.10%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 15, 2008",22.87,24.41,1907.65,33826.73,35734.38,24.33,6.31%,22.78,0.980,"11,468",,,,,,1.020,7.78,,,14.60,,,0.960,"461,388,182",,,,,,1,,,-,25.53,25.69,4.90%,2.65%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 16, 2008",22.96,23.23,35614.03,0.00,35614.03,22.96,1.16%,20.53,0.941,"10,786",,,,,,1.059,8.24,,,15.47,,,0.881,"406,546,769",,,,,,25,,,-,25.25,25.62,4.37%,2.83%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 17, 2008",23.03,23.55,34189.47,1408.00,35597.47,23.05,2.21%,20.37,1.003,"10,824",,,,,,0.997,8.21,,,15.42,,,1.007,"409,347,637",,,,,,24,,,-,25.11,25.56,4.04%,3.12%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, April 18, 2008",22.20,22.84,32764.91,2801.11,35566.02,22.25,2.80%,20.13,0.964,"10,438",,,,,,1.036,8.50,,,15.97,,,0.929,"380,204,631",,,,,,23,,,-,24.86,25.48,3.49%,3.34%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, April 21, 2008",21.92,22.43,31340.35,4185.75,35526.10,21.98,2.27%,20.50,0.987,"10,299",,,,,,1.013,8.61,,,16.18,,,0.973,"370,099,124",,,,,,22,,,-,24.62,25.40,3.16%,3.48%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 22, 2008",22.10,22.62,29915.79,5577.92,35493.71,22.18,2.30%,20.87,1.008,"10,384",,,,,,0.992,8.54,,,16.04,,,1.017,"376,183,366",,,,,,21,,,-,24.43,25.33,2.84%,3.56%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 23, 2008",21.86,22.41,28491.22,6969.74,35460.96,21.97,2.45%,20.26,0.989,"10,274",,,,,,1.011,8.63,,,16.21,,,0.979,"368,226,055",,,,,,20,,,-,24.22,25.28,2.20%,3.50%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 24, 2008",21.23,22.05,27066.66,8359.34,35426.00,21.42,3.72%,20.06,0.974,"10,009",,,,,,1.026,8.85,,,16.63,,,0.948,"349,237,676",,,,,,19,,,-,23.97,25.22,2.63%,3.63%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, April 25, 2008",20.69,21.52,25642.10,9730.92,35373.02,20.92,3.86%,19.59,0.975,"9,758",,,,,,1.025,9.08,,,17.04,,,0.950,"331,725,974",,,,,,18,,,-,23.70,25.14,2.90%,3.71%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, April 28, 2008",20.54,21.33,24217.54,11100.54,35318.08,20.79,3.70%,19.64,0.992,"9,682",,,,,,1.008,9.15,,,17.18,,,0.984,"326,556,306",,,,,,17,,,-,23.42,25.05,3.05%,3.69%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 29, 2008",20.81,21.59,22792.98,12472.34,35265.32,21.09,3.61%,20.24,1.013,"9,805",,,,,,0.987,9.03,,,16.95,,,1.026,"334,893,320",,,,,,16,,,-,23.18,24.92,3.27%,3.59%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 30, 2008",21.24,22.14,21368.42,13845.43,35213.85,21.59,4.07%,20.79,1.023,"10,027",,,,,,0.977,8.82,,,16.57,,,1.045,"350,005,710",,,,,,15,,,-,23.05,24.81,3.57%,3.57%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 01, 2008",19.86,20.95,19943.86,15212.08,35155.94,20.33,5.20%,18.88,0.940,"9,425",,,,,,1.060,9.35,,,17.56,,,0.880,"307,984,092",,,,,,14,,,-,22.84,24.68,4.03%,3.64%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, May 02, 2008",19.66,20.63,18519.30,16562.53,35081.82,20.12,4.70%,18.18,0.987,"9,305",,,,,,1.013,9.47,,,17.79,,,0.975,"300,205,148",,,,,,13,,,-,22.62,24.55,4.19%,3.55%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, May 05, 2008",19.69,20.99,17094.73,17920.11,35014.84,20.36,6.19%,18.90,1.010,"9,397",,,,,,0.990,9.38,,,17.61,,,1.020,"306,109,424",,,,,,12,,,-,22.42,24.39,4.58%,3.67%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 06, 2008",18.82,20.26,15670.17,19256.44,34926.61,19.61,7.11%,18.21,0.961,"9,031",,,,,,1.039,9.74,,,18.29,,,0.922,"282,305,827",,,,,,11,,,-,22.22,24.22,5.15%,3.85%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 07, 2008",19.70,21.21,14245.61,20579.75,34825.36,20.59,7.12%,19.73,1.047,"9,454",,,,,,0.953,9.28,,,17.44,,,1.094,"308,731,295",,,,,,10,,,-,22.07,24.05,5.73%,3.91%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 08, 2008",19.67,21.25,12821.05,21902.89,34723.94,20.67,7.44%,19.40,1.001,"9,460",,,,,,0.999,9.28,,,17.42,,,1.001,"309,134,123",,,,,,9,,,-,21.90,23.91,6.29%,4.30%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, May 09, 2008",19.84,21.45,11396.49,23221.53,34618.02,20.92,7.51%,19.41,1.009,"9,547",,,,,,0.991,9.19,,,17.26,,,1.018,"314,783,850",,,,,,8,,,-,21.75,23.77,6.68%,4.63%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, May 12, 2008",18.94,20.82,9971.93,24539.17,34511.10,20.28,9.03%,17.79,0.966,"9,224",,,,,,1.034,9.50,,,17.84,,,0.933,"293,523,242",,,,,,7,,,-,21.53,23.60,7.40%,5.02%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 13, 2008",18.70,20.78,8547.37,25835.09,34382.46,20.26,10.01%,17.98,0.996,"9,183",,,,,,1.004,9.54,,,17.92,,,0.991,"290,916,252",,,,,,6,,,-,21.32,23.40,8.03%,5.50%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 14, 2008",18.30,20.32,7122.81,27117.06,34239.87,19.90,9.94%,17.66,0.978,"8,981",,,,,,1.022,9.75,,,18.32,,,0.956,"278,101,130",,,,,,5,,,-,21.11,23.19,8.51%,5.98%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 15, 2008",17.43,19.88,5698.24,28400.01,34098.25,19.47,12.32%,16.30,0.974,"8,750",,,,,,1.026,10.00,,,18.78,,,0.949,"263,836,411",,,,,,4,,,-,20.94,23.02,9.37%,6.60%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, May 16, 2008",17.15,20.14,4273.68,29649.01,33922.69,19.76,14.85%,16.47,1.010,"8,836",,,,,,0.990,9.90,,,18.60,,,1.020,"268,994,484",,,,,,3,,,-,20.78,22.84,10.61%,7.29%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, May 19, 2008",16.64,19.76,2849.12,30862.08,33711.20,19.50,15.79%,17.01,0.980,"8,662",,,,,,1.020,10.10,,,18.96,,,0.961,"258,400,539",,,,,,2,,,-,20.65,22.65,11.99%,8.04%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 20, 2008",17.37,20.82,1424.56,32061.71,33486.27,20.67,16.57%,17.58,1.053,"9,123",,,,,,0.947,9.56,,,17.95,,,1.107,"285,922,683",,,,,,1,,,-,20.59,22.52,13.25%,8.84%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 21, 2008",22.14,23.58,33250.21,0.00,33250.21,22.14,6.11%,18.59,1.063,"9,701",,,,,,0.937,8.95,,,16.81,,,1.127,"322,156,805",,,,,,19,,,-,20.59,22.42,12.60%,9.00%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 22, 2008",21.72,23.56,31500.20,1643.14,33143.34,21.81,7.81%,18.05,0.982,"9,526",,,,,,1.018,9.11,,,17.12,,,0.964,"310,528,156",,,,,,18,,,-,20.58,22.29,12.24%,9.23%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, May 23, 2008",22.23,24.04,29750.19,3256.48,33006.67,22.41,7.53%,19.55,1.023,"9,746",,,,,,0.977,8.90,,,16.72,,,1.046,"324,884,782",,,,,,17,,,-,20.63,22.19,11.44%,9.38%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 27, 2008",21.49,23.70,28000.18,4874.73,32874.91,21.82,9.32%,19.64,0.970,"9,451",,,,,,1.030,9.17,,,17.23,,,0.939,"305,205,951",,,,,,16,,,-,20.67,22.08,10.52%,9.67%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 28, 2008",21.33,23.25,26250.17,6461.55,32711.72,21.71,8.26%,19.07,0.990,"9,357",,,,,,1.010,9.26,,,17.40,,,0.980,"299,137,310",,,,,,15,,,-,20.71,21.97,9.27%,9.79%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
