Date,1st mth,2nd mth,#Contr 1m,#Contr 2m,Tot contracts,"Weighted VIX futures (by the % of contracts, equivalent: to a 30 days VIX future)",Cont/Backw,VIX,VIX ST chg,VXX calc,VXX market,Diff,,,,Inv VIX ST chg ,XIV calc,XIV market,Diff,SVXY calc,SVXY market,Diff,2x VIX ST chg,UVXY calc,UVXY market,Diff,,,,Days Left until 1st vix future expiry,1st fut Vix forecast & Other,2nd fut Vix forecast & Other,VXX Sell signal,Fast moving average VIX futures,Slow moving average VIX futures,Fast moving average Cont/Backw,Slow moving average Cont/Backw,VIX Futures increasing,Cont/Backw increasing,High contango threshold crossed,High backwardation threshold crossed,High VIX futures,Low VIX futures,,,,,,,,,,,,,,,,,,,,,
"Friday, March 26, 2004",20.32,20.16,412167.18,0,412167.18,20.32,-0.79%,17.33,,"115,171",,,,,,,1.90,,,3.55,,,,"101,844,393,527",,,,,,17,,,-,20.32,20.32,-0.79%,-0.79%,FALSE,FALSE,N/A,N/A,N/A,N/A,Sell signal,Num days for Fast moving average Weighted 30d fut,,,,,,,,,,,,,,,,,,,
"Monday, March 29, 2004",19.80,19.77,387922.05,24437.55,412359.60,19.80,-0.15%,16.50,0.975,"112,261",,,,,,1.025,1.95,,,3.64,,,0.950,"96,700,350,052",,,,,,16,,,-,20.06,20.06,-0.47%,-0.47%,FALSE,FALSE,N/A,N/A,N/A,N/A,model,20,,,,VXX model params (better not touch),,,,,,,,,,,,,,,
"Tuesday, March 30, 2004",19.62,19.79,363676.92,48719.47,412396.39,19.64,0.86%,16.28,0.992,"111,370",,,,,,1.008,1.97,,,3.67,,,0.984,"95,166,411,381",,,,,,15,,,-,19.92,19.92,-0.03%,-0.03%,FALSE,FALSE,N/A,N/A,N/A,N/A,parameters:,Num days for Slow moving average Weighted 30d fut,,,,Pre-fund Days simulated,1220,,,,,,,,,,,,,,
"Wednesday, March 31, 2004",19.75,19.85,339431.79,72756.33,412188.12,19.77,0.50%,16.74,1.006,"112,032",,,,,,0.994,1.96,,,3.64,,,1.012,"96,299,591,315",,,,,,14,,,-,19.88,19.88,0.10%,0.10%,FALSE,FALSE,N/A,N/A,N/A,N/A,,40,,,,Traded days:,2049,,,,,,,,,,,,,,
"Thursday, April 01, 2004",19.62,19.61,315186.66,96879.31,412065.98,19.62,-0.05%,16.65,0.992,"111,145",,,,,,1.008,1.97,,,3.67,,,0.984,"94,775,219,645",,,,,,13,,,-,19.83,19.83,0.07%,0.07%,FALSE,FALSE,N/A,N/A,N/A,N/A,,Fast moving average Cont/Backw,,,,Mgmt fee factor + tracking error:,99.9959%,Accounts for the funds' management costs + tracking error.,,,,,,,,,,,,,
"Friday, April 02, 2004",18.89,19.16,290941.54,121136.80,412078.34,18.97,1.41%,15.64,0.967,"107,471",,,,,,1.033,2.04,,,3.79,,,0.934,"88,511,073,055",,,,,,12,,,-,19.69,19.69,0.30%,0.30%,FALSE,FALSE,N/A,N/A,N/A,N/A,,5,,,,Avg Diff to NAV,-0.04%,,,,,,,,,,,,,,
"Monday, April 05, 2004",18.53,18.62,266696.41,145040.27,411736.68,18.56,0.48%,14.97,0.978,"105,069",,,,,,1.022,2.08,,,3.88,,,0.955,"84,557,544,131",,,,,,11,,,-,19.52,19.52,0.51%,0.32%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Slow moving average Cont/Backw,,,,Yearly tracking error,1.01%,Annual divergence with respect to the index it tracks,,,,,,,,,,,,,
"Tuesday, April 06, 2004",18.79,18.79,242451.28,169168.21,411619.49,18.79,0.00%,15.32,1.012,"106,327",,,,,,0.988,2.06,,,3.83,,,1.024,"86,583,118,840",,,,,,10,,,-,19.43,19.43,0.53%,0.28%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,15,,,,,,,,,,,,,,,,,,,
"Wednesday, April 07, 2004",19.09,19.12,218206.15,193413.34,411619.49,19.10,0.16%,15.76,1.017,"108,100",,,,,,0.983,2.02,,,3.77,,,1.033,"89,471,903,348",,,,,,9,,,-,19.40,19.40,0.42%,0.27%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Contango threshold,,,,VIXY model params (better not touch),,,,,,,,,,,,,,,
"Thursday, April 08, 2004",19.05,19.00,193961.02,217620.43,411581.45,19.02,-0.26%,16.26,0.996,"107,630",,,,,,1.004,2.03,,,3.78,,,0.991,"88,695,257,115",,,,,,8,,,-,19.36,19.36,0.29%,0.22%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,20.00%,,,,Pre-fund Days simulated,1706,,,,,,,,,,,,,,
"Monday, April 12, 2004",18.67,18.90,169715.90,241929.36,411645.25,18.81,1.22%,15.28,0.989,"106,407",,,,,,1.011,2.05,,,3.83,,,0.977,"86,680,307,508",,,,,,7,,,-,19.31,19.31,0.50%,0.31%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Backwardation threshold,,,,Traded days:,0,,,,,,,,,,,,,,
"Tuesday, April 13, 2004",19.30,19.29,145470.77,265879.44,411350.21,19.29,-0.05%,17.26,1.025,"109,087",,,,,,0.975,2.00,,,3.73,,,1.050,"91,048,933,407",,,,,,6,,,-,19.31,19.31,0.26%,0.28%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,-5.00%,,,,Mgmt fee factor + tracking error:,#DIV/0!,,,,,,,,,,,,,,
"Wednesday, April 14, 2004",19.46,19.47,121225.64,290137.13,411362.77,19.47,0.05%,15.62,1.009,"110,067",,,,,,0.991,1.98,,,3.70,,,1.018,"92,686,146,403",,,,,,5,,,-,19.32,19.32,0.19%,0.26%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,High contract Weighted 30d VIX future,,,,Avg Diff to NAV,#DIV/0!,,,,,,,,,,,,,,
"Thursday, April 15, 2004",19.35,19.47,96980.51,314369.81,411350.32,19.44,0.62%,15.74,0.999,"109,916",,,,,,1.001,1.99,,,3.70,,,0.997,"92,433,119,657",,,,,,4,,,-,19.33,19.33,0.29%,0.28%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,16,,,,Yearly tracking error,#DIV/0!,,,,,,,,,,,,,,
"Friday, April 16, 2004",19.00,19.43,72735.38,338465.51,411200.89,19.35,2.21%,14.94,0.995,"109,376",,,,,,1.005,2.00,,,3.72,,,0.990,"91,525,666,831",,,,,,3,,,-,19.33,19.33,0.63%,0.41%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Low contract Weighted 30d VIX future,,,,,,,,,,,,,,,,,,,
"Monday, April 19, 2004",18.87,19.68,48490.26,362174.07,410664.33,19.58,4.12%,15.42,1.011,"110,529",,,,,,0.989,1.97,,,3.68,,,1.021,"93,457,127,315",,,,,,2,,,-,19.35,19.35,1.36%,0.64%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,15,,,,XIV model params  (better not touch),,,,,,,,,,,,,,,
"Tuesday, April 20, 2004",19.15,19.96,24245.13,385421.31,409666.44,19.91,4.06%,16.67,1.014,"112,101",,,,,,0.986,1.95,,,3.63,,,1.029,"96,116,643,958",,,,,,1,,,-,19.38,19.38,1.83%,0.95%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,Pre-fund Days simulated,1682,,,,,,,,,,,,,,
"Wednesday, April 21, 2004",18.68,19.70,408682.54,0.00,408682.54,18.68,5.18%,15.60,0.936,"104,908",,,,,,1.064,2.07,,,3.86,,,0.872,"83,783,543,940",,,,,,20,,,-,19.34,19.34,2.71%,1.28%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,Traded days:,1586,,,,,,,,,,,,,,
"Thursday, April 22, 2004",17.35,18.77,388248.41,19376.12,407624.53,17.42,7.57%,14.61,0.930,"97,560",,,,,,1.070,2.22,,,4.13,,,0.860,"72,049,173,997",,,,,,19,,,-,19.24,19.24,3.96%,1.70%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Sell Signal Indicators:,,,,Mgmt fee factor + tracking error:,99.9958%,,,,,,,,,,,,,,
"Friday, April 23, 2004",17.34,19.09,367814.29,38264.35,406078.63,17.50,9.17%,14.01,1.001,"97,674",,,,,,0.999,2.21,,,4.12,,,1.002,"72,218,286,392",,,,,,18,,,-,19.15,19.15,5.38%,2.24%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Num Days:,,3270,,Avg Diff to NAV,2.42%,,,,,,,,,,,,,,
"Monday, April 26, 2004",17.13,18.96,347380.16,56825.26,404205.42,17.39,9.65%,14.77,0.989,"96,566",,,,,,1.011,2.24,,,4.17,,,0.977,"70,581,252,031",,,,,,17,,,-,19.07,19.07,6.62%,2.85%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Num Sell Signals,,372,,Yearly tracking error,1.04%,,,,,,,,,,,,,,
"Tuesday, April 27, 2004",16.80,18.77,326946.03,75287.10,402233.13,17.17,10.50%,15.07,0.983,"94,883",,,,,,1.017,2.28,,,4.24,,,0.965,"68,122,367,900",,,,,,16,,,-,18.92,18.98,7.69%,3.42%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Vix Futures Increasing:,,41.91%,,,,,,,,,,,,,,,,,
"Wednesday, April 28, 2004",17.37,19.27,306511.90,93576.57,400088.48,17.81,9.86%,16.29,1.032,"97,923",,,,,,0.968,2.20,,,4.11,,,1.064,"72,487,558,114",,,,,,15,,,-,18.82,18.93,8.65%,4.00%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,SVXY model params  (better not touch),,,,,,,,,,,,,,,
"Thursday, April 29, 2004",17.77,19.64,286077.78,111995.92,398073.70,18.30,9.52%,16.60,1.022,"100,060",,,,,,0.978,2.15,,,4.02,,,1.044,"75,653,079,706",,,,,,14,,,-,18.76,18.90,9.38%,4.60%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,Pre-fund Days simulated,1895,,,,,,,,,,,,,,
"Friday, April 30, 2004",18.22,19.85,265643.65,130484.43,396128.08,18.76,8.21%,17.19,1.020,"102,075",,,,,,0.980,2.11,,,3.94,,,1.040,"78,700,559,246",,,,,,13,,,-,18.71,18.90,9.48%,5.10%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,Traded days:,1373,,,,,,,,,,,,,,
"Monday, May 03, 2004",17.69,19.27,245209.52,149240.59,394450.12,18.29,8.20%,16.62,0.971,"99,096",,,,,,1.029,2.17,,,4.05,,,0.942,"74,108,881,315",,,,,,12,,,-,18.65,18.88,9.32%,5.63%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,Mgmt fee factor + tracking error:,99.9966%,,,,,,,,,,,,,,
"Tuesday, May 04, 2004",17.31,19.20,224775.40,167999.27,392774.67,18.12,9.84%,16.55,0.987,"97,757",,,,,,1.013,2.20,,,4.10,,,0.973,"72,107,496,200",,,,,,11,,,-,18.61,18.85,9.36%,6.17%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,Avg Diff to NAV,-1.05%,,,,,,,,,,,,,,
"Wednesday, May 05, 2004",16.62,18.79,204341.27,186421.91,390763.18,17.66,11.55%,15.77,0.969,"94,766",,,,,,1.031,2.27,,,4.23,,,0.939,"67,696,847,575",,,,,,10,,,-,18.56,18.80,9.53%,6.89%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,Yearly tracking error,0.85%,,,,,,,,,,,,,,
"Thursday, May 06, 2004",17.48,19.41,183907.14,204496.16,388403.31,18.50,9.94%,17.05,1.041,"98,677",,,,,,0.959,2.18,,,4.05,,,1.083,"73,284,142,033",,,,,,9,,,-,18.55,18.79,9.54%,7.51%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, May 07, 2004",18.31,19.87,163473.02,222898.46,386371.48,19.21,7.85%,18.13,1.033,"101,944",,,,,,0.967,2.10,,,3.92,,,1.066,"78,139,112,320",,,,,,8,,,-,18.56,18.81,9.27%,7.96%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,UVXY model params  (better not touch),,,,,,,,,,,,,,,
"Monday, May 10, 2004",19.35,20.43,143038.89,241728.30,384767.19,20.03,5.29%,19.77,1.038,"105,843",,,,,,0.962,2.02,,,3.77,,,1.077,"84,116,056,232",,,,,,7,,,-,18.60,18.85,8.78%,8.16%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,Pre-fund Days simulated,1895,,,,,,,,,,,,,,
"Tuesday, May 11, 2004",18.38,19.97,122604.76,261082.21,383686.97,19.46,7.96%,18.57,0.969,"102,556",,,,,,1.031,2.09,,,3.89,,,0.938,"78,892,857,027",,,,,,6,,,-,18.64,18.87,8.74%,8.40%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,Traded days:,1373,,,,,,,,,,,,,,
"Wednesday, May 12, 2004",18.20,19.61,102170.63,279889.38,382060.01,19.23,7.19%,18.14,0.984,"100,915",,,,,,1.016,2.12,,,3.95,,,0.968,"76,370,141,323",,,,,,5,,,-,18.63,18.88,8.30%,8.59%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,Mgmt fee factor + tracking error:,99.9934%,,,,,,,,,,,,,,
"Thursday, May 13, 2004",18.38,19.58,81736.51,298854.25,380590.76,19.32,6.13%,18.86,1.001,"100,990",,,,,,0.999,2.12,,,3.95,,,1.002,"76,484,564,783",,,,,,4,,,-,18.63,18.89,7.39%,8.65%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,Avg Diff to NAV,1.75%,,,,,,,,,,,,,,
"Friday, May 14, 2004",18.55,19.67,61302.38,318036.03,379338.41,19.49,5.69%,18.47,1.005,"101,522",,,,,,0.995,2.11,,,3.92,,,1.011,"77,291,650,688",,,,,,3,,,-,18.63,18.91,6.69%,8.53%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,Yearly tracking error,1.63%,,,,,,,,,,,,,,
"Monday, May 17, 2004",19.37,20.21,40868.25,337306.65,378174.90,20.12,4.16%,19.96,1.029,"104,479",,,,,,0.971,2.04,,,3.81,,,1.058,"81,795,584,375",,,,,,2,,,-,18.66,18.94,6.07%,8.22%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 18, 2004",19.25,20.07,20434.13,356891.46,377325.59,20.03,4.09%,19.33,0.993,"103,755",,,,,,1.007,2.06,,,3.84,,,0.986,"80,663,266,639",,,,,,1,,,-,18.68,18.97,5.87%,7.87%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,TVIX model params  (better not touch),,,,,,,,,,,,,,,
"Wednesday, May 19, 2004",19.17,19.78,376490.71,0.00,376490.71,19.17,3.09%,18.93,0.955,"99,098",,,,,,1.045,2.15,,,4.01,,,0.910,"73,424,060,364",,,,,,18,,,-,18.65,18.98,5.06%,7.41%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,Pre-fund Days simulated,1682,"1=yes, 0=no",,,,,,,,,,,,,
"Thursday, May 20, 2004",19.34,19.80,355574.56,20269.06,375843.62,19.36,2.30%,18.67,1.008,"99,928",,,,,,0.992,2.13,,,3.97,,,1.017,"74,654,825,610",,,,,,17,,,-,18.68,18.99,4.24%,6.94%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,Traded days:,0,,,,,,,,,,,,,,
"Friday, May 21, 2004",19.17,19.63,334658.41,40703.41,375361.82,19.22,2.32%,18.49,0.991,"99,048",,,,,,1.009,2.15,,,4.01,,,0.982,"73,340,902,892",,,,,,16,,,-,18.77,18.99,3.61%,6.49%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,Mgmt fee factor + tracking error:,#DIV/0!,,,,,,,,,,,,,,
"Monday, May 24, 2004",18.77,19.04,313742.26,61133.59,374875.84,18.81,1.42%,18.08,0.978,"96,829",,,,,,1.022,2.20,,,4.10,,,0.955,"70,056,270,757",,,,,,15,,,-,18.83,18.99,2.90%,6.06%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,Avg Diff to NAV,#DIV/0!,,,,,,,,,,,,,,
"Tuesday, May 25, 2004",17.50,18.00,292826.11,81753.13,374579.24,17.61,2.78%,15.96,0.935,"90,553",,,,,,1.065,2.34,,,4.36,,,0.870,"60,975,292,503",,,,,,14,,,-,18.84,18.92,2.67%,5.73%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,Yearly tracking error,#DIV/0!,,,,,,,,,,,,,,
"Wednesday, May 26, 2004",17.61,18.09,271909.96,102088.28,373998.23,17.74,2.65%,15.97,1.006,"91,086",,,,,,0.994,2.33,,,4.34,,,1.012,"61,694,097,222",,,,,,13,,,-,18.87,18.87,2.43%,5.28%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 27, 2004",17.35,17.90,250993.81,122449.44,373443.24,17.53,3.07%,15.28,0.987,"89,867",,,,,,1.013,2.36,,,4.40,,,0.973,"60,043,934,798",,,,,,12,,,-,18.85,18.82,2.42%,4.75%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,Multi model params,,,,,,,,,,,,,,,
"Friday, May 28, 2004",17.58,18.06,230077.66,142722.91,372800.57,17.76,2.66%,15.50,1.012,"90,903",,,,,,0.988,2.33,,,4.34,,,1.023,"61,429,482,760",,,,,,11,,,-,18.83,18.77,2.48%,4.29%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,Use Absolute Difference,0,,,,,,,,,,,,,,
"Tuesday, June 01, 2004",17.60,18.16,209161.50,163083.15,372244.66,17.85,3.08%,16.30,1.003,"91,180",,,,,,0.997,2.32,,,4.33,,,1.006,"61,805,578,033",,,,,,10,,,-,18.79,18.73,2.61%,3.99%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 02, 2004",17.65,18.10,188245.35,183354.31,371599.67,17.87,2.49%,16.08,1.000,"91,155",,,,,,1.000,2.32,,,4.33,,,1.000,"61,771,944,097",,,,,,9,,,-,18.77,18.70,2.79%,3.82%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 03, 2004",17.60,18.33,167329.20,203750.45,371079.65,18.00,3.98%,17.03,1.006,"91,680",,,,,,0.994,2.31,,,4.31,,,1.012,"62,483,956,958",,,,,,8,,,-,18.76,18.69,2.99%,3.57%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, June 04, 2004",17.28,18.51,146413.05,223833.60,370246.66,18.02,6.65%,16.78,0.999,"91,586",,,,,,1.001,2.31,,,4.31,,,0.998,"62,357,085,191",,,,,,7,,,TRUE,18.78,18.67,3.65%,3.54%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, June 07, 2004",16.58,18.07,125496.90,243359.86,368856.77,17.56,8.25%,15.39,0.971,"88,907",,,,,,1.029,2.38,,,4.44,,,0.942,"58,710,270,486",,,,,,6,,,TRUE,18.73,18.63,4.52%,3.67%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 08, 2004",16.18,17.73,104580.75,262551.33,367132.08,17.29,8.74%,15.01,0.980,"87,104",,,,,,1.020,2.43,,,4.53,,,0.960,"56,330,334,727",,,,,,5,,,TRUE,18.64,18.59,5.53%,3.86%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 09, 2004",16.20,17.86,83664.60,281638.94,365303.54,17.48,9.29%,15.39,1.006,"87,626",,,,,,0.994,2.41,,,4.50,,,1.012,"57,006,157,837",,,,,,4,,,-,18.52,18.56,6.57%,4.18%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 10, 2004",15.71,17.57,62748.45,300611.04,363359.49,17.25,10.59%,15.04,0.982,"86,004",,,,,,1.018,2.46,,,4.58,,,0.963,"54,897,006,769",,,,,,3,,,-,18.42,18.51,7.92%,4.59%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, June 14, 2004",15.71,17.57,41832.30,319312.95,361145.26,17.35,10.59%,16.07,1.000,"86,001",,,,,,1.000,2.46,,,4.58,,,1.000,"54,893,393,825",,,,,,2,,,-,18.33,18.45,9.02%,5.05%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 15, 2004",15.03,17.23,20916.15,338014.87,358931.02,17.10,12.77%,15.05,0.979,"84,225",,,,,,1.021,2.51,,,4.68,,,0.959,"52,627,669,682",,,,,,1,,,-,18.22,18.40,10.04%,5.71%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 16, 2004",17.10,19.22,356260.36,0.00,356260.36,17.10,11.03%,14.79,0.992,"83,586",,,,,,1.008,2.53,,,4.71,,,0.985,"51,830,108,958",,,,,,24,,,-,18.11,18.34,10.50%,6.25%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 17, 2004",17.14,19.17,341416.18,13206.84,354623.02,17.22,10.59%,15.15,1.002,"83,761",,,,,,0.998,2.52,,,4.70,,,1.004,"52,047,823,860",,,,,,23,,,-,17.97,18.29,10.81%,6.83%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, June 18, 2004",17.00,19.18,326572.00,26479.10,353051.10,17.16,11.37%,14.99,0.993,"83,134",,,,,,1.007,2.54,,,4.73,,,0.985,"51,269,402,733",,,,,,22,,,-,17.83,18.22,11.15%,7.36%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, June 21, 2004",17.26,19.12,311727.82,39636.10,351363.91,17.47,9.73%,15.26,1.013,"84,210",,,,,,0.987,2.51,,,4.67,,,1.026,"52,597,191,536",,,,,,21,,,-,17.75,18.19,11.01%,7.80%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 22, 2004",16.77,18.68,296883.63,53036.23,349919.87,17.06,10.22%,14.31,0.972,"81,891",,,,,,1.028,2.58,,,4.80,,,0.945,"49,700,960,757",,,,,,20,,,-,17.64,18.18,10.95%,8.25%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 23, 2004",15.79,17.87,282039.45,66362.62,348402.07,16.19,11.64%,13.98,0.945,"77,359",,,,,,1.055,2.72,,,5.07,,,0.889,"44,200,434,213",,,,,,19,,,-,17.50,18.15,10.76%,8.81%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 24, 2004",16.02,18.25,267195.27,79478.99,346674.27,16.53,12.22%,14.81,1.016,"78,613",,,,,,0.984,2.67,,,4.98,,,1.033,"45,634,230,992",,,,,,18,,,-,17.39,18.13,10.96%,9.38%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, June 25, 2004",16.23,18.36,252351.09,92509.34,344860.43,16.80,11.60%,15.19,1.011,"79,476",,,,,,0.989,2.64,,,4.93,,,1.022,"46,637,172,066",,,,,,17,,,-,17.35,18.12,11.13%,9.95%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, June 28, 2004",16.37,18.46,237506.91,105631.40,343138.31,17.01,11.32%,16.07,1.008,"80,074",,,,,,0.992,2.62,,,4.89,,,1.015,"47,339,379,172",,,,,,16,,,-,17.31,18.10,11.12%,10.41%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 29, 2004",15.98,18.32,222662.73,118794.96,341457.68,16.79,12.77%,15.47,0.982,"78,651",,,,,,1.018,2.67,,,4.98,,,0.965,"45,658,319,496",,,,,,15,,,-,17.28,18.06,11.63%,10.79%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 30, 2004",15.38,18.14,207818.54,131743.10,339561.65,16.45,15.21%,14.34,0.974,"76,613",,,,,,1.026,2.74,,,5.11,,,0.948,"43,292,248,071",,,,,,14,,,-,17.22,18.01,12.46%,11.23%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 01, 2004",15.67,18.28,192974.36,144328.74,337303.11,16.79,14.28%,15.20,1.014,"77,654",,,,,,0.986,2.70,,,5.04,,,1.027,"44,469,940,100",,,,,,13,,,-,17.17,17.97,12.90%,11.58%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, July 02, 2004",15.56,18.27,178130.18,157053.49,335183.67,16.83,14.83%,15.08,0.996,"77,361",,,,,,1.004,2.71,,,5.06,,,0.993,"44,134,587,265",,,,,,12,,,-,17.12,17.94,13.34%,11.92%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 06, 2004",16.22,18.72,163286.00,169695.82,332981.82,17.49,13.35%,16.25,1.033,"79,883",,,,,,0.967,2.62,,,4.89,,,1.065,"47,012,712,504",,,,,,11,,,-,17.09,17.93,13.63%,12.10%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 07, 2004",15.67,18.44,148441.82,182557.61,330999.43,17.20,15.02%,15.81,0.977,"78,059",,,,,,1.023,2.68,,,5.00,,,0.954,"44,866,876,229",,,,,,10,,,-,17.05,17.90,14.25%,12.37%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 08, 2004",15.94,18.82,133597.64,195171.94,328769.58,17.65,15.30%,16.20,1.019,"79,567",,,,,,0.981,2.63,,,4.90,,,1.039,"46,601,542,423",,,,,,9,,,-,17.06,17.86,14.67%,12.53%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Friday, July 09, 2004",15.74,19.03,118753.45,207744.54,326497.99,17.83,17.29%,15.78,1.003,"79,837",,,,,,0.997,2.62,,,4.89,,,1.007,"46,917,698,688",,,,,,8,,,-,17.08,17.81,15.01%,12.92%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Monday, July 12, 2004",15.09,19.03,103909.27,220022.39,323931.66,17.77,20.70%,14.96,0.988,"78,907",,,,,,1.012,2.65,,,4.94,,,0.977,"45,826,202,315",,,,,,7,,,-,17.10,17.77,16.08%,13.55%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 13, 2004",14.31,18.79,89065.09,231793.21,320858.30,17.55,23.84%,14.46,0.978,"77,189",,,,,,1.022,2.71,,,5.05,,,0.957,"43,831,000,081",,,,,,6,,,-,17.11,17.73,17.59%,14.33%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,
