,XIV,,,,SVXY,ZIV,SVXY + ZIV
2011-12-20,98249.343622,5.833,XIV - 1.00,,97991.091022,95654.011022,96298.2278969999
2011-12-21,105014.193622,6.885,XIV - 1.00,,104593.291022,99606.011022,101156.617897
2011-12-22,104413.273622,-0.572,XIV - 1.00,,104105.953522,99606.011022,100988.722897
2011-12-23,101859.193622,-2.446,XIV - 1.00,,101706.593522,100001.061022,100420.462897
2011-12-27,102460.313622,0.59,XIV - 1.00,,102325.343522,100712.151022,101098.500397
2011-12-28,98252.753622,-4.107,XIV - 1.00,,97994.382272,99132.151022,98573.6178969999
2011-12-29,100658.193622,2.448,XIV - 1.00,,100451.614772,100080.271022,100039.754147
2011-12-30,98854.593622,-1.792,XIV - 1.00,,99045.177272,99448.191022,99142.0747719999
2012-01-03,104116.143622,5.323,XIV - 1.00,,103940.232272,101423.441022,102119.558522
2012-01-04,106069.393622,1.876,XIV - 1.00,,105852.349772,103161.441022,103914.569772
2012-01-05,108472.913622,2.266,XIV - 1.00,,108326.359772,103951.241022,105283.162272
2012-01-06,109974.813622,1.385,XIV - 1.00,,110069.063522,105135.941022,106658.077272
2012-01-09,111776.853622,1.639,XIV - 1.00,,111567.863522,105530.791022,107432.527272
2012-01-10,114028.953622,2.015,XIV - 1.00,,113703.368522,106162.471022,108581.294772
2012-01-11,112077.523622,-1.711,XIV - 1.00,,111793.036022,106004.551022,107819.899772
2012-01-12,113729.063622,1.474,XIV - 1.00,,113329.101022,104346.391022,107264.931022
2012-01-13,110576.543622,-2.772,XIV - 1.00,,110482.141022,103793.601022,105922.551022
2012-01-17,111627.663622,0.951,XIV - 1.00,,111400.156022,104662.381022,106806.800397
2012-01-18,115681.713622,3.632,XIV - 1.00,,115352.977272,104820.321022,108271.801647
2012-01-19,118683.513622,2.595,XIV - 1.00,,118480.261022,105452.081022,109762.473522
2012-01-20,122134.663622,2.908,XIV - 1.00,,121999.856022,108136.721022,112730.336022
2012-01-23,125284.873622,2.579,XIV - 1.00,,125013.172272,109557.641022,114697.776647
2012-01-24,124684.993622,-0.479,XIV - 1.00,,124395.701022,108610.481022,113865.807272
2012-01-25,130234.253622,4.451,XIV - 1.00,,129953.313522,110426.101022,116968.257272
2012-01-26,130384.173622,0.115,XIV - 1.00,,129429.573522,109478.941022,116168.689772
2012-01-27,133082.553622,2.07,XIV - 1.00,,132646.833522,110031.451022,117638.862272
2012-01-30,129035.793622,-3.041,XIV - 1.00,,128495.156022,109557.871022,115898.037272
2012-01-31,129035.793622,0,XIV - 1.00,,128719.631022,109163.221022,115717.472272
2012-02-01,132334.253622,2.556,XIV - 1.00,,131955.812272,110426.261022,117658.546022
2012-02-02,136381.283622,3.058,XIV - 1.00,,135901.776022,112004.861022,120050.568522
2012-02-03,143723.933622,5.384,XIV - 1.00,,143118.528522,114845.981022,124395.341022
2012-02-06,145371.403622,1.146,XIV - 1.00,,144519.997272,115634.981022,125394.122272
2012-02-07,143724.153622,-1.133,XIV - 1.00,,143473.637272,116976.111022,125909.622272
2012-02-08,140429.213622,-2.293,XIV - 1.00,,140409.092272,116108.431022,124285.954772
2012-02-09,133537.953622,-4.907,XIV - 1.00,,133344.272272,114372.851022,120715.771022
2012-02-10,122446.833622,-8.306,XIV - 1.00,,121432.372272,107981.951022,112432.339772
2012-02-13,132048.113622,7.841,XIV - 0.55,,131652.809772,111771.551022,118431.421022
2012-02-14,129739.513622,-1.748,XIV - 1.00,,129235.247272,110556.351022,116803.692272
2012-02-15,122434.873622,-5.63,XIV - 1.00,,121748.754772,107768.601022,112406.684772
2012-02-16,126546.163622,3.358,XIV - 0.55,,126140.931022,109282.331022,114906.238522
2012-02-17,127550.803622,0.794,XIV - 1.00,,127165.398522,108449.941022,114712.446022
2012-02-21,127550.803622,0,XIV - 1.00,,127259.798522,107006.701022,113804.254772
2012-02-22,131013.741622,2.715,XIV - 1.00,,130544.918522,108049.171022,115620.811022
2012-02-23,139494.939622,6.474,XIV - 1.00,,139095.293522,109973.491022,119834.676647
2012-02-24,134055.699622,-3.899,XIV - 1.00,,133832.656022,107808.901022,116601.707897
2012-02-27,132695.349622,-1.015,XIV - 1.00,,132775.936022,107007.101022,115713.202897
2012-02-28,134509.389622,1.367,XIV - 1.00,,134115.883522,107728.811022,116647.439772
2012-02-29,136595.259622,1.551,XIV - 1.00,,136191.583522,109332.411022,118411.383522
2012-03-01,139194.523622,1.903,XIV - 1.00,,138814.166022,110214.281022,119894.119147
2012-03-02,137834.713622,-0.977,XIV - 1.00,,137889.842272,108210.031022,118267.837897
2012-03-05,138136.933622,0.219,XIV - 1.00,,138153.952272,108290.211022,118411.539147
2012-03-06,127559.233622,-7.657,XIV - 1.00,,127419.767272,105804.631022,113074.997272
2012-03-07,133759.663622,4.861,XIV - 0.55,,133536.887272,108290.831022,116813.017272
2012-03-08,136503.283622,2.051,XIV - 1.00,,136308.013522,109261.031022,118404.771647
2012-03-09,139030.503622,1.851,XIV - 1.00,,139017.226022,110693.651022,120278.171647
2012-03-12,145570.223622,4.704,XIV - 1.00,,145250.866022,112603.571022,123688.721647
2012-03-13,151958.733622,4.389,XIV - 1.00,,152038.336022,115388.171022,127860.266647
2012-03-14,146909.733622,-3.323,XIV - 1.00,,146829.649772,114910.871022,125736.571647
2012-03-15,149286.693622,1.618,XIV - 1.00,,148739.527272,114592.671022,126194.965397
2012-03-16,149435.223622,0.099,XIV - 1.00,,149147.407272,114035.821022,125975.452897
2012-03-19,158644.083622,6.162,XIV - 1.00,,158213.467272,116581.421022,130785.359147
2012-03-20,165619.279222,4.397,XIV - 1.00,,165272.921022,117615.441022,133915.427897
2012-03-21,173484.903022,4.749,XIV - 1.00,,173162.973522,120398.991022,138470.892897
2012-03-22,170965.116122,-1.452,XIV - 1.00,,170830.398522,119365.361022,136987.392897
2012-03-23,183273.539522,7.199,XIV - 1.00,,182642.968522,121591.921022,142547.831647
2012-03-26,199876.781822,9.059,XIV - 1.00,,199831.791022,127474.921022,152355.429772
2012-03-27,180474.371822,-9.707,XIV - 1.00,,180384.256022,125567.641022,144338.627272
2012-03-28,178250.321822,-1.232,XIV - 1.00,,178126.341022,124534.401022,142881.492272
2012-03-29,179460.368222,0.679,XIV - 1.00,,179199.921022,126044.711022,144235.598522
2012-03-30,183736.763422,2.383,XIV - 1.00,,183419.916022,127157.431022,146427.748522
2012-04-02,184033.243422,0.161,XIV - 1.00,,183567.946022,129144.181022,147768.698522
2012-04-03,180475.483422,-1.933,XIV - 1.00,,180348.293522,128746.888968,146389.206179
2012-04-04,176917.003422,-1.972,XIV - 1.00,,176147.091022,127396.061022,144048.9853965
2012-04-05,173061.203422,-2.179,XIV - 1.00,,172167.172272,126998.711022,142404.7135215
2012-04-09,162115.932722,-6.325,XIV - 0.55,,161798.072272,123343.091022,136420.2735215
2012-04-10,154996.108322,-4.392,XIV - 0.55,,154644.692272,119845.491022,131658.6897715
2012-04-11,157373.308322,1.534,XIV - 0.55,,156743.492272,120114.351022,132558.7422715
2012-04-12,164583.548322,4.582,XIV - 0.55,,164259.444772,122350.851022,136622.5278965
2012-04-13,158841.068322,-3.489,XIV - 1.00,,158726.699772,120500.331022,133484.3278965
2012-04-16,161873.868322,1.909,XIV - 0.55,,161184.837272,122042.181022,135341.1216465
2012-04-17,166376.388322,2.781,XIV - 0.55,,165967.687272,123425.401022,137904.5241465
2012-04-18,164827.128322,-0.931,XIV - 0.55,,164353.241022,123071.721022,137109.5291465
2012-04-19,164169.688322,-0.399,XIV - 0.55,,163687.803522,122672.841022,136618.7266465
2012-04-20,167303.168322,1.909,XIV - 0.55,,166594.921022,123917.161022,138440.4410215
2012-04-23,164136.758322,-1.893,XIV - 1.00,,163648.546022,122859.481022,136723.6778965
2012-04-24,168187.838322,2.468,XIV - 0.55,,167274.406022,124635.101022,139140.2403965
2012-04-25,173880.338322,3.385,XIV - 1.00,,172968.141022,125744.601022,141848.0428965
2012-04-26,179866.338322,3.443,XIV - 1.00,,178750.971022,127186.401022,144817.5478965
2012-04-27,179866.338322,0,XIV - 1.00,,179150.903522,129428.921022,146398.2516465
2012-04-30,175925.688322,-2.191,XIV - 1.00,,175169.757272,129028.521022,144734.1766465
2012-05-01,181765.288322,3.319,XIV - 0.55,,180315.404772,132071.561022,148506.3853965
2012-05-02,180721.908322,-0.574,XIV - 1.00,,179595.584772,131190.956619,147686.69757
2012-05-03,176762.358322,-2.191,XIV - 1.00,,175820.163522,132398.772723,147125.177272
2012-05-04,169281.678322,-4.232,XIV - 1.00,,168030.616022,129097.854672,142252.1189835
2012-05-07,171776.428322,1.474,XIV - 0.55,,170366.776022,130627.916619,144060.038818
2012-05-08,170646.628322,-0.658,XIV - 0.55,,169583.948522,129166.681047,142845.7279085
2012-05-09,167076.028322,-2.092,XIV - 0.55,,165916.648522,128451.321047,141086.2129085
2012-05-10,170132.968322,1.83,XIV - 0.55,,168811.378522,129574.321047,142828.0404085
2012-05-11,168529.388322,-0.943,XIV - 0.55,,167333.858522,129128.421047,142019.5254085
2012-05-14,163253.573322,-3.131,XIV - 0.20,,161950.898522,126758.261047,138597.6804085
2012-05-15,161567.273322,-1.033,GLD - 1.00,,160394.888522,125849.661047,137466.1304085
2012-05-16,161268.235458,-0.185,GLD - 1.00,,160098.090642,125616.702711,137211.8922245
2012-05-17,164835.351186,2.212,GLD - 1.00,,163638.486402,128395.579383,140244.6085925
2012-05-18,166702.601186,1.133,GLD - 1.00,,165493.486402,129849.829383,141833.6085925
2012-05-21,166809.291583,0.064,None - 0.00,,165599.476862,129932.921904,141924.4004205
2012-05-22,166809.291583,0,XIV - 0.55,,165599.476862,129932.921904,141924.4004205
2012-05-23,168298.191583,0.893,None - 0.00,,167334.426862,131627.141904,143630.2904205
2012-05-24,168298.191583,0,XIV - 0.20,,167334.426862,131627.141904,143630.2904205
2012-05-25,168587.311583,0.172,XIV - 1.00,,167753.624362,131886.561904,143943.6841705
2012-05-29,177021.931583,5.003,GLD - 1.00,,175317.561862,131886.561904,146512.8804205
2012-05-30,178054.331583,0.583,GLD - 1.00,,176340.171862,132655.521904,147367.2804205
2012-05-31,177717.921143,-0.189,GLD - 1.00,,176006.951521,132404.954128,147088.8717805
2012-06-01,184538.726943,3.838,GLD - 1.00,,182763.077266,137485.278448,152733.6765805
2012-06-04,184330.115056,-0.113,GLD - 1.00,,182556.445302,137329.764496,152560.8833005
2012-06-05,184121.485784,-0.113,GLD - 1.00,,182349.796118,137174.237584,152388.0756205
2012-06-06,184202.625056,0.044,GLD - 1.00,,182430.165302,137234.724496,152455.2833005
2012-06-07,181061.726943,-1.705,GLD - 1.00,,179319.077266,134893.278448,149853.6765805
2012-06-08,181328.522303,0.147,None - 0.00,,179583.34267,135091.994992,150074.4727405
2012-06-11,181328.522303,0,XIV - 1.00,,179583.34267,135091.994992,150074.4727405
2012-06-12,184105.422303,1.531,GLD - 1.00,,181841.25267,135091.994992,150816.1652405
2012-06-13,184873.648335,0.417,GLD - 1.00,,182600.23887,135655.624744,151445.7937925
2012-06-14,185606.974155,0.397,GLD - 1.00,,183324.74462,136193.649014,152046.8185625
2012-06-15,185711.729499,0.056,None - 0.00,,183428.24002,136270.505598,152132.6747465
2012-06-18,185711.729499,0,XIV - 0.20,,183428.24002,136270.505598,152132.6747465
2012-06-19,186415.329499,0.379,XIV - 1.00,,184076.39002,136587.215598,152563.3809965
2012-06-20,193866.369499,3.997,XIV - 1.00,,191647.79877,138894.715598,156694.6366215
2012-06-21,171175.859499,-11.704,XIV - 1.00,,168814.19877,135572.635598,146589.4178715
2012-06-22,188694.309499,10.234,XIV - 0.20,,186505.47877,139818.435598,155498.8728715
2012-06-25,185991.609499,-1.432,XIV - 1.00,,183782.12252,138766.785598,153869.1916215
2012-06-26,191331.379499,2.871,XIV - 0.65,,189692.50252,141622.785598,157763.8866215
2012-06-27,190613.479499,-0.375,XIV - 1.00,,188565.61252,141932.085598,157581.2991215
2012-06-28,196147.279499,2.903,XIV - 0.65,,194470.58752,144498.705598,161282.0541215
2012-06-29,204777.199499,4.4,XIV - 0.65,,202933.04002,147525.925598,166157.9278715
2012-07-02,213210.559499,4.118,XIV - 1.00,,211189.63002,149785.885598,170471.4478715
2012-07-03,217442.479499,1.985,XIV - 1.00,,215392.51002,151743.094918,173198.4539315
2012-07-05,209332.679499,-3.73,XIV - 1.00,,207535.34627,151277.135599,170176.5216225
2012-07-06,211801.859499,1.18,XIV - 1.00,,208958.44002,151277.135599,170668.8966225
2012-07-09,213212.659499,0.666,XIV - 1.00,,211038.22752,151556.705599,171570.3216225
2012-07-10,207393.439499,-2.729,XIV - 1.00,,205237.37752,154911.53628,171744.526188
2012-07-11,213743.479499,3.062,XIV - 1.00,,211280.74252,154352.525597,173471.4897475
2012-07-12,212350.472499,-0.652,XIV - 1.00,,209266.86252,154352.525597,172774.7047475
2012-07-13,224324.637499,5.639,XIV - 1.00,,221395.30752,157613.475597,179091.2122475
2012-07-16,226615.887499,1.021,XIV - 1.00,,223845.86752,157799.775597,180060.3322475
2012-07-17,235074.927499,3.733,XIV - 1.00,,231787.40002,160407.966282,184504.283066
2012-07-18,232608.547499,-1.049,XIV - 1.00,,229316.09002,159383.44491,182982.976426
2012-07-19,238246.627499,2.424,XIV - 1.00,,234478.00002,159942.275596,185132.6728705
2012-07-20,224859.987499,-5.619,XIV - 1.00,,222122.86252,156030.395596,178313.2291205
2012-07-23,210583.737499,-6.349,XIV - 1.00,,206784.98252,151279.235596,169916.7128705
2012-07-24,201412.497499,-4.355,XIV - 0.65,,199011.81377,148763.105596,165591.0309955
2012-07-25,203132.847499,0.854,None - 0.00,,200279.06252,149187.165596,166305.1559955
2012-07-26,203132.847499,0,XIV - 0.45,,200279.06252,149187.165596,166305.1559955
2012-07-27,205487.087499,1.159,XIV - 1.00,,202448.43252,153122.941409,169567.2033595
2012-07-30,201134.957499,-2.118,XIV - 1.00,,198270.52252,151590.051409,167100.0221095
2012-07-31,195008.217499,-3.046,XIV - 1.00,,192452.34127,151590.051409,165018.8264845
2012-08-01,199846.617499,2.481,XIV - 1.00,,196572.34127,150868.611409,166034.5702345
2012-08-02,203877.617499,2.017,XIV - 1.00,,200931.52377,149696.150428,166849.9609565
2012-08-03,218225.307499,7.037,XIV - 1.00,,214845.43377,152943.359448,173888.0266785
2012-08-06,222575.007499,1.993,XIV - 1.00,,219700.27002,154476.401412,176597.6283645
2012-08-07,216615.417499,-2.678,XIV - 1.00,,213328.64377,154566.571412,174374.5614895
2012-08-08,225089.803499,3.912,XIV - 1.00,,221940.02377,154566.571412,177455.9421145
2012-08-09,226281.573499,0.529,XIV - 1.00,,222818.81377,154566.571412,177770.4596145
2012-08-10,230307.573499,1.779,XIV - 1.00,,226753.15002,156189.640429,180207.7628325
2012-08-13,236426.333499,2.657,XIV - 1.00,,232883.17252,158533.800429,183888.4034575
2012-08-14,223725.800499,-5.372,XIV - 1.00,,220965.56002,156821.131415,178536.324616
2012-08-15,223387.553499,-0.151,XIV - 1.00,,221005.50752,156730.981415,178493.439616
2012-08-16,227897.513499,2.019,XIV - 1.00,,225379.75877,156730.981415,180058.742116
2012-08-17,234500.153499,2.897,XIV - 1.00,,231310.84877,156640.849445,182124.200426
2012-08-20,234017.183499,-0.206,XIV - 1.00,,231490.52252,154477.231415,180816.425242
2012-08-21,227738.573499,-2.683,XIV - 1.00,,225281.79627,153395.200432,177907.6528345
2012-08-22,226128.173499,-0.707,XIV - 1.00,,223644.25627,151862.310432,176349.4978345
2012-08-23,221296.673499,-2.137,XIV - 1.00,,219030.89752,150870.321414,174069.240241
2012-08-24,230817.092499,4.302,XIV - 1.00,,227660.09752,152313.361414,178072.890241
2012-08-27,229029.770499,-0.774,XIV - 1.00,,226382.17752,152313.361414,177615.450241
2012-08-28,224681.960499,-1.898,XIV - 1.00,,222168.77127,153034.801414,176564.675866
2012-08-29,224037.720499,-0.287,XIV - 1.00,,221090.25627,152583.910432,175892.7578345
2012-08-30,219366.690499,-2.085,XIV - 0.55,,216576.18877,152583.910432,174277.1403345
2012-08-31,222999.290499,1.656,XIV - 0.55,,220103.17627,153278.305472,175979.639064
2012-09-04,224048.210499,0.47,XIV - 0.55,,221339.22127,152290.115354,175800.216555
2012-09-05,227356.870499,1.477,XIV - 0.55,,224360.77127,154028.915354,177986.316555
2012-09-06,240314.923299,5.699,XIV - 0.55,,237283.65502,156095.725512,183963.531623
2012-09-07,247670.144899,3.061,XIV - 1.00,,244570.91752,159794.645512,188936.730373
2012-09-10,233943.324899,-5.542,XIV - 1.00,,230792.06127,157276.874194,182291.083227
2012-09-11,235550.644899,0.687,XIV - 1.00,,231824.75877,159881.774194,184279.498227
2012-09-12,241833.374899,2.667,XIV - 1.00,,237839.35377,164309.594194,189233.335727
2012-09-13,259653.914899,7.369,XIV - 1.00,,254936.37377,171600.794194,200048.415727
2012-09-14,251041.684899,-3.317,XIV - 1.00,,246284.57377,173422.76287,197974.908578
2012-09-17,252063.824899,0.407,XIV - 1.00,,247533.919505,171514.254195,197259.145453
2012-09-18,258634.274899,2.607,XIV - 1.00,,253961.165537,175244.934195,201935.007875
2012-09-19,258926.214899,0.113,XIV - 1.00,,254395.580017,177847.125521,203700.672875
2012-09-20,261553.674899,1.015,XIV - 1.00,,256893.394497,177066.555521,204142.053225
2012-09-21,263451.154899,0.725,XIV - 1.00,,258431.759289,178627.695521,205673.480025
2012-09-24,266662.054899,1.219,XIV - 1.00,,261870.313245,178107.384193,206623.0323235
2012-09-25,247107.434899,-7.333,XIV - 1.00,,242490.553769,174898.36552,197482.9178755
2012-09-26,237468.134899,-3.901,XIV - 1.00,,232892.916269,171775.734194,192011.014477
2012-09-27,258507.974899,8.86,XIV - 0.55,,254072.273769,179237.085518,204437.8209985
2012-09-28,254413.184899,-1.584,XIV - 1.00,,249880.700484,177996.895058,202124.289201
2012-10-01,251749.544899,-1.047,XIV - 1.00,,247530.780484,177473.497612,200935.948398
2012-10-02,256633.544899,1.94,XIV - 0.55,,252433.234234,178171.337612,203171.025898
2012-10-03,257203.204899,0.222,XIV - 1.00,,252938.046734,180521.867612,204812.227148
2012-10-04,263553.874899,2.469,XIV - 1.00,,258931.10991,182161.386241,208024.8149075
2012-10-05,266950.054899,1.289,XIV - 1.00,,262302.479226,183886.986241,210331.5606365
2012-10-08,264144.894899,-1.051,XIV - 1.00,,259407.90457,183886.986241,209272.1652725
2012-10-09,252790.609899,-4.299,XIV - 0.55,,248231.17957,182506.674868,204323.419387
2012-10-10,254488.525899,0.672,XIV - 0.55,,249763.52957,181842.365378,204470.963485
2012-10-11,256185.115899,0.667,None - 0.00,,251067.437594,183698.774898,206100.294832
2012-10-12,256185.115899,0,XIV - 0.55,,251067.437594,183698.774898,206100.294832
2012-10-15,261140.755899,1.934,XIV - 0.55,,255731.217594,185468.819556,208900.617749
2012-10-16,264258.786199,1.194,XIV - 0.55,,258839.817594,185699.869556,210177.008999
2012-10-17,265922.568099,0.63,XIV - 0.55,,260721.657594,186854.119556,211583.308999
2012-10-18,266237.648099,0.118,XIV - 0.55,,260916.4998,186670.404149,211540.498999
2012-10-19,257187.148099,-3.399,XIV - 0.55,,251978.630089,183590.414149,206352.4481035
2012-10-22,258970.908099,0.694,GLD - 1.00,,253744.782061,184989.009487,207868.7622715
2012-10-23,255683.544338,-1.269,GLD - 1.00,,250521.91857,182641.199659,205228.5512195
2012-10-24,254811.456578,-0.341,GLD - 1.00,,249667.500562,182018.768395,204528.6010435
2012-10-25,256586.261168,0.697,GLD - 1.00,,251406.345059,183286.651674,205953.0847275
2012-10-26,256448.544338,-0.054,GLD - 1.00,,251271.41857,183188.359662,205842.5512195
2012-10-31,257825.558108,0.537,GLD - 1.00,,252620.532061,184171.16949,206947.7622715
2012-11-01,256663.525753,-0.451,None - 0.00,,251481.299556,183341.25495,206014.4884115
2012-11-02,256663.525753,0,XIV - 0.55,,251481.299556,183341.25495,206014.4884115
2012-11-05,254014.190953,-1.032,GLD - 1.00,,248840.347056,183204.974036,204992.5967095
2012-11-06,258742.001733,1.861,GLD - 1.00,,253472.987619,186615.751813,208808.6154105
2012-11-07,259034.604813,0.113,GLD - 1.00,,253759.510635,186826.654033,209044.7878965
2012-11-08,261344.604813,0.892,GLD - 1.00,,256021.510635,188491.654033,210909.2878965
2012-11-09,261082.807893,-0.1,GLD - 1.00,,255765.153651,188302.956253,210698.1503805
2012-11-12,260512.992493,-0.218,GLD - 1.00,,255207.178571,187892.245153,210238.5979605
2012-11-13,259974.006353,-0.207,GLD - 1.00,,254679.392143,187503.755143,209803.9091385
2012-11-14,260035.595573,0.024,GLD - 1.00,,254739.701587,187548.147373,209853.6204375
2012-11-15,258418.590953,-0.622,GLD - 1.00,,253156.297063,186382.644043,208548.4667085
2012-11-16,258095.204813,-0.125,GLD - 1.00,,252839.630635,186149.554033,208287.4478955
2012-11-19,261159.789413,1.187,None - 0.00,,255840.535555,188358.442933,210761.0054655
2012-11-20,261159.789413,0,XIV - 0.55,,255840.535555,188358.442933,210761.0054655
2012-11-21,260076.189413,-0.415,XIV - 0.55,,254919.767882,187371.958449,209810.0198715
2012-11-23,266484.789413,2.464,GLD - 1.00,,260980.367882,190659.873945,214070.398314
2012-11-26,266204.876973,-0.105,GLD - 1.00,,260706.215698,190459.705049,213845.568322
2012-11-27,265085.298743,-0.421,GLD - 1.00,,259609.67702,189659.080617,212946.305808
2012-11-28,261726.492523,-1.267,None - 0.00,,256319.990928,187257.156169,210248.460812
2012-11-29,261726.492523,0,XIV - 0.20,,256319.990928,187257.156169,210248.460812
2012-11-30,260773.667923,-0.364,XIV - 1.00,,255328.673302,187084.679305,209776.074281
2012-12-03,255266.547923,-2.112,GLD - 1.00,,250624.926646,184880.791434,206683.465531
2012-12-04,252665.627276,-1.019,GLD - 1.00,,248071.886195,182998.073727,204578.446914
2012-12-05,252209.322713,-0.181,GLD - 1.00,,247623.981716,182667.770424,204209.143221
2012-12-06,252787.310318,0.229,GLD - 1.00,,248191.329181,183086.155929,204676.929376
2012-12-07,253791.176402,0.397,GLD - 1.00,,249176.715153,183812.820333,205489.3943
2012-12-10,254764.614881,0.384,GLD - 1.00,,250132.23366,184517.459232,206277.233069
2012-12-11,254536.451192,-0.09,GLD - 1.00,,249908.270223,184352.299323,206092.57199
2012-12-12,254718.986402,0.072,GLD - 1.00,,250087.445153,184484.430333,206240.3043
2012-12-13,252589.572713,-0.836,GLD - 1.00,,247997.231716,182943.020424,204516.893221
2012-12-14,252224.547923,-0.145,GLD - 1.00,,247638.926646,182678.791434,204221.465531
2012-12-17,252696.05336,0.187,GLD - 1.00,,248101.752167,183020.098131,204603.071838
2012-12-18,249106.49336,-1.421,GLD - 1.00,,244578.272167,180421.738131,201697.911838
2012-12-19,248513.30336,-0.238,GLD - 1.00,,243996.002167,179991.958131,201217.821838
2012-12-20,245532.134234,-1.2,GLD - 1.00,,241069.713209,177832.031519,198803.094446
2012-12-21,246444.74336,0.372,GLD - 1.00,,241966.122173,178493.238131,199542.301838
2012-12-24,246885.822713,0.179,GLD - 1.00,,242399.371715,178812.810417,199899.573214
2012-12-26,247129.188797,0.099,GLD - 1.00,,242638.417691,178989.134825,200096.698142
2012-12-27,247707.176402,0.234,GLD - 1.00,,243206.145161,179407.900335,200564.864302
2012-12-28,246764.139671,-0.381,GLD - 1.00,,242279.848727,178724.648213,199801.01075
2012-12-31,249015.236402,0.912,GLD - 1.00,,244490.985161,180355.620335,201624.384302
2013-01-02,250764.377276,0.702,None - 0.00,,246207.926203,181622.913723,203040.026916
2013-01-03,250764.377276,0,XIV - 0.45,,246207.926203,181622.913723,203040.026916
2013-01-04,252925.107276,0.862,None - 0.00,,248436.066203,183043.236951,204732.929006
2013-01-07,252925.107276,0,XIV - 0.45,,248436.066203,183043.236951,204732.929006
2013-01-08,254119.304076,0.472,XIV - 0.45,,249702.135245,182623.853725,204904.524846
2013-01-09,253887.323776,-0.091,XIV - 0.45,,249539.307745,183238.696961,205242.201924
2013-01-10,256791.983776,1.144,XIV - 0.45,,252309.25117,184430.840183,206978.762321
2013-01-11,257084.833776,0.114,XIV - 0.45,,252645.332825,185325.996986,207671.308217
2013-01-14,259015.003776,0.751,XIV - 0.45,,254600.398661,186247.326986,208948.4977605
2013-01-15,258962.848776,-0.02,XIV - 0.45,,254557.029599,186784.190144,209278.0457325
2013-01-16,261333.821776,0.916,XIV - 0.45,,257101.115381,186595.36385,210047.353708
2013-01-17,260760.621776,-0.219,XIV - 0.45,,256287.297881,187131.03385,210102.766208
2013-01-18,268118.061776,2.822,XIV - 0.45,,263454.797881,189956.140128,214433.945237
2013-01-22,271564.021776,1.285,XIV - 0.45,,267031.967881,192637.477046,217410.918272
2013-01-23,274791.911776,1.189,XIV - 0.80,,270127.674926,195091.774016,220072.244408
2013-01-24,273545.601776,-0.454,XIV - 0.45,,268860.719488,194826.57932,219454.671176
2013-01-25,272573.781776,-0.355,XIV - 0.45,,267945.269488,195184.662304,219359.423081
2013-01-28,269536.901776,-1.114,XIV - 0.45,,264592.314896,195214.42635,218196.761175
2013-01-29,273001.901776,1.286,None - 0.00,,268315.177396,195512.12635,219688.394925
2013-01-30,273001.901776,0,XIV - 0.45,,268315.177396,195512.12635,219688.394925
2013-01-31,272251.541776,-0.275,None - 0.00,,267767.585868,195846.089386,219718.1004445
2013-02-01,272251.541776,0,XIV - 0.45,,267767.585868,195846.089386,219718.1004445
2013-02-04,264387.754776,-2.888,XIV - 0.45,,259997.417867,193550.135428,215513.22863
2013-02-05,269410.360776,1.9,GLD - 1.00,,265025.737867,195205.772362,218330.506646
2013-02-06,270118.127608,0.263,None - 0.00,,265722.324907,195718.752818,218904.115974
2013-02-07,270118.127608,0,XIV - 0.45,,265722.324907,195718.752818,218904.115974
2013-02-08,272674.807608,0.947,XIV - 0.45,,267998.234907,196594.839797,220264.214031
2013-02-11,274707.587608,0.745,XIV - 0.45,,269673.599907,198096.839797,221816.656531
2013-02-12,276014.147608,0.476,XIV - 0.45,,271240.767858,198424.199797,222576.4796925
2013-02-13,275148.227608,-0.314,XIV - 0.45,,270807.807858,198483.602767,222462.271596
2013-02-14,277212.767608,0.75,XIV - 0.45,,272502.495358,198453.909798,223038.3809415
2013-02-15,278181.707608,0.35,XIV - 0.45,,273444.164977,198246.082767,223237.7234415
2013-02-19,283541.707608,1.927,XIV - 1.00,,278547.654619,200892.049794,226732.0208985
2013-02-20,258638.527608,-8.783,XIV - 1.00,,251683.762903,196341.343293,214294.508784
2013-02-21,253862.437608,-1.847,GLD - 1.00,,249381.888748,193545.053293,211697.909646
2013-02-22,254438.547484,0.227,None - 0.00,,249947.84845,193984.310823,212178.467884
2013-02-25,254438.547484,0,XIV - 0.45,,249947.84845,193984.310823,212178.467884
2013-02-26,255960.114984,0.598,GLD - 1.00,,251839.380272,195462.640823,213791.181866
2013-02-27,253283.824716,-1.046,GLD - 1.00,,249207.639842,193419.948251,211557.08999
2013-02-28,250737.273362,-1.005,GLD - 1.00,,246701.90867,191476.279585,209431.300512
2013-03-01,249828.956606,-0.362,GLD - 1.00,,245808.151862,190783.002061,208672.503222
2013-03-04,249601.878228,-0.091,None - 0.00,,245584.713458,190609.5433,208482.804577
2013-03-05,249601.878228,0,XIV - 0.45,,245584.713458,190609.5433,208482.804577
2013-03-06,249084.478228,-0.207,XIV - 0.45,,244899.158458,190778.8033,208351.398327
2013-03-07,251418.628228,0.937,XIV - 0.45,,247209.598458,191314.2233,209502.970827
2013-03-08,252854.468228,0.571,XIV - 0.45,,248659.665825,191201.900492,209939.830974
2013-03-11,257386.348228,1.792,XIV - 0.45,,253297.025825,191454.803302,211736.3327705
2013-03-12,255592.468228,-0.697,XIV - 0.45,,251304.225825,191174.300497,210847.3309925
