,XIV,,,,SVXY,ZIV,SVXY + ZIV
2014-05-29,316055.770228,0.358,XIV - 1.00,,311795.10626,210972.35328,245689.2464845
2014-05-30,316619.060228,0.178,XIV - 1.00,,312321.273165,209840.988199,245191.2764845
2014-06-02,318550.340228,0.61,XIV - 1.00,,314466.44007,209595.038199,245840.1434665
2014-06-03,317021.410228,-0.48,XIV - 1.00,,313090.476258,211759.39328,246655.0064845
2014-06-04,320401.150228,1.066,XIV - 1.00,,316368.943163,212693.823116,248450.7195025
2014-06-05,331665.550228,3.516,XIV - 1.00,,327336.305069,216234.77328,254712.02295
2014-06-06,348394.990228,5.044,XIV - 1.00,,343558.76816,222331.858197,264502.193984
2014-06-09,343491.200228,-1.408,XIV - 1.00,,339070.48316,220758.743113,261863.6344995
2014-06-10,349521.950228,1.756,XIV - 1.00,,345015.171248,221791.098197,264713.7544995
2014-06-11,342045.680228,-2.139,XIV - 1.00,,337453.810074,219480.573281,260476.967953
2014-06-12,325722.450228,-4.772,XIV - 1.00,,321033.148163,215104.443281,251670.250969
2014-06-13,331032.150228,1.63,XIV - 1.00,,326576.869349,218153.598363,255607.438986
2014-06-16,331353.910228,0.097,XIV - 1.00,,327102.768167,218301.123114,255894.057003
2014-06-17,342615.510228,3.399,XIV - 1.00,,337701.994349,219972.903114,260871.288036
2014-06-18,360627.350228,5.257,XIV - 1.00,,355983.118171,226609.493282,271759.035972
2014-06-19,359341.430228,-0.357,XIV - 1.00,,354568.426255,224446.903112,269904.820017
2014-06-20,354358.490228,-1.387,XIV - 1.00,,349677.001255,223513.038367,267507.885972
2014-06-23,363200.290228,2.495,XIV - 1.00,,358167.301255,225086.178031,271639.133034
2014-06-24,349780.170228,-3.695,XIV - 1.00,,345152.053171,223709.963286,265940.770974
2014-06-25,363607.250228,3.953,XIV - 1.00,,358050.826258,227642.75837,273162.893474
2014-06-26,358785.650228,-1.326,XIV - 1.00,,353887.574342,228625.763285,272213.174504
2014-06-27,361759.340228,0.829,XIV - 1.00,,356838.583172,228429.15837,273193.040459
2014-06-30,365134.880228,0.933,XIV - 1.00,,360395.527004,230886.65837,276027.134429
2014-07-01,374456.640228,2.553,XIV - 1.00,,369449.631256,234080.768198,281362.8145015
2014-07-02,378393.300228,1.051,XIV - 1.00,,373086.539338,236537.268198,284226.1175155
2014-07-03,383534.420228,1.359,XIV - 1.00,,378298.752014,239337.678198,287887.5079615
2014-07-07,375663.060228,-2.052,XIV - 1.00,,370218.752014,235162.48311,282313.4609745
2014-07-08,369557.220228,-1.625,XIV - 1.00,,364440.837014,234327.263284,279646.0649465
2014-07-09,376869.070228,1.979,XIV - 0.55,,371594.30818,237913.753284,284513.6809745
2014-07-10,369623.550228,-1.923,XIV - 1.00,,364350.583736,236832.958688,281148.957632
2014-07-11,373462.510228,1.039,XIV - 0.55,,368788.311954,239101.213757,284192.957632
2014-07-14,379255.900228,1.551,XIV - 0.55,,374098.136954,240538.571045,287047.125958
2014-07-15,375530.500228,-0.982,XIV - 0.55,,370324.358022,240727.428347,285760.620978
2014-07-16,380315.540228,1.274,XIV - 0.55,,375391.358022,240889.253741,287735.426811
2014-07-17,360403.040228,-5.236,XIV - 1.00,,356083.272476,236415.553741,277801.713468
2014-07-18,386892.080228,7.35,None - 0.00,,381535.272476,243784.473741,291714.353468
2014-07-21,386892.080228,0,XIV - 0.55,,381535.272476,243784.473741,291714.353468
2014-07-22,391169.780228,1.106,GLD - 1.00,,385640.057249,244004.388243,293340.551738
2014-07-23,390800.315623,-0.094,None - 0.00,,385275.752429,243773.877848,293063.483283
2014-07-24,390800.315623,0,XIV - 0.55,,385275.752429,243773.877848,293063.483283
2014-07-25,384581.795623,-1.591,XIV - 0.55,,378953.197165,242858.782302,290180.5340515
2014-07-28,385728.035623,0.298,XIV - 0.35,,379889.782165,243248.25952,290765.4423055
2014-07-29,385849.315623,0.031,XIV - 0.55,,380225.282165,243973.146592,291342.1267415
2014-07-30,382373.785623,-0.901,XIV - 0.35,,376780.07738,243034.066592,289501.435005
2014-07-31,371199.805623,-2.922,GLD - 1.00,,365627.903516,239913.554829,283496.481116
2014-08-01,374148.019667,0.794,GLD - 1.00,,368531.56765,241818.310981,285747.736568
2014-08-04,372986.602645,-0.31,GLD - 1.00,,367387.700583,241067.952905,284860.878842
2014-08-05,372629.257535,-0.096,GLD - 1.00,,367035.755248,240837.082525,284588.010212
2014-08-06,377989.642645,1.439,GLD - 1.00,,372315.140583,244300.272905,288681.198842
2014-08-07,379507.918599,0.402,GLD - 1.00,,373810.976449,245281.516753,289840.94339
2014-08-08,379537.694553,0.008,GLD - 1.00,,373840.302313,245300.760601,289863.687938
2014-08-11,378852.975622,-0.18,GLD - 1.00,,373165.933517,244858.234829,289340.661116
2014-08-12,378942.282645,0.024,GLD - 1.00,,373253.890585,244915.952905,289408.878842
2014-08-13,379567.449668,0.165,None - 0.00,,373869.607653,245319.990981,289886.416568
2014-08-14,379567.449668,0,XIV - 0.55,,373869.607653,245319.990981,289886.416568
2014-08-15,379469.929668,-0.026,XIV - 1.00,,373918.687835,246384.845225,290568.889384
2014-08-18,393570.049668,3.716,XIV - 1.00,,388332.580685,252382.084795,299581.406884
2014-08-19,397293.349668,0.946,XIV - 1.00,,391722.949607,254519.845651,302155.6381765
2014-08-20,394279.589668,-0.759,XIV - 1.00,,388779.001765,254728.350012,301210.656884
2014-08-21,393127.139668,-0.292,XIV - 1.00,,387842.305686,250662.215225,298326.890901
2014-08-22,394545.539668,0.361,XIV - 1.00,,389403.646764,251913.585653,299679.1716595
2014-08-25,398623.439668,1.034,XIV - 1.00,,393105.870685,252852.084797,301617.969384
2014-08-26,395255.119668,-0.845,XIV - 1.00,,389448.670685,249411.504797,298131.374384
2014-08-27,392506.969668,-0.695,XIV - 1.00,,387129.228527,247951.595225,296371.797418
2014-08-28,385858.219668,-1.694,XIV - 1.00,,380705.379605,245761.305655,292656.540677
2014-08-29,388518.319668,0.689,XIV - 1.00,,383203.801759,248160.20044,295068.5608985
2014-09-02,386035.839668,-0.639,XIV - 1.00,,380660.755682,246439.570012,293064.2726395
2014-09-03,390469.339668,1.148,XIV - 0.55,,385077.622836,246543.870012,294742.9086205
2014-09-04,389932.979668,-0.137,XIV - 1.00,,384685.07265,247490.315748,295191.0407905
2014-09-05,397832.619668,2.026,XIV - 0.55,,392364.88158,250349.21055,299780.5907905
2014-09-08,397344.519668,-0.123,XIV - 1.00,,391947.51685,250777.916266,299896.9390005
2014-09-09,386684.919668,-2.683,XIV - 1.00,,381313.694722,248546.216266,294626.2755075
2014-09-10,389261.859668,0.666,None - 0.00,,383950.7176,249480.596266,296171.9320155
2014-09-11,389261.859668,0,XIV - 0.55,,383950.7176,249480.596266,296171.9320155
2014-09-12,384437.589668,-1.239,XIV - 0.20,,379391.8576,248277.721994,293754.7605965
2014-09-15,382503.309668,-0.503,GLD - 1.00,,377465.8576,247629.823039,292646.966252
2014-09-16,383109.609241,0.159,GLD - 1.00,,378064.177047,248022.369237,293110.953578
2014-09-17,378993.21605,-1.074,None - 0.00,,374001.963898,245357.227171,289962.061137
2014-09-18,378993.21605,0,XIV - 0.20,,374001.963898,245357.227171,289962.061137
2014-09-19,378959.49605,-0.009,XIV - 1.00,,373959.5122,245490.479221,290028.316768
2014-09-22,365546.25605,-3.539,XIV - 1.00,,361129.050697,241549.614103,282838.336768
2014-09-23,352043.85605,-3.694,XIV - 0.20,,347869.042197,237147.268984,275205.65046
2014-09-24,354187.61605,0.609,GLD - 1.00,,350011.038797,237638.79308,276303.591722
2014-09-25,355205.90407,0.287,GLD - 1.00,,351017.426957,238321.845044,277097.822378
2014-09-26,354217.551075,-0.278,GLD - 1.00,,350040.623997,237658.873035,276326.940042
2014-09-29,354127.70407,-0.025,GLD - 1.00,,349951.826957,237598.605044,276256.862378
2014-09-30,351671.80407,-0.694,GLD - 1.00,,347524.626957,235951.225044,274341.342378
2014-10-01,353348.99808,0.477,GLD - 1.00,,349182.221037,237076.821024,275650.057704
2014-10-02,353259.151075,-0.025,GLD - 1.00,,349093.423997,237016.553033,275579.950041
2014-10-03,346879.81006,-1.806,None - 0.00,,342788.632877,232737.38906,270602.147052
2014-10-06,346879.81006,0,XIV - 0.45,,342788.632877,232737.38906,270602.147052
2014-10-07,336294.66006,-3.052,GLD - 1.00,,332029.083914,229421.69373,264591.9260055
2014-10-08,339470.37006,0.944,GLD - 1.00,,335163.723914,231587.30373,267090.5360055
2014-10-09,339956.56434,0.143,GLD - 1.00,,335643.798266,231918.969828,267473.0315055
2014-10-10,339813.55576,-0.042,GLD - 1.00,,335502.589794,231821.413975,267360.5247555
2014-10-13,342473.35862,0.783,GLD - 1.00,,338128.912618,233635.845926,269453.0270055
2014-10-14,342673.55576,0.058,GLD - 1.00,,338326.589794,233772.413975,269610.5247555
2014-10-15,343817.56148,0.334,None - 0.00,,339456.195442,234552.817877,270510.5292555
2014-10-16,343817.56148,0,GLD - 1.00,,339456.195442,234552.817877,270510.5292555
2014-10-17,343160.902915,-0.191,GLD - 1.00,,338808.046988,234105.002036,269993.9425175
2014-10-20,345473.46719,0.674,GLD - 1.00,,341090.641078,235682.081771,271813.2137475
2014-10-21,346101.330066,0.182,GLD - 1.00,,341710.58417,236110.410089,272307.3202715
2014-10-22,344160.607212,-0.561,GLD - 1.00,,339794.341352,234786.448142,270780.0380255
2014-10-23,341819.510067,-0.68,GLD - 1.00,,337483.58417,233189.910089,268938.3202715
2014-10-24,341334.162922,-0.142,GLD - 1.00,,337004.356989,232858.922036,268556.5025175
2014-10-27,340506.212922,-0.243,GLD - 1.00,,336186.846989,232294.292036,267905.1625175
2014-10-28,340620.412922,0.034,None - 0.00,,336299.606989,232372.172036,267995.0025175
2014-10-29,340620.412922,0,XIV - 1.00,,336299.606989,232372.172036,267995.0025175
2014-10-30,339441.772922,-0.346,XIV - 0.65,,334718.486989,228037.07159,264616.1256915
2014-10-31,344868.172922,1.599,XIV - 0.45,,340370.733412,230040.71159,267877.32291
2014-11-03,342414.252922,-0.712,XIV - 0.45,,337859.313412,228426.806268,265955.195961
2014-11-04,343607.922922,0.349,XIV - 0.45,,338926.602306,228639.206268,266463.23404
2014-11-05,345500.782922,0.551,XIV - 0.45,,340920.089016,228874.901554,267308.02636
2014-11-06,349304.422922,1.101,XIV - 1.00,,344702.369016,230946.423908,269970.22789
2014-11-07,354481.402922,1.482,XIV - 1.00,,349619.817942,233430.423908,273295.1529655
2014-11-10,367517.002922,3.677,XIV - 1.00,,362538.757942,237724.854256,280583.1046825
2014-11-11,367900.282922,0.104,XIV - 1.00,,363020.598305,239328.468737,281791.7912525
2014-11-12,363205.102922,-1.276,XIV - 1.00,,358394.838305,237466.188737,278971.9112525
2014-11-13,358605.262922,-1.266,XIV - 1.00,,354057.738305,233845.104256,275110.796325
2014-11-14,357742.702922,-0.241,XIV - 1.00,,352997.328665,236276.868734,276319.662893
2014-11-17,358605.262922,0.241,XIV - 1.00,,353479.319025,234880.158734,275580.899535
2014-11-18,364547.342922,1.657,XIV - 1.00,,360034.528665,235966.714256,278569.532967
2014-11-19,355730.982922,-2.418,XIV - 1.00,,351119.378665,234155.798734,274288.7103945
2014-11-20,359277.432922,0.997,XIV - 1.00,,354782.968306,231982.729082,274154.4004685
2014-11-21,366848.792922,2.107,XIV - 1.00,,361868.339386,232500.123908,276958.3170365
2014-11-24,374514.392922,2.09,XIV - 1.00,,369337.808662,235087.123908,281239.7737525
2014-11-25,376813.592922,0.614,XIV - 1.00,,372276.788662,231413.583908,279879.9862525
2014-11-26,382944.792922,1.627,XIV - 1.00,,378057.769392,233794.083908,283438.9295375
2014-11-28,372696.332922,-2.676,XIV - 1.00,,367943.129025,235915.418734,281290.4495375
2014-12-01,357270.922922,-4.139,XIV - 1.00,,352429.169025,229034.009082,271419.4062525
2014-12-02,375674.122922,5.151,XIV - 0.45,,370841.559385,233381.014257,280655.2812525
2014-12-03,378303.832922,0.7,XIV - 1.00,,373399.803721,235289.971929,282785.0862525
2014-12-04,377828.932922,-0.126,XIV - 1.00,,372922.103721,231807.011929,280357.1062525
2014-12-05,384382.552922,1.735,XIV - 1.00,,378941.133275,233651.297052,283650.3479055
2014-12-08,369283.912922,-3.928,XIV - 1.00,,364038.443722,230577.481683,276466.1746015
2014-12-09,363583.912922,-1.544,XIV - 0.80,,359546.682393,230116.411683,274603.0645825
2014-12-10,334320.062922,-8.049,XIV - 0.45,,330338.931809,222984.159881,259802.3392585
2014-12-11,324736.622922,-2.867,GLD - 1.00,,320916.525018,219101.405231,254011.1407785
2014-12-12,323971.948384,-0.235,GLD - 1.00,,320160.810416,218585.368917,253413.0650505
2014-12-15,315724.314729,-2.546,GLD - 1.00,,312009.816921,213019.499702,246962.3343705
2014-12-16,317254.229265,0.485,GLD - 1.00,,313521.811521,214051.576016,248159.0500965
2014-12-17,315396.469265,-0.586,GLD - 1.00,,311685.811521,212798.336016,246705.8900965
2014-12-18,317800.642925,0.762,GLD - 1.00,,314061.825021,214420.185231,248586.4607815
2014-12-19,316762.469265,-0.327,GLD - 1.00,,313035.811521,213719.836016,247774.3900965
2014-12-22,310697.445657,-1.915,None - 0.00,,307041.827721,209628.387074,243030.2629185
2014-12-23,310697.445657,0,XIV - 0.45,,307041.827721,209628.387074,243030.2629185
2014-12-24,311610.085657,0.294,None - 0.00,,308062.074719,210163.387074,243732.9676355
2014-12-26,311610.085657,0,XIV - 1.00,,308062.074719,210163.387074,243732.9676355
2014-12-29,312142.885657,0.171,XIV - 1.00,,308553.829719,211598.882289,244836.837026
2014-12-30,304684.525657,-2.389,XIV - 0.45,,300954.811839,209254.731857,240670.107026
2014-12-31,293415.805657,-3.698,GLD - 1.00,,289949.175863,205982.169704,234715.234526
2015-01-02,294694.305657,0.436,GLD - 1.00,,291212.675863,206879.669704,235737.734526
2015-01-05,299092.348214,1.492,GLD - 1.00,,295559.11839,209967.071499,239255.136571
2015-01-06,302467.588214,1.128,GLD - 1.00,,298893.43839,212336.471499,241954.536571
2015-01-07,300703.940546,-0.583,GLD - 1.00,,297150.490812,211098.606117,240543.480436
2015-01-08,299451.505658,-0.417,GLD - 1.00,,295912.755864,210219.549705,239541.434526
2015-01-09,302825.425658,1.127,GLD - 1.00,,299247.075864,212588.949705,242240.834526
2015-01-12,306148.215434,1.097,GLD - 1.00,,302530.86576,214921.142529,244899.326346
2015-01-13,305125.83077,-0.334,GLD - 1.00,,301520.480916,214203.553293,244081.73861
2015-01-14,304640.183102,-0.159,GLD - 1.00,,301040.533338,213862.687911,243693.182475
2015-01-15,312231.505658,2.492,None - 0.00,,308542.755864,219190.869705,249766.83452
2015-01-16,312231.505658,0,GLD - 1.00,,308542.755864,219190.869705,249766.83452
2015-01-20,316468.465658,1.357,GLD - 1.00,,312730.995864,222166.149705,253157.07452
2015-01-21,316544.14079,0.024,GLD - 1.00,,312805.770816,222219.260325,253217.596622
2015-01-22,319066.14079,0.797,GLD - 1.00,,315297.770816,223989.260325,255234.596622
2015-01-23,316544.14079,-0.79,GLD - 1.00,,312805.770816,222219.260325,253217.596622
2015-01-26,313416.84818,-0.988,GLD - 1.00,,309715.678356,220024.451475,250716.506537
2015-01-27,316972.878268,1.135,GLD - 1.00,,313230.818328,222521.568559,253561.894609
2015-01-28,314501.30818,-0.78,GLD - 1.00,,310788.64836,220786.961479,251585.226541
2015-01-29,307792.798268,-2.133,GLD - 1.00,,304159.938328,216076.108563,246217.354613
2015-01-30,314579.655653,2.205,GLD - 1.00,,310866.095863,220840.089708,251645.764523
2015-02-02,311981.998175,-0.826,GLD - 1.00,,308299.338355,219015.961479,249567.226541
2015-02-03,308526.870785,-1.107,GLD - 1.00,,304883.94082,216589.700334,246802.576631
2015-02-04,309864.058262,0.433,GLD - 1.00,,306205.228327,217528.328563,247872.114613
2015-02-05,310393.885739,0.171,GLD - 1.00,,306728.755834,217900.236792,248295.892595
2015-02-06,302446.430693,-2.56,GLD - 1.00,,298875.800848,212321.58325,241939.188559
2015-02-09,303783.61817,0.442,GLD - 1.00,,300197.088355,213260.211479,243008.726541
2015-02-10,302017.525739,-0.581,GLD - 1.00,,298451.995834,212020.516792,241596.132595
2015-02-11,298485.323216,-1.17,GLD - 1.00,,294960.39334,209541.115021,238770.930577
2015-02-12,299166.79312,0.228,None - 0.00,,295633.763364,210019.277937,239316.052501
2015-02-13,299166.79312,0,XIV - 0.80,,295633.763364,210019.277937,239316.052501
2015-02-17,298441.48312,-0.242,XIV - 0.45,,294903.863364,208428.857937,238009.972501
2015-02-18,299530.12312,0.365,XIV - 0.45,,295793.8388,208750.577937,238523.3584685
2015-02-19,302442.29812,0.972,None - 0.00,,299067.6788,208245.902525,239287.6115255
2015-02-20,302442.29812,0,XIV - 1.00,,299067.6788,208245.902525,239287.6115255
2015-02-23,301054.64812,-0.459,XIV - 1.00,,297621.5288,207543.667541,238331.049824
2015-02-24,313305.52812,4.069,XIV - 1.00,,310154.848082,213663.192557,246644.539721
2015-02-25,311200.78812,-0.672,XIV - 1.00,,307745.598082,213061.517571,245424.4680185
2015-02-26,314884.08312,1.184,XIV - 1.00,,311167.078444,213663.192557,246991.0114225
2015-02-27,316462.47312,0.501,XIV - 1.00,,313094.488081,215568.517571,248903.5680175
2015-03-02,326985.07312,3.325,XIV - 1.00,,323356.818445,219028.172557,254690.6739225
2015-03-03,319717.19312,-2.223,XIV - 1.00,,316228.417711,217925.307544,251526.037219
2015-03-04,320482.39312,0.239,XIV - 1.00,,316999.198441,217674.662557,251624.943922
2015-03-05,324499.69312,1.254,XIV - 1.00,,320805.023441,220281.422557,254641.698922
2015-03-06,310155.19312,-4.42,XIV - 1.00,,306594.873441,215970.237544,246944.3681255
2015-03-09,314173.75312,1.296,XIV - 0.45,,310931.983079,218126.262558,249846.1747205
2015-03-10,309825.70312,-1.384,XIV - 0.45,,306422.538743,215351.382558,246478.628237
2015-03-11,306452.33312,-1.089,XIV - 0.45,,303021.444326,214411.662558,244697.4167275
2015-03-12,314447.93312,2.609,XIV - 0.45,,311040.648806,216808.864863,249007.5097735
2015-03-13,311261.49312,-1.013,XIV - 0.80,,307871.723147,215535.422589,247084.1197735
2015-03-16,316844.37312,1.794,XIV - 0.45,,313656.29533,217816.306662,250564.2197735
2015-03-17,317625.75312,0.247,XIV - 0.80,,314334.570954,217473.704378,250571.7167735
2015-03-18,328629.60312,3.464,XIV - 0.80,,325274.760954,221054.428447,256679.1494405
2015-03-19,328400.76312,-0.07,XIV - 1.00,,324774.853645,218704.260343,254969.57429
2015-03-20,333550.74312,1.568,XIV - 1.00,,330160.392879,217434.260343,255998.470928
2015-03-23,339462.44312,1.772,XIV - 1.00,,336026.114415,219720.265423,259516.0709725
2015-03-24,340701.73312,0.365,XIV - 1.00,,337372.112871,218602.875265,259250.5976095
2015-03-25,325448.93312,-4.477,XIV - 1.00,,322374.253643,213929.285425,251020.7176095
2015-03-26,328405.71312,0.909,XIV - 1.00,,324971.123261,215199.535425,252746.860929
2015-03-27,332029.77312,1.104,XIV - 1.00,,328962.187878,216266.540344,254821.235929
2015-03-30,342137.93312,3.044,XIV - 1.00,,338626.23903,218044.555584,259318.480929
2015-03-31,333653.56312,-2.48,XIV - 1.00,,330455.198643,215961.755584,255137.1742475
2015-04-01,333844.26312,0.057,XIV - 1.00,,330359.019411,214539.340344,254174.6476525
2015-04-02,340423.41312,1.971,XIV - 1.00,,337186.408259,214945.830506,256796.6742475
2015-04-06,347477.83312,2.072,XIV - 1.00,,344637.239031,218604.135263,261757.815155
2015-04-07,348669.20812,0.343,XIV - 1.00,,345262.038255,218604.135263,261973.491791
2015-04-08,355293.25312,1.9,XIV - 1.00,,351605.958255,220077.340343,265125.595109
2015-04-09,367490.37312,3.433,XIV - 1.00,,363234.048645,222616.840343,270798.5167915
2015-04-10,383684.57312,4.407,XIV - 1.00,,379950.209431,228051.370343,280119.2801575
2015-04-13,373115.15312,-2.755,XIV - 1.00,,368282.602843,225766.265265,274598.1501055
2015-04-14,376163.15312,0.817,XIV - 1.00,,372317.103631,223684.285265,274631.3084725
2015-04-15,384163.31312,2.127,XIV - 1.00,,380481.334421,225461.950502,278611.111789
2015-04-16,392066.57312,2.057,XIV - 1.00,,387970.923227,226426.760346,281827.635105
2015-04-17,378738.57312,-3.399,XIV - 1.00,,374433.513227,223075.285424,274964.5534205
2015-04-20,391594.62312,3.394,XIV - 1.00,,387350.874019,226630.585424,281746.7892875
2015-04-21,391499.42312,-0.024,XIV - 1.00,,387014.839019,226681.360346,281663.898472
2015-04-22,395783.42312,1.094,XIV - 1.00,,391479.304019,227493.835268,283736.0826565
2015-04-23,399305.45312,0.89,XIV - 1.00,,395175.323219,229271.150502,286172.991734
2015-04-24,403017.47312,0.93,XIV - 1.00,,399014.904021,229931.165579,287929.938419
2015-04-27,391882.58312,-2.763,XIV - 1.00,,387545.294021,226884.955425,281979.506789
2015-04-28,405305.78312,3.425,XIV - 1.00,,400746.669021,230490.330347,288892.3209735
2015-04-29,394456.40312,-2.677,XIV - 1.00,,389852.958217,228611.845424,283903.2559185
2015-04-30,383984.40312,-2.655,XIV - 1.00,,379196.948617,225464.110501,278167.4409185
2015-05-01,402076.20312,4.712,XIV - 1.00,,397346.618617,230999.130501,288049.1209185
2015-05-04,400838.86312,-0.308,XIV - 1.00,,396914.673216,230339.115424,287468.9959185
2015-05-05,387989.56312,-3.206,XIV - 1.00,,383380.092815,228156.005424,281369.3992335
2015-05-06,381705.70312,-1.62,XIV - 1.00,,377042.772815,226937.29558,278385.4558645
2015-05-07,383800.76312,0.549,XIV - 1.00,,379971.954399,228054.440346,280126.3326525
2015-05-08,403606.52312,5.16,XIV - 0.55,,399706.119399,232066.065424,289560.3559685
2015-05-11,398267.84312,-1.323,XIV - 1.00,,393767.244399,229972.065424,286142.2309685
2015-05-12,399230.44312,0.242,XIV - 1.00,,395468.458283,231148.745424,287498.1843605
2015-05-13,406160.44312,1.736,XIV - 0.55,,402370.358562,232069.445424,290477.9010125
2015-05-14,410765.35312,1.134,XIV - 0.55,,406833.428217,232913.342611,292567.4323305
2015-05-15,412548.31312,0.434,XIV - 1.00,,408581.448811,233698.751026,293683.7414805
2015-05-18,425943.31312,3.247,XIV - 1.00,,422255.739215,239088.835771,301927.7157105
2015-05-19,431926.42312,1.405,XIV - 1.00,,427723.739622,240156.470687,304514.5790775
2015-05-20,431166.74312,-0.176,XIV - 1.00,,426572.718806,240969.910687,304647.2257095
2015-05-21,442846.82312,2.709,XIV - 1.00,,438322.899622,242088.395771,309438.8423935
2015-05-22,441992.45312,-0.193,XIV - 1.00,,437459.889622,242240.910687,309239.909078
2015-05-26,425094.91312,-3.823,XIV - 1.00,,420629.430032,239038.005939,301332.448209
2015-05-27,441049.87312,3.753,XIV - 1.00,,436170.118811,242596.811023,309026.741475
2015-05-28,436112.99312,-1.119,XIV - 1.00,,432046.409221,240766.565939,306407.489844
2015-05-29,433454.39312,-0.61,XIV - 1.00,,428737.50463,240410.685939,305031.346528
2015-06-01,437442.29312,0.92,XIV - 1.00,,433053.914222,241732.520855,307385.706528
2015-06-02,430415.99312,-1.606,XIV - 1.00,,426532.024631,239241.371023,303505.989844
2015-06-03,437822.87312,1.721,XIV - 1.00,,433534.184631,240258.155771,306589.859896
2015-06-04,423107.17312,-3.361,XIV - 1.00,,418811.999631,236953.565939,299344.406528
2015-06-05,430230.67312,1.684,XIV - 0.55,,425479.829631,237868.865939,302246.344028
2015-06-08,425686.66312,-1.056,XIV - 0.55,,420652.284355,236834.340347,299902.498556
2015-06-09,427952.76312,0.532,XIV - 0.55,,423422.324355,237255.393154,301132.620392
2015-06-10,438079.47312,2.366,XIV - 0.55,,433329.579057,239440.950352,305980.791733
2015-06-11,443226.47312,1.175,XIV - 0.55,,438813.474255,241026.120352,308914.7310385
2015-06-12,439964.39312,-0.736,XIV - 0.55,,435392.06469,240500.583118,307383.0057045
2015-06-15,429808.97312,-2.308,XIV - 0.55,,424956.358974,238810.270347,302660.6217095
2015-06-16,433838.38312,0.937,XIV - 0.35,,429159.534548,239507.020347,304565.1378545
2015-06-17,434400.06312,0.129,XIV - 0.55,,429526.607885,239577.782116,304738.2401625
2015-06-18,441185.86312,1.562,XIV - 0.55,,436333.402649,240328.114895,307582.2951625
2015-06-19,438935.70312,-0.51,XIV - 0.55,,434214.522649,240577.594895,307007.0951625
2015-06-22,448848.18312,2.258,XIV - 0.55,,444021.732649,243513.786585,312317.0897625
2015-06-23,455000.64312,1.371,XIV - 1.00,,450415.962744,244007.349327,314864.2183125
2015-06-24,446840.34312,-1.793,XIV - 1.00,,441488.835276,243260.809281,311258.027607
2015-06-25,442578.38312,-0.954,XIV - 0.55,,437596.694434,243360.354258,309959.604019
2015-06-26,444024.90312,0.327,XIV - 0.55,,438931.499434,244756.218784,311326.312992
2015-06-29,403586.28312,-9.107,XIV - 0.55,,399518.229482,237020.058784,292552.771506
2015-06-30,404346.48312,0.188,GLD - 1.00,,398477.77853,238140.461585,292942.6346495
2015-07-01,402957.30312,-0.344,GLD - 1.00,,397108.87853,237322.241585,291936.4346495
2015-07-02,402173.659558,-0.194,GLD - 1.00,,396336.67502,236860.679487,291368.8320695
2015-07-06,403242.24531,0.266,GLD - 1.00,,397389.66098,237490.071095,292143.1217455
2015-07-07,398611.659558,-1.148,GLD - 1.00,,392826.67502,234762.679487,288789.1320655
2015-07-08,399787.098186,0.295,GLD - 1.00,,393985.283954,235455.006899,289640.8465795
2015-07-09,400748.855996,0.241,None - 0.00,,394933.271509,236021.477389,290337.7294845
2015-07-10,400748.855996,0,GLD - 1.00,,394933.271509,236021.477389,290337.7294845
2015-07-13,398969.855996,-0.444,GLD - 1.00,,393180.271509,234973.977389,289048.7294845
2015-07-14,398080.355996,-0.223,None - 0.00,,392303.521509,234450.227389,288404.2294845
2015-07-15,398080.355996,0,XIV - 0.55,,392303.521509,234450.227389,288404.2294845
2015-07-16,412777.355996,3.692,None - 0.00,,407148.226449,237791.752693,295733.63714
2015-07-17,412777.355996,0,XIV - 1.00,,407148.226449,237791.752693,295733.63714
2015-07-20,413894.315996,0.271,XIV - 1.00,,408619.907792,237886.652693,296311.994096
2015-07-21,417502.955996,0.872,XIV - 0.55,,411692.779136,238076.438458,297514.36192
2015-07-22,418589.705996,0.26,XIV - 1.00,,412692.374376,237502.466285,297497.625268
2015-07-23,412160.705996,-1.536,XIV - 1.00,,408071.044376,236266.416777,295077.63918
2015-07-24,400242.845996,-2.892,XIV - 1.00,,394032.669376,234079.121532,288729.8597245
2015-07-27,379231.645996,-5.25,XIV - 0.55,,373594.35666,230703.071532,279366.4908145
2015-07-28,394332.445996,3.982,None - 0.00,,388623.31666,233736.471532,286602.4908145
2015-07-29,394332.445996,0,XIV - 0.20,,388623.31666,233736.471532,286602.4908145
2015-07-30,394856.605996,0.133,XIV - 1.00,,389217.31666,233530.114346,286685.302589
2015-07-31,395427.035996,0.144,XIV - 1.00,,389545.412051,235131.495506,287807.9919075
2015-08-03,401293.595996,1.484,XIV - 1.00,,395738.685254,237816.214346,291722.71918
2015-08-04,399501.255996,-0.447,XIV - 1.00,,393442.141658,238004.560219,291013.756226
2015-08-05,402271.575996,0.693,XIV - 1.00,,397009.987052,237580.750219,292032.877364
2015-08-06,388258.735996,-3.483,XIV - 1.00,,382615.501658,235037.904346,285253.465088
2015-08-07,391926.235996,0.945,XIV - 0.20,,386512.860248,237581.290216,288252.775313
2015-08-10,394907.305996,0.761,XIV - 0.20,,389366.463528,237901.230216,289481.016494
2015-08-11,391381.675996,-0.893,XIV - 1.00,,385822.035342,237246.033024,287783.0545745
2015-08-12,391053.395996,-0.084,GLD - 1.00,,386359.926892,235967.038287,287173.08005
