2004-08-19,100000.0,XIV - 1.00
2004-08-20,101307.16,XIV - 1.00
2004-08-23,102287.52999999998,XIV - 1.00
2004-08-24,104248.26999999999,XIV - 1.00
2004-08-25,108169.75,XIV - 1.00
2004-08-26,108823.33,XIV - 1.00
2004-08-27,110130.49,XIV - 1.00
2004-08-30,108496.54,XIV - 1.00
2004-08-31,109476.91,XIV - 1.00
2004-09-01,110784.06999999999,XIV - 1.00
2004-09-02,115359.12999999999,XIV - 1.00
2004-09-03,116339.5,XIV - 1.00
2004-09-07,118627.02999999998,XIV - 1.00
2004-09-08,119280.60999999999,XIV - 1.00
2004-09-09,120260.98,XIV - 1.00
2004-09-10,121568.14,XIV - 1.00
2004-09-13,123855.67,XIV - 1.00
2004-09-14,127123.56999999999,XIV - 1.00
2004-09-15,124509.25,XIV - 1.00
2004-09-16,124509.25,XIV - 1.00
2004-09-17,124182.45999999999,XIV - 1.00
2004-09-20,123202.09,XIV - 1.00
2004-09-21,125816.41,XIV - 1.00
2004-09-22,123528.87999999999,XIV - 1.00
2004-09-23,123528.87999999999,XIV - 1.00
2004-09-24,125162.83,XIV - 1.00
2004-09-27,123855.67,XIV - 1.00
2004-09-28,127777.15,XIV - 1.00
2004-09-29,131698.63,XIV - 1.00
2004-09-30,133005.79,XIV - 1.00
2004-10-01,138888.01,XIV - 1.00
2004-10-04,137254.06000000003,XIV - 1.00
2004-10-05,136927.27000000002,XIV - 1.00
2004-10-06,139868.38,XIV - 1.00
2004-10-07,136273.69,XIV - 1.00
2004-10-08,133005.79,XIV - 1.00
2004-10-11,133005.79,XIV - 1.00
2004-10-12,130391.47000000002,XIV - 1.00
2004-10-13,128430.73000000001,XIV - 1.00
2004-10-14,126143.20000000001,XIV - 1.00
2004-10-15,128430.73000000001,XIV - 1.00
2004-10-18,132679.0,XIV - 1.00
2004-10-19,131371.84,XIV - 1.00
2004-10-20,127777.15000000001,XIV - 1.00
2004-10-21,133332.58000000002,XIV - 1.00
