Date,Equity,dayProfit%,dayProfit%,,
2008-10-10,170304.49973,3.64,VXX - 1.00 - false,,
2008-10-13,159097.79573,-6.58,VXX - 1.00 - false,,
2008-10-14,163072.41973,2.498,VXX - 1.00 - false,,
2008-10-15,182836.81973,12.12,VXX - 1.00 - false,,
2008-10-16,185967.33973,1.712,VXX - 1.00 - false,,
2008-10-17,199779.08373,7.427,VXX - 1.00 - false,,
2008-10-20,190094.66773,-4.848,VXX - 1.00 - false,,
2008-10-21,185628.45173,-2.349,VXX - 1.00 - false,,
2008-10-22,202698.13973,9.196,VXX - 1.00 - false,,
2008-10-23,208841.24373,3.031,VXX - 1.00 - false,,
2008-10-24,230097.09973,10.178,VXX - 1.00 - false,,
2008-10-27,242137.25173,5.233,VXX - 1.00 - false,,
2008-10-28,223258.89173,-7.797,VXX - 1.00 - false,,
2008-10-29,232566.61173,4.169,VXX - 1.00 - false,,
2008-10-30,229871.61973,-1.159,VXX - 1.00 - false,,
2008-10-31,229120.96373,-0.327,VXX - 1.00 - false,,
2008-11-03,222793.89173,-2.761,VXX - 1.00 - false,,
2008-11-04,205295.29973,-7.854,VXX - 1.00 - false,,
2008-11-05,217016.18773,5.709,VXX - 1.00 - false,,
2008-11-06,239554.45173,10.386,VXX - 1.00 - false,,
2008-11-07,234244.29173,-2.217,VXX - 1.00 - false,,
2008-11-10,238414.48373,1.78,VXX - 1.00 - false,,
2008-11-11,244660.38773,2.62,VXX - 1.00 - false,,
2008-11-12,261797.76373,7.005,VXX - 1.00 - false,,
2008-11-13,246079.56373,-6.004,VXX - 1.00 - false,,
2008-11-14,262931.86773,6.848,VXX - 1.00 - false,,
2008-11-17,276023.70773,4.979,VXX - 1.00 - false,,
2008-11-18,280329.23573,1.56,VXX - 1.00 - false,,
2008-11-19,305759.65173,9.072,VXX - 1.00 - false,,
2008-11-20,320819.51573,4.925,VXX - 1.00 - false,,
2008-11-21,305293.19573,-4.84,VXX - 1.00 - false,,
2008-11-24,287296.06773,-5.895,VXX - 1.00 - false,,
2008-11-25,280441.75573,-2.386,VXX - 1.00 - false,,
2008-11-26,264763.14773,-5.591,VXX - 1.00 - false,,
2008-11-28,264456.51573,-0.116,VXX - 1.00 - false,,
2008-12-01,295474.97973,11.729,VXX - 1.00 - false,,
2008-12-02,286804.39573,-2.934,VXX - 1.00 - false,,
2008-12-03,286107.93173,-0.243,VXX - 1.00 - false,,
2008-12-04,298205.62773,4.228,None - 0.00 - true,,
2008-12-05,294335.595883,-1.298,None - 0.00 - true,,
2008-12-08,300969.915883,2.254,None - 0.00 - true,,
2008-12-09,301483.305628,0.171,None - 0.00 - true,,
2008-12-10,314988.87773,4.48,None - 0.00 - true,,
2008-12-11,318542.985628,1.128,None - 0.00 - true,,
2008-12-12,319174.809832,0.198,None - 0.00 - true,,
2008-12-15,326243.519832,2.215,None - 0.00 - true,,
2008-12-16,333588.663781,2.251,None - 0.00 - true,,
2008-12-17,337419.19773,1.148,None - 0.00 - true,,
2008-12-18,331258.769577,-1.826,None - 0.00 - true,,
2008-12-19,326361.985883,-1.478,None - 0.00 - false,,
2008-12-22,326361.985883,0,XIV - 1.00 - false,,
2008-12-23,322015.375883,-1.332,XIV - 1.00 - false,,
2008-12-24,324913.495883,0.9,XIV - 1.00 - false,,
2008-12-26,329260.285883,1.338,XIV - 1.00 - false,,
2008-12-29,320567.845883,-2.64,None - 0.00 - true,,
2008-12-30,318897.460731,-0.521,None - 0.00 - true,,
2008-12-31,321198.882171,0.722,None - 0.00 - true,,
2009-01-02,320122.424443,-0.335,None - 0.00 - true,,
2009-01-05,313626.424443,-2.029,None - 0.00 - true,,
2009-01-06,316039.202171,0.769,None - 0.00 - true,,
2009-01-07,307204.653307,-2.795,None - 0.00 - true,,
2009-01-08,313552.169595,2.066,None - 0.00 - true,,
2009-01-09,311547.685883,-0.639,None - 0.00 - true,,
2009-01-12,299817.780731,-3.765,None - 0.00 - true,,
2009-01-13,300263.202171,0.149,None - 0.00 - true,,
2009-01-14,296217.137019,-1.348,None - 0.00 - true,,
2009-01-15,298444.329595,0.752,None - 0.00 - true,,
2009-01-16,307056.169595,2.886,None - 0.00 - true,,
2009-01-20,313774.882171,2.188,None - 0.00 - true,,
2009-01-21,312401.460731,-0.438,None - 0.00 - true,,
2009-01-22,313997.620731,0.511,None - 0.00 - true,,
2009-01-23,328660.009595,4.67,None - 0.00 - true,,
2009-01-26,330219.042171,0.474,None - 0.00 - true,,
2009-01-27,328103.202171,-0.641,None - 0.00 - true,,
2009-01-28,324539.685883,-1.086,None - 0.00 - true,,
2009-01-29,332260.653307,2.379,None - 0.00 - true,,
2009-01-30,338979.365883,2.022,None - 0.00 - true,,
2009-02-02,329810.718459,-2.705,None - 0.00 - true,,
2009-02-03,328437.297019,-0.416,None - 0.00 - true,,
2009-02-04,331072.813307,0.802,None - 0.00 - true,,
2009-02-05,334562.104443,1.054,None - 0.00 - true,,
2009-02-06,332594.718459,-0.588,None - 0.00 - true,,
2009-02-09,327880.493307,-1.417,None - 0.00 - true,,
2009-02-10,334896.169595,2.14,None - 0.00 - true,,
2009-02-11,342617.137019,2.305,None - 0.00 - true,,
2009-02-12,345883.685883,0.953,None - 0.00 - true,,
2009-02-13,343582.264443,-0.665,None - 0.00 - true,,
2009-02-17,354347.042171,3.133,None - 0.00 - true,,
2009-02-18,359766.588155,1.529,None - 0.00 - true,,
2009-02-19,355534.882171,-1.176,None - 0.00 - true,,
2009-02-20,363070.264443,2.119,None - 0.00 - true,,
2009-02-23,362810.424443,-0.072,None - 0.00 - false,,
2009-02-24,362810.424443,0,None - 0.00 - true,,
2009-02-25,356760.600614,-1.667,None - 0.00 - true,,
2009-02-26,356415.975298,-0.097,None - 0.00 - true,,
2009-02-27,354769.501469,-0.462,None - 0.00 - true,,
2009-03-02,348260.212956,-1.835,None - 0.00 - true,,
2009-03-03,344852.406785,-0.979,None - 0.00 - true,,
2009-03-04,340831.945298,-1.166,None - 0.00 - true,,
2009-03-05,352321.945298,3.371,None - 0.00 - true,,
2009-03-06,353470.956788,0.326,None - 0.00 - true,,
2009-03-09,346883.352958,-1.864,None - 0.00 - true,,
2009-03-10,337576.449128,-2.683,None - 0.00 - true,,
2009-03-11,341712.856788,1.225,None - 0.00 - true,,
2009-03-12,348913.245298,2.107,None - 0.00 - true,,
2009-03-13,349679.264448,0.22,None - 0.00 - true,,
2009-03-16,347764.264448,-0.548,None - 0.00 - true,,
2009-03-17,344853.456788,-0.837,None - 0.00 - true,,
2009-03-18,356534.937638,3.387,None - 0.00 - true,,
2009-03-19,361360.745298,1.354,None - 0.00 - true,,
2009-03-20,358449.937638,-0.806,None - 0.00 - true,,
