Date,Equity,dayProfit%,,,,
2008-11-21,308415.662,-4.793,VXX - 1.00 - false,,,
2008-11-24,290418.534,-5.835,VXX - 1.00 - false,,,
2008-11-25,283564.222,-2.36,VXX - 1.00 - false,,,
2008-11-26,267885.614,-5.529,VXX - 1.00 - false,,,
2008-11-28,267578.982,-0.114,VXX - 1.00 - false,,,
2008-12-01,298597.446,11.592,VXX - 1.00 - false,,,
2008-12-02,289926.862,-2.904,VXX - 1.00 - false,,,
2008-12-03,289230.398,-0.24,VXX - 1.00 - false,,,
2008-12-04,301328.094,4.183,None - 0.00 - false,,,
2008-12-05,301328.094,0,None - 0.00 - false,,,
2008-12-08,301328.094,0,None - 0.00 - false,,,
2008-12-09,301328.094,0,None - 0.00 - false,,,
2008-12-10,301328.094,0,None - 0.00 - false,,,
2008-12-11,301328.094,0,None - 0.00 - false,,,
2008-12-12,301328.094,0,None - 0.00 - false,,,
2008-12-15,301328.094,0,None - 0.00 - false,,,
2008-12-16,301328.094,0,None - 0.00 - false,,,
2008-12-17,301328.094,0,None - 0.00 - false,,,
2008-12-18,301328.094,0,None - 0.00 - false,,,
2008-12-19,301328.094,0,None - 0.00 - false,,,
2008-12-22,301328.094,0,XIV - 1.00 - false,,,
2008-12-23,297314.904,-1.332,XIV - 1.00 - false,,,
2008-12-24,299990.724,0.9,XIV - 1.00 - false,,,
2008-12-26,304004.094,1.338,XIV - 1.00 - false,,,
2008-12-29,295978.434,-2.64,None - 0.00 - false,,,
2008-12-30,295978.434,0,None - 0.00 - false,,,
2008-12-31,295978.434,0,None - 0.00 - false,,,
2009-01-02,295978.434,0,None - 0.00 - false,,,
2009-01-05,295978.434,0,None - 0.00 - false,,,
2009-01-06,295978.434,0,None - 0.00 - false,,,
2009-01-07,295978.434,0,None - 0.00 - false,,,
2009-01-08,295978.434,0,None - 0.00 - false,,,
2009-01-09,295978.434,0,None - 0.00 - false,,,
2009-01-12,295978.434,0,None - 0.00 - false,,,
2009-01-13,295978.434,0,None - 0.00 - false,,,
2009-01-14,295978.434,0,None - 0.00 - false,,,
2009-01-15,295978.434,0,None - 0.00 - false,,,
2009-01-16,295978.434,0,None - 0.00 - false,,,
2009-01-20,295978.434,0,None - 0.00 - false,,,
2009-01-21,295978.434,0,None - 0.00 - false,,,
2009-01-22,295978.434,0,None - 0.00 - false,,,
2009-01-23,295978.434,0,None - 0.00 - false,,,
2009-01-26,295978.434,0,None - 0.00 - false,,,
2009-01-27,295978.434,0,None - 0.00 - false,,,
2009-01-28,295978.434,0,None - 0.00 - false,,,
2009-01-29,295978.434,0,None - 0.00 - false,,,
2009-01-30,295978.434,0,None - 0.00 - false,,,
2009-02-02,295978.434,0,None - 0.00 - false,,,
2009-02-03,295978.434,0,None - 0.00 - false,,,
2009-02-04,295978.434,0,None - 0.00 - false,,,
2009-02-05,295978.434,0,None - 0.00 - false,,,
2009-02-06,295978.434,0,None - 0.00 - false,,,
2009-02-09,295978.434,0,None - 0.00 - false,,,
2009-02-10,295978.434,0,None - 0.00 - false,,,
2009-02-11,295978.434,0,None - 0.00 - false,,,
2009-02-12,295978.434,0,None - 0.00 - false,,,
2009-02-13,295978.434,0,None - 0.00 - false,,,
2009-02-17,295978.434,0,None - 0.00 - false,,,
2009-02-18,295978.434,0,None - 0.00 - false,,,
2009-02-19,295978.434,0,None - 0.00 - false,,,
2009-02-20,295978.434,0,None - 0.00 - false,,,
2009-02-23,295978.434,0,None - 0.00 - false,,,
2009-02-24,295978.434,0,None - 0.00 - false,,,
2009-02-25,295978.434,0,None - 0.00 - false,,,
2009-02-26,295978.434,0,None - 0.00 - false,,,
2009-02-27,295978.434,0,None - 0.00 - false,,,
2009-03-02,295978.434,0,None - 0.00 - false,,,
2009-03-03,295978.434,0,None - 0.00 - false,,,
2009-03-04,295978.434,0,None - 0.00 - false,,,
2009-03-05,295978.434,0,None - 0.00 - false,,,
2009-03-06,295978.434,0,None - 0.00 - false,,,
2009-03-09,295978.434,0,None - 0.00 - false,,,
2009-03-10,295978.434,0,None - 0.00 - false,,,
2009-03-11,295978.434,0,None - 0.00 - false,,,
2009-03-12,295978.434,0,None - 0.00 - false,,,
2009-03-13,295978.434,0,None - 0.00 - false,,,
2009-03-16,295978.434,0,None - 0.00 - false,,,
2009-03-17,295978.434,0,None - 0.00 - false,,,
2009-03-18,295978.434,0,None - 0.00 - false,,,
2009-03-19,295978.434,0,None - 0.00 - false,,,
2009-03-20,295978.434,0,None - 0.00 - false,,,
2009-03-23,295978.434,0,None - 0.00 - false,,,
2009-03-24,295978.434,0,None - 0.00 - false,,,
2009-03-25,295978.434,0,None - 0.00 - false,,,
2009-03-26,295978.434,0,None - 0.00 - false,,,
2009-03-27,295978.434,0,None - 0.00 - false,,,
2009-03-30,295978.434,0,None - 0.00 - false,,,
2009-03-31,295978.434,0,None - 0.00 - false,,,
2009-04-01,295978.434,0,None - 0.00 - false,,,
2009-04-02,295978.434,0,None - 0.00 - false,,,
2009-04-03,295978.434,0,None - 0.00 - false,,,
2009-04-06,295978.434,0,XIV - 1.00 - false,,,
2009-04-07,294428.074,-0.524,XIV - 1.00 - false,,,
2009-04-08,300629.834,2.106,XIV - 1.00 - false,,,
2009-04-09,313030.794,4.125,XIV - 1.00 - false,,,
2009-04-13,316129.794,0.99,XIV - 1.00 - false,,,
2009-04-14,316129.794,0,XIV - 1.00 - false,,,
2009-04-15,322327.154,1.96,XIV - 1.00 - false,,,
2009-04-16,334719.474,3.845,XIV - 1.00 - false,,,
2009-04-17,340913.314,1.85,XIV - 1.00 - false,,,
2009-04-20,314594.254,-7.72,XIV - 1.00 - false,,,
2009-04-21,326990.174,3.94,None - 0.00 - false,,,
2009-04-22,326990.174,0,XIV - 1.00 - false,,,
2009-04-23,333275.974,1.922,XIV - 1.00 - false,,,
2009-04-24,331704.824,-0.471,XIV - 1.00 - false,,,
2009-04-27,323848.674,-2.368,XIV - 1.00 - false,,,
2009-04-28,328563.504,1.456,XIV - 1.00 - false,,,
2009-04-29,341134.624,3.826,XIV - 1.00 - false,,,
2009-04-30,337993.024,-0.921,XIV - 1.00 - false,,,
2009-05-01,342705.874,1.394,XIV - 1.00 - false,,,
2009-05-04,358413.174,4.583,XIV - 1.00 - false,,,
2009-05-05,358413.174,0,XIV - 1.00 - false,,,
2009-05-06,370973.494,3.504,XIV - 1.00 - false,,,
2009-05-07,366264.994,-1.269,XIV - 1.00 - false,,,
2009-05-08,381961.994,4.286,XIV - 1.00 - false,,,
2009-05-11,378823.894,-0.822,XIV - 1.00 - false,,,
2009-05-12,381962.254,0.828,XIV - 1.00 - false,,,
2009-05-13,369409.854,-3.286,XIV - 1.00 - false,,,
2009-05-14,383536.164,3.824,XIV - 1.00 - false,,,
2009-05-15,374122.104,-2.455,XIV - 1.00 - false,,,
2009-05-18,402371.484,7.551,XIV - 1.00 - false,,,
2009-05-19,408644.644,1.559,XIV - 1.00 - false,,,
2009-05-20,407076.594,-0.384,XIV - 1.00 - false,,,
2009-05-21,385123.054,-5.393,XIV - 1.00 - false,,,
2009-05-22,378847.014,-1.63,XIV - 1.00 - false,,,
2009-05-26,396109.094,4.556,XIV - 1.00 - false,,,
2009-05-27,383560.374,-3.168,XIV - 1.00 - false,,,
2009-05-28,389836.814,1.636,XIV - 1.00 - false,,,
2009-05-29,403956.464,3.622,XIV - 1.00 - false,,,
2009-06-01,413366.264,2.329,XIV - 1.00 - false,,,
2009-06-02,411798.324,-0.379,XIV - 1.00 - false,,,
2009-06-03,389846.324,-5.331,XIV - 1.00 - false,,,
2009-06-04,394552.994,1.207,XIV - 1.00 - false,,,
2009-06-05,396121.694,0.398,XIV - 1.00 - false,,,
2009-06-08,399258.974,0.792,XIV - 1.00 - false,,,
2009-06-09,413375.564,3.536,XIV - 1.00 - false,,,
2009-06-10,410239.624,-0.759,XIV - 1.00 - false,,,
2009-06-11,419648.164,2.293,XIV - 1.00 - false,,,
2009-06-12,425919.124,1.494,XIV - 1.00 - false,,,
2009-06-15,405541.624,-4.784,XIV - 1.00 - false,,,
2009-06-16,391426.924,-3.48,XIV - 1.00 - false,,,
2009-06-17,389858.054,-0.401,XIV - 0.55 - false,,,
2009-06-18,390720.964,0.221,XIV - 0.55 - false,,,
2009-06-19,397611.524,1.764,XIV - 1.00 - false,,,
2009-06-22,380631.264,-4.271,XIV - 1.00 - false,,,
2009-06-23,388353.064,2.029,XIV - 0.55 - false,,,
2009-06-24,396845.264,2.187,XIV - 0.55 - false,,,
2009-06-25,406856.744,2.523,XIV - 1.00 - false,,,
2009-06-26,412801.944,1.461,XIV - 1.00 - false,,,
2009-06-29,427662.744,3.6,XIV - 1.00 - false,,,
2009-06-30,420234.944,-1.737,XIV - 1.00 - false,,,
2009-07-01,424692.434,1.061,XIV - 1.00 - false,,,
2009-07-02,400921.714,-5.597,XIV - 1.00 - false,,,
2009-07-06,405381.394,1.112,XIV - 0.55 - false,,,
2009-07-07,396388.784,-2.218,XIV - 0.55 - false,,,
2009-07-08,393888.794,-0.631,XIV - 0.55 - false,,,
2009-07-09,396402.134,0.638,XIV - 0.55 - false,,,
2009-07-10,395568.774,-0.21,XIV - 0.55 - false,,,
2009-07-13,405586.734,2.533,XIV - 0.55 - false,,,
2009-07-14,409676.384,1.008,XIV - 1.00 - false,,,
2009-07-15,421475.024,2.88,XIV - 1.00 - false,,,
2009-07-16,427372.664,1.399,XIV - 1.00 - false,,,
2009-07-17,427372.664,0,XIV - 1.00 - false,,,
2009-07-20,436217.924,2.07,XIV - 1.00 - false,,,
2009-07-21,445061.384,2.027,XIV - 1.00 - false,,,
2009-07-22,455376.654,2.318,XIV - 1.00 - false,,,
2009-07-23,470109.354,3.235,XIV - 1.00 - false,,,
2009-07-24,474527.784,0.94,XIV - 1.00 - false,,,
2009-07-27,467164.434,-1.552,XIV - 1.00 - false,,,
2009-07-28,450962.534,-3.468,XIV - 1.00 - false,,,
2009-07-29,446542.214,-0.98,XIV - 1.00 - false,,,
2009-07-30,456857.274,2.31,XIV - 1.00 - false,,,
2009-07-31,452437.524,-0.967,XIV - 1.00 - false,,,
2009-08-03,464224.644,2.605,XIV - 0.55 - false,,,
2009-08-04,465844.964,0.349,XIV - 1.00 - false,,,
2009-08-05,467313.704,0.315,XIV - 1.00 - false,,,
2009-08-06,462907.604,-0.943,XIV - 1.00 - false,,,
2009-08-07,477596.004,3.173,XIV - 1.00 - false,,,
2009-08-10,477596.004,0,XIV - 1.00 - false,,,
2009-08-11,467317.344,-2.152,XIV - 1.00 - false,,,
2009-08-12,473192.184,1.257,XIV - 1.00 - false,,,
2009-08-13,483471.824,2.172,XIV - 1.00 - false,,,
2009-08-14,474662.564,-1.822,XIV - 1.00 - false,,,
2009-08-17,446761.444,-5.878,XIV - 1.00 - false,,,
2009-08-18,457047.314,2.302,XIV - 0.55 - false,,,
2009-08-19,464319.224,1.591,XIV - 1.00 - false,,,
2009-08-20,473019.704,1.874,XIV - 1.00 - false,,,
2009-08-21,480268.754,1.533,XIV - 1.00 - false,,,
2009-08-24,480268.754,0,XIV - 1.00 - false,,,
2009-08-25,474470.394,-1.207,XIV - 1.00 - false,,,
2009-08-26,465771.774,-1.833,XIV - 1.00 - false,,,
2009-08-27,473021.974,1.557,XIV - 1.00 - false,,,
2009-08-28,468672.544,-0.919,XIV - 1.00 - false,,,
2009-08-31,461422.794,-1.547,XIV - 0.55 - false,,,
2009-09-01,449458.794,-2.593,XIV - 0.55 - false,,,
2009-09-02,446195.754,-0.726,XIV - 0.20 - false,,,
2009-09-03,450075.734,0.87,XIV - 0.20 - false,,,
2009-09-04,453248.024,0.705,XIV - 0.55 - false,,,
2009-09-08,460960.224,1.702,XIV - 1.00 - false,,,
2009-09-09,473406.144,2.7,XIV - 1.00 - false,,,
2009-09-10,495526.304,4.673,XIV - 1.00 - false,,,
2009-09-11,489998.744,-1.115,XIV - 1.00 - false,,,
2009-09-14,501055.064,2.256,XIV - 1.00 - false,,,
2009-09-15,499673.334,-0.276,XIV - 1.00 - false,,,
2009-09-16,521781.654,4.425,XIV - 1.00 - false,,,
2009-09-17,519019.294,-0.529,XIV - 1.00 - false,,,
2009-09-18,506587.954,-2.395,XIV - 1.00 - false,,,
2009-09-21,506587.954,0,XIV - 0.55 - false,,,
2009-09-22,512666.994,1.2,XIV - 1.00 - false,,,
2009-09-23,508562.904,-0.801,XIV - 1.00 - false,,,
2009-09-24,498985.924,-1.883,XIV - 1.00 - false,,,
2009-09-25,497617.514,-0.274,XIV - 1.00 - false,,,
2009-09-28,515407.234,3.575,XIV - 1.00 - false,,,
2009-09-29,515407.234,0,XIV - 1.00 - false,,,
2009-09-30,509935.354,-1.062,XIV - 1.00 - false,,,
2009-10-01,486677.484,-4.561,XIV - 0.55 - false,,,
2009-10-02,486677.484,0,XIV - 0.20 - false,,,
2009-10-05,489688.734,0.619,XIV - 0.20 - false,,,
2009-10-06,492092.634,0.491,XIV - 0.55 - false,,,
2009-10-07,494973.754,0.585,XIV - 1.00 - false,,,
2009-10-08,500186.754,1.053,XIV - 1.00 - false,,,
2009-10-09,510611.634,2.084,XIV - 1.00 - false,,,
2009-10-12,523640.034,2.552,XIV - 1.00 - false,,,
2009-10-13,528850.114,0.995,XIV - 1.00 - false,,,
2009-10-14,532757.284,0.739,XIV - 1.00 - false,,,
2009-10-15,545780.184,2.444,XIV - 1.00 - false,,,
2009-10-16,537968.304,-1.431,XIV - 1.00 - false,,,
2009-10-19,552292.174,2.663,XIV - 1.00 - false,,,
2009-10-20,554895.834,0.471,XIV - 1.00 - false,,,
2009-10-21,554895.834,0,XIV - 1.00 - false,,,
2009-10-22,574422.234,3.519,XIV - 1.00 - false,,,
2009-10-23,564011.674,-1.812,XIV - 1.00 - false,,,
2009-10-26,553599.194,-1.846,XIV - 1.00 - false,,,
2009-10-27,550995.574,-0.47,XIV - 1.00 - false,,,
2009-10-28,513241.344,-6.852,XIV - 1.00 - false,,,
2009-10-29,540600.984,5.331,None - 0.00 - false,,,
2009-10-30,540600.984,0,XIV - 1.00 - false,,,
2009-11-02,536261.574,-0.803,None - 0.00 - false,,,
2009-11-03,536261.574,0,None - 0.00 - false,,,
2009-11-04,536261.574,0,None - 0.00 - false,,,
2009-11-05,536261.574,0,None - 0.00 - false,,,
2009-11-06,536261.574,0,XIV - 0.55 - false,,,
2009-11-09,553869.174,3.283,XIV - 1.00 - false,,,
2009-11-10,549971.094,-0.704,XIV - 1.00 - false,,,
2009-11-11,548671.644,-0.236,XIV - 1.00 - false,,,
2009-11-12,523981.524,-4.5,XIV - 1.00 - false,,,
2009-11-13,533082.224,1.737,XIV - 1.00 - false,,,
2009-11-16,542181.384,1.707,XIV - 1.00 - false,,,
2009-11-17,544780.684,0.479,XIV - 1.00 - false,,,
2009-11-18,564274.534,3.578,XIV - 1.00 - false,,,
2009-11-19,557778.834,-1.151,XIV - 1.00 - false,,,
2009-11-20,568173.154,1.864,XIV - 1.00 - false,,,
2009-11-23,596752.254,5.03,XIV - 1.00 - false,,,
2009-11-24,601945.934,0.87,XIV - 1.00 - false,,,
2009-11-25,609735.794,1.294,XIV - 1.00 - false,,,
2009-11-27,568195.314,-6.813,XIV - 1.00 - false,,,
2009-11-30,568195.314,0,XIV - 1.00 - false,,,
2009-12-01,588980.914,3.658,XIV - 0.55 - false,,,
2009-12-02,592552.164,0.606,XIV - 1.00 - false,,,
2009-12-03,579630.964,-2.181,XIV - 1.00 - false,,,
2009-12-04,592555.164,2.23,XIV - 1.00 - false,,,
2009-12-07,595139.424,0.436,XIV - 1.00 - false,,,
2009-12-08,579634.584,-2.605,XIV - 1.00 - false,,,
2009-12-09,583511.844,0.669,XIV - 0.55 - false,,,
2009-12-10,588487.304,0.853,XIV - 1.00 - false,,,
2009-12-11,592337.084,0.654,XIV - 1.00 - false,,,
2009-12-14,603885.704,1.95,XIV - 1.00 - false,,,
2009-12-15,610300.354,1.062,XIV - 1.00 - false,,,
2009-12-16,637238.944,4.414,XIV - 1.00 - false,,,
2009-12-17,628263.264,-1.409,XIV - 1.00 - false,,,
2009-12-18,637240.274,1.429,XIV - 0.55 - false,,,
2009-12-21,649229.184,1.881,XIV - 0.55 - false,,,
2009-12-22,658257.684,1.391,XIV - 1.00 - false,,,
2009-12-23,663251.324,0.759,XIV - 1.00 - false,,,
2009-12-24,671989.564,1.317,XIV - 1.00 - false,,,
2009-12-28,678230.364,0.929,XIV - 1.00 - false,,,
2009-12-29,674486.244,-0.552,XIV - 1.00 - false,,,
2009-12-30,663253.254,-1.665,XIV - 1.00 - false,,,
2009-12-31,645776.774,-2.635,XIV - 1.00 - false,,,
2010-01-04,669501.314,3.674,XIV - 0.55 - false,,,
2010-01-05,676366.514,1.025,XIV - 1.00 - false,,,
2010-01-06,701120.714,3.66,XIV - 1.00 - false,,,
2010-01-07,712256.144,1.588,XIV - 1.00 - false,,,
2010-01-08,730812.193999999,2.605,XIV - 1.00 - false,,,
2010-01-11,741942.944,1.523,XIV - 1.00 - false,,,
2010-01-12,722157.823999999,-2.667,XIV - 1.00 - false,,,
2010-01-13,734526.923999999,1.713,XIV - 0.55 - false,,,
2010-01-14,743369.264,1.204,XIV - 0.55 - false,,,
2010-01-15,733267.064,-1.359,XIV - 1.00 - false,,,
2010-01-19,766714.394,4.561,XIV - 0.55 - false,,,
2010-01-20,769438.514,0.355,XIV - 0.55 - false,,,
2010-01-21,744993.794,-3.177,XIV - 0.20 - false,,,
2010-01-22,732045.914,-1.738,None - 0.00 - false,,,
2010-01-25,732045.914,0,None - 0.00 - false,,,
2010-01-26,732045.914,0,None - 0.00 - false,,,
2010-01-27,732045.914,0,None - 0.00 - false,,,
2010-01-28,732045.914,0,None - 0.00 - false,,,
2010-01-29,732045.914,0,None - 0.00 - false,,,
2010-02-01,732045.914,0,None - 0.00 - false,,,
2010-02-02,732045.914,0,None - 0.00 - false,,,
2010-02-03,732045.914,0,None - 0.00 - false,,,
2010-02-04,732045.914,0,None - 0.00 - false,,,
2010-02-05,732045.914,0,None - 0.00 - false,,,
2010-02-08,732045.914,0,None - 0.00 - false,,,
2010-02-09,732045.914,0,None - 0.00 - false,,,
2010-02-10,732045.914,0,None - 0.00 - false,,,
2010-02-11,732045.914,0,None - 0.00 - false,,,
2010-02-12,732045.914,0,None - 0.00 - false,,,
2010-02-16,732045.914,0,None - 0.00 - false,,,
2010-02-17,732045.914,0,None - 0.00 - false,,,
2010-02-18,732045.914,0,None - 0.00 - false,,,
2010-02-19,732045.914,0,None - 0.00 - false,,,
2010-02-22,732045.914,0,None - 0.00 - false,,,
2010-02-23,732045.914,0,XIV - 0.55 - false,,,
2010-02-24,740653.474,1.176,None - 0.00 - false,,,
2010-02-25,740653.474,0,None - 0.00 - false,,,
2010-02-26,740653.474,0,XIV - 1.00 - false,,,
2010-03-01,754620.034,1.886,XIV - 1.00 - false,,,
2010-03-02,762765.654,1.079,XIV - 0.20 - false,,,
2010-03-03,764161.853999999,0.183,XIV - 1.00 - false,,,
2010-03-04,765316.843999999,0.151,XIV - 1.00 - false,,,
2010-03-05,799965.944,4.527,XIV - 1.00 - false,,,
2010-03-08,811510.544,1.443,XIV - 1.00 - false,,,
2010-03-09,809201.944,-0.284,XIV - 1.00 - false,,,
2010-03-10,804584.624,-0.571,XIV - 1.00 - false,,,
2010-03-11,797658.224,-0.861,XIV - 1.00 - false,,,
2010-03-12,804585.224,0.868,XIV - 1.00 - false,,,
2010-03-15,803430.824,-0.143,XIV - 1.00 - false,,,
2010-03-16,826519.224,2.874,XIV - 1.00 - false,,,
2010-03-17,857679.654,3.77,XIV - 1.00 - false,,,
2010-03-18,870370.024,1.48,XIV - 1.00 - false,,,
2010-03-19,853067.524,-1.988,XIV - 1.00 - false,,,
2010-03-22,864604.824,1.352,XIV - 1.00 - false,,,
2010-03-23,881908.524,2.001,XIV - 1.00 - false,,,
2010-03-24,863454.924,-2.092,XIV - 1.00 - false,,,
2010-03-25,854226.124,-1.069,XIV - 1.00 - false,,,
2010-03-26,863455.884,1.08,XIV - 1.00 - false,,,
2010-03-29,880759.884,2.004,XIV - 1.00 - false,,,
2010-03-30,895753.694,1.702,XIV - 1.00 - false,,,
2010-03-31,899213.234,0.386,XIV - 1.00 - false,,,
2010-04-01,902672.624,0.385,XIV - 1.00 - false,,,
2010-04-05,936112.234,3.705,XIV - 1.00 - false,,,
2010-04-06,961470.974,2.709,XIV - 1.00 - false,,,
2010-04-07,944185.574,-1.798,XIV - 1.00 - false,,,
2010-04-08,960321.694,1.709,XIV - 1.00 - false,,,
2010-04-09,970693.114,1.08,XIV - 1.00 - false,,,
2010-04-12,972997.634,0.237,XIV - 1.00 - false,,,
2010-04-13,968388.714,-0.474,XIV - 1.00 - false,,,
2010-04-14,990282.034,2.261,XIV - 1.00 - false,,,
2010-04-15,990282.034,0,XIV - 1.00 - false,,,
2010-04-16,951113.014,-3.955,XIV - 1.00 - false,,,
2010-04-19,974163.214,2.423,XIV - 1.00 - false,,,
2010-04-20,1019100.184,4.613,XIV - 1.00 - false,,,
2010-04-21,1014493.304,-0.452,XIV - 1.00 - false,,,
2010-04-22,1016796.844,0.227,XIV - 1.00 - false,,,
2010-04-23,1023707.284,0.68,XIV - 1.00 - false,,,
2010-04-26,1011038.914,-1.237,XIV - 1.00 - false,,,
2010-04-27,898161.534,-11.164,XIV - 1.00 - false,,,
2010-04-28,908541.054,1.156,XIV - 0.20 - false,,,
2010-04-29,916843.374,0.914,XIV - 1.00 - false,,,
2010-04-30,838979.574,-8.493,XIV - 1.00 - false,,,
2010-05-03,869041.104,3.583,None - 0.00 - false,,,
2010-05-04,869041.104,0,XIV - 1.00 - false,,,
2010-05-05,830555.224,-4.429,None - 0.00 - false,,,
2010-05-06,830555.224,0,None - 0.00 - false,,,
2010-05-07,830555.224,0,XIV - 1.00 - false,,,
2010-05-10,948019.044,14.143,None - 0.00 - false,,,
2010-05-11,948019.044,0,None - 0.00 - false,,,
2010-05-12,948019.044,0,None - 0.00 - false,,,
2010-05-13,948019.044,0,None - 0.00 - false,,,
2010-05-14,948019.044,0,None - 0.00 - false,,,
2010-05-17,948019.044,0,None - 0.00 - false,,,
2010-05-18,948019.044,0,None - 0.00 - false,,,
2010-05-19,948019.044,0,VXX - 1.00 - false,,,
2010-05-20,1077657.444,13.675,VXX - 1.00 - false,,,
2010-05-21,1054310.244,-2.166,VXX - 1.00 - false,,,
2010-05-24,1048473.444,-0.554,VXX - 1.00 - false,,,
2010-05-25,1003622.244,-4.278,None - 0.00 - false,,,
2010-05-26,1003622.244,0,None - 0.00 - false,,,
2010-05-27,1003622.244,0,None - 0.00 - false,,,
2010-05-28,1003622.244,0,None - 0.00 - false,,,
2010-06-01,1003622.244,0,None - 0.00 - false,,,
2010-06-02,1003622.244,0,None - 0.00 - false,,,
2010-06-03,1003622.244,0,None - 0.00 - false,,,
2010-06-04,1003622.244,0,None - 0.00 - false,,,
2010-06-07,1003622.244,0,VXX - 1.00 - false,,,
2010-06-08,968877.923999999,-3.462,None - 0.00 - false,,,
2010-06-09,968877.923999999,0,None - 0.00 - false,,,
2010-06-10,968877.923999999,0,None - 0.00 - false,,,
2010-06-11,968877.923999999,0,None - 0.00 - false,,,
