Date,Old,TLT,GLD
2016-07-01,2.04E+07,2.56E+07,2.71E+07
2016-07-05,2.02E+07,2.54E+07,2.69E+07
2016-07-06,2.07E+07,2.60E+07,2.75E+07
2016-07-07,2.08E+07,2.62E+07,2.77E+07
2016-07-08,2.22E+07,2.79E+07,2.96E+07
2016-07-11,2.22E+07,2.78E+07,2.95E+07
2016-07-12,2.27E+07,2.85E+07,3.02E+07
2016-07-13,2.31E+07,2.90E+07,3.07E+07
2016-07-14,2.31E+07,2.90E+07,3.07E+07
2016-07-15,2.31E+07,2.91E+07,3.08E+07
2016-07-18,2.36E+07,2.97E+07,3.14E+07
2016-07-19,2.36E+07,2.96E+07,3.14E+07
2016-07-20,2.43E+07,3.05E+07,3.23E+07
2016-07-21,2.36E+07,2.96E+07,3.14E+07
2016-07-22,2.41E+07,3.03E+07,3.21E+07
2016-07-25,2.43E+07,3.05E+07,3.23E+07
2016-07-26,2.45E+07,3.08E+07,3.26E+07
2016-07-27,2.50E+07,3.14E+07,3.33E+07
2016-07-28,2.55E+07,3.20E+07,3.39E+07
2016-07-29,2.64E+07,3.32E+07,3.52E+07
2016-08-01,2.69E+07,3.37E+07,3.57E+07
2016-08-02,2.58E+07,3.24E+07,3.44E+07
2016-08-03,2.64E+07,3.32E+07,3.51E+07
2016-08-04,2.71E+07,3.41E+07,3.61E+07
2016-08-05,2.80E+07,3.52E+07,3.73E+07
2016-08-08,2.87E+07,3.61E+07,3.82E+07
2016-08-09,2.92E+07,3.66E+07,3.88E+07
2016-08-10,2.85E+07,3.58E+07,3.79E+07
2016-08-11,2.86E+07,3.60E+07,3.81E+07
2016-08-12,2.89E+07,3.63E+07,3.84E+07
2016-08-15,2.93E+07,3.69E+07,3.91E+07
2016-08-16,2.83E+07,3.56E+07,3.77E+07
2016-08-17,2.91E+07,3.66E+07,3.88E+07
2016-08-18,2.94E+07,3.70E+07,3.92E+07
2016-08-19,2.94E+07,3.70E+07,3.92E+07
2016-08-22,2.93E+07,3.69E+07,3.90E+07
2016-08-23,2.94E+07,3.70E+07,3.92E+07
2016-08-24,2.88E+07,3.62E+07,3.83E+07
2016-08-25,2.87E+07,3.61E+07,3.82E+07
2016-08-26,2.87E+07,3.60E+07,3.81E+07
2016-08-29,2.92E+07,3.67E+07,3.89E+07
2016-08-30,2.94E+07,3.70E+07,3.92E+07
2016-08-31,2.93E+07,3.69E+07,3.90E+07
2016-09-01,2.95E+07,3.70E+07,3.92E+07
2016-09-02,3.02E+07,3.80E+07,4.02E+07
2016-09-06,3.13E+07,3.93E+07,4.17E+07
2016-09-07,3.17E+07,3.98E+07,4.22E+07
2016-09-08,3.16E+07,3.97E+07,4.21E+07
2016-09-09,2.66E+07,3.34E+07,3.54E+07
2016-09-12,2.84E+07,3.57E+07,3.78E+07
2016-09-13,2.84E+07,3.53E+07,3.75E+07
2016-09-14,2.84E+07,3.53E+07,3.77E+07
2016-09-15,2.84E+07,3.52E+07,3.74E+07
2016-09-16,2.84E+07,3.54E+07,3.73E+07
2016-09-19,2.84E+07,3.53E+07,3.74E+07
2016-09-20,2.84E+07,3.54E+07,3.74E+07
2016-09-21,2.84E+07,3.57E+07,3.80E+07
2016-09-22,2.84E+07,3.57E+07,3.80E+07
2016-09-23,2.82E+07,3.56E+07,3.78E+07
2016-09-26,2.67E+07,3.36E+07,3.57E+07
2016-09-27,2.81E+07,3.53E+07,3.75E+07
2016-09-28,2.81E+07,3.53E+07,3.75E+07
2016-09-29,2.77E+07,3.49E+07,3.71E+07
2016-09-30,2.83E+07,3.56E+07,3.79E+07
2016-10-03,2.85E+07,3.58E+07,3.81E+07
2016-10-04,2.85E+07,3.58E+07,3.81E+07
2016-10-05,2.85E+07,3.59E+07,3.82E+07
2016-10-06,2.85E+07,3.59E+07,3.82E+07
2016-10-07,2.85E+07,3.58E+07,3.81E+07
2016-10-10,2.88E+07,3.62E+07,3.85E+07
2016-10-11,2.85E+07,3.59E+07,3.81E+07
2016-10-12,2.84E+07,3.58E+07,3.81E+07
2016-10-13,2.84E+07,3.59E+07,3.82E+07
2016-10-14,2.84E+07,3.54E+07,3.79E+07
2016-10-17,2.84E+07,3.57E+07,3.80E+07
2016-10-18,2.84E+07,3.58E+07,3.83E+07
2016-10-19,2.84E+07,3.58E+07,3.85E+07
2016-10-20,2.84E+07,3.58E+07,3.85E+07
2016-10-21,2.88E+07,3.62E+07,3.89E+07
2016-10-24,2.98E+07,3.75E+07,4.03E+07
2016-10-25,2.95E+07,3.71E+07,3.99E+07
2016-10-26,2.87E+07,3.61E+07,3.89E+07
2016-10-27,2.82E+07,3.56E+07,3.82E+07
2016-10-28,2.70E+07,3.40E+07,3.66E+07
2016-10-31,2.70E+07,3.42E+07,3.67E+07
2016-11-01,2.70E+07,3.42E+07,3.69E+07
2016-11-02,2.70E+07,3.44E+07,3.72E+07
2016-11-03,2.70E+07,3.41E+07,3.74E+07
2016-11-04,2.70E+07,3.44E+07,3.74E+07
2016-11-07,2.70E+07,3.41E+07,3.68E+07
2016-11-08,2.70E+07,3.40E+07,3.66E+07
2016-11-09,2.70E+07,3.26E+07,3.66E+07
2016-11-10,2.70E+07,3.21E+07,3.60E+07
2016-11-11,2.70E+07,3.19E+07,3.52E+07
2016-11-14,2.70E+07,3.19E+07,3.52E+07
2016-11-15,2.82E+07,3.33E+07,3.67E+07
2016-11-16,2.80E+07,3.30E+07,3.64E+07
2016-11-17,2.88E+07,3.40E+07,3.76E+07
2016-11-18,2.89E+07,3.41E+07,3.77E+07
2016-11-21,3.02E+07,3.57E+07,3.94E+07
2016-11-22,3.00E+07,3.54E+07,3.91E+07
2016-11-23,3.00E+07,3.54E+07,3.91E+07
2016-11-25,3.02E+07,3.56E+07,3.93E+07
2016-11-28,2.99E+07,3.53E+07,3.90E+07
2016-11-29,3.02E+07,3.56E+07,3.93E+07
2016-11-30,3.01E+07,3.55E+07,3.92E+07
2016-12-01,2.90E+07,3.42E+07,3.77E+07
2016-12-02,2.89E+07,3.41E+07,3.77E+07
2016-12-05,3.09E+07,3.65E+07,4.03E+07
2016-12-06,3.18E+07,3.75E+07,4.15E+07
2016-12-07,3.17E+07,3.74E+07,4.14E+07
2016-12-08,3.16E+07,3.72E+07,4.11E+07
2016-12-09,3.20E+07,3.78E+07,4.17E+07
2016-12-12,3.17E+07,3.74E+07,4.13E+07
2016-12-13,3.14E+07,3.70E+07,4.09E+07
2016-12-14,3.15E+07,3.72E+07,4.11E+07
2016-12-15,3.20E+07,3.77E+07,4.16E+07
2016-12-16,3.24E+07,3.83E+07,4.23E+07
2016-12-19,3.35E+07,3.95E+07,4.37E+07
2016-12-20,3.42E+07,4.03E+07,4.45E+07
2016-12-21,3.47E+07,4.10E+07,4.53E+07
2016-12-22,3.41E+07,4.03E+07,4.45E+07
2016-12-23,3.42E+07,4.04E+07,4.46E+07
2016-12-27,3.48E+07,4.11E+07,4.53E+07
2016-12-28,3.35E+07,3.95E+07,4.36E+07
2016-12-29,3.30E+07,3.89E+07,4.30E+07
2016-12-30,3.23E+07,3.81E+07,4.21E+07
2017-01-03,3.38E+07,3.99E+07,4.41E+07
2017-01-04,3.50E+07,4.13E+07,4.56E+07
2017-01-05,3.50E+07,4.14E+07,4.57E+07
2017-01-06,3.55E+07,4.19E+07,4.63E+07
2017-01-09,3.55E+07,4.19E+07,4.63E+07
2017-01-10,3.58E+07,4.23E+07,4.67E+07
2017-01-11,3.66E+07,4.32E+07,4.77E+07
2017-01-12,3.66E+07,4.32E+07,4.77E+07
2017-01-13,3.65E+07,4.31E+07,4.76E+07
2017-01-17,3.66E+07,4.32E+07,4.77E+07
2017-01-18,3.67E+07,4.33E+07,4.79E+07
2017-01-19,3.64E+07,4.30E+07,4.75E+07
2017-01-20,3.78E+07,4.46E+07,4.93E+07
2017-01-23,3.81E+07,4.50E+07,4.97E+07
2017-01-24,3.99E+07,4.71E+07,5.20E+07
2017-01-25,4.09E+07,4.83E+07,5.33E+07
2017-01-26,4.06E+07,4.79E+07,5.30E+07
2017-01-27,4.12E+07,4.86E+07,5.36E+07
2017-01-30,3.99E+07,4.71E+07,5.20E+07
2017-01-31,4.01E+07,4.73E+07,5.23E+07
2017-02-01,4.09E+07,4.83E+07,5.33E+07
2017-02-02,4.05E+07,4.77E+07,5.27E+07
2017-02-03,4.14E+07,4.88E+07,5.40E+07
2017-02-06,4.13E+07,4.88E+07,5.39E+07
2017-02-07,4.10E+07,4.84E+07,5.35E+07
2017-02-08,4.12E+07,4.86E+07,5.37E+07
2017-02-09,4.17E+07,4.92E+07,5.44E+07
2017-02-10,4.20E+07,4.96E+07,5.48E+07
2017-02-13,4.34E+07,5.12E+07,5.65E+07
2017-02-14,4.54E+07,5.35E+07,5.91E+07
2017-02-15,4.37E+07,5.15E+07,5.69E+07
2017-02-16,4.33E+07,5.11E+07,5.65E+07
2017-02-17,4.33E+07,5.11E+07,5.64E+07
2017-02-21,4.30E+07,5.08E+07,5.61E+07
2017-02-22,4.30E+07,5.07E+07,5.60E+07
2017-02-23,4.23E+07,5.00E+07,5.52E+07
2017-02-24,4.23E+07,5.05E+07,5.55E+07
2017-02-27,4.23E+07,5.02E+07,5.53E+07
2017-02-28,4.23E+07,5.04E+07,5.53E+07
2017-03-01,4.23E+07,4.96E+07,5.53E+07
2017-03-02,4.23E+07,4.94E+07,5.46E+07
2017-03-03,4.23E+07,4.95E+07,5.45E+07
2017-03-06,4.23E+07,4.95E+07,5.45E+07
2017-03-07,4.23E+07,4.95E+07,5.45E+07
2017-03-08,4.22E+07,4.93E+07,5.43E+07
2017-03-09,4.23E+07,4.95E+07,5.45E+07
2017-03-10,4.23E+07,4.96E+07,5.46E+07
2017-03-13,4.23E+07,4.96E+07,5.46E+07
2017-03-14,4.18E+07,4.91E+07,5.40E+07
2017-03-15,4.24E+07,4.97E+07,5.47E+07
2017-03-16,4.24E+07,4.97E+07,5.47E+07
2017-03-17,4.27E+07,5.01E+07,5.51E+07
2017-03-20,4.26E+07,5.00E+07,5.50E+07
2017-03-21,4.18E+07,4.90E+07,5.39E+07
2017-03-22,4.16E+07,4.89E+07,5.37E+07
2017-03-23,4.16E+07,4.88E+07,5.37E+07
2017-03-24,4.16E+07,4.90E+07,5.38E+07
2017-03-27,4.16E+07,4.92E+07,5.41E+07
2017-03-28,4.16E+07,4.89E+07,5.38E+07
2017-03-29,4.16E+07,4.92E+07,5.40E+07
2017-03-30,4.16E+07,4.88E+07,5.36E+07
2017-03-31,4.16E+07,4.89E+07,5.37E+07
2017-04-03,4.16E+07,4.94E+07,5.40E+07
2017-04-04,4.16E+07,4.91E+07,5.41E+07
2017-04-05,4.16E+07,4.93E+07,5.41E+07
2017-04-06,4.16E+07,4.92E+07,5.39E+07
2017-04-07,4.16E+07,4.90E+07,5.40E+07
2017-04-10,4.16E+07,4.92E+07,5.40E+07
2017-04-11,4.16E+07,4.97E+07,5.48E+07
2017-04-12,4.16E+07,5.00E+07,5.52E+07
2017-04-13,4.16E+07,5.01E+07,5.54E+07
2017-04-17,4.16E+07,5.00E+07,5.53E+07
2017-04-18,4.16E+07,5.06E+07,5.55E+07
2017-04-19,4.16E+07,5.03E+07,5.51E+07
2017-04-20,4.16E+07,5.02E+07,5.52E+07
2017-04-21,4.16E+07,5.02E+07,5.53E+07
2017-04-24,4.16E+07,4.99E+07,5.49E+07
2017-04-25,4.16E+07,4.99E+07,5.49E+07
2017-04-26,4.13E+07,4.95E+07,5.45E+07
2017-04-27,4.17E+07,4.99E+07,5.50E+07
2017-04-28,4.17E+07,4.99E+07,5.50E+07
2017-05-01,4.33E+07,5.19E+07,5.71E+07
2017-05-02,4.31E+07,5.17E+07,5.69E+07
2017-05-03,4.23E+07,5.07E+07,5.58E+07
2017-05-04,4.33E+07,5.19E+07,5.72E+07
2017-05-05,4.31E+07,5.16E+07,5.68E+07
2017-05-08,4.41E+07,5.28E+07,5.82E+07
2017-05-09,4.43E+07,5.31E+07,5.84E+07
2017-05-10,4.41E+07,5.29E+07,5.83E+07
2017-05-11,4.43E+07,5.31E+07,5.84E+07
2017-05-12,4.43E+07,5.31E+07,5.84E+07
2017-05-15,4.52E+07,5.42E+07,5.96E+07
2017-05-16,4.57E+07,5.48E+07,6.03E+07
2017-05-17,3.76E+07,4.51E+07,4.96E+07
2017-05-18,3.85E+07,4.61E+07,5.08E+07
2017-05-19,3.85E+07,4.62E+07,5.10E+07
2017-05-22,3.85E+07,4.62E+07,5.10E+07
2017-05-23,3.85E+07,4.63E+07,5.11E+07
2017-05-24,3.95E+07,4.74E+07,5.23E+07
2017-05-25,3.91E+07,4.70E+07,5.18E+07
2017-05-26,3.98E+07,4.78E+07,5.27E+07
2017-05-30,4.00E+07,4.81E+07,5.30E+07
2017-05-31,3.97E+07,4.76E+07,5.26E+07
2017-06-01,4.07E+07,4.88E+07,5.39E+07
2017-06-02,4.05E+07,4.87E+07,5.37E+07
2017-06-05,4.03E+07,4.85E+07,5.35E+07
2017-06-06,3.95E+07,4.74E+07,5.23E+07
2017-06-07,3.99E+07,4.79E+07,5.29E+07
2017-06-08,4.08E+07,4.90E+07,5.40E+07
2017-06-09,4.02E+07,4.83E+07,5.33E+07
2017-06-12,3.97E+07,4.77E+07,5.27E+07
2017-06-13,4.11E+07,4.94E+07,5.45E+07
2017-06-14,4.13E+07,4.96E+07,5.48E+07
2017-06-15,4.08E+07,4.90E+07,5.41E+07
2017-06-16,4.12E+07,4.95E+07,5.46E+07
2017-06-19,4.24E+07,5.10E+07,5.62E+07
2017-06-20,4.13E+07,4.97E+07,5.48E+07
2017-06-21,4.17E+07,5.01E+07,5.53E+07
2017-06-22,4.21E+07,5.06E+07,5.59E+07
2017-06-23,4.26E+07,5.11E+07,5.65E+07
2017-06-26,4.35E+07,5.22E+07,5.77E+07
2017-06-27,4.20E+07,5.05E+07,5.57E+07
2017-06-28,4.32E+07,5.19E+07,5.73E+07
2017-06-29,4.32E+07,5.19E+07,5.73E+07
2017-06-30,4.39E+07,5.27E+07,5.82E+07
2017-07-03,4.39E+07,5.25E+07,5.72E+07
2017-07-05,4.39E+07,5.26E+07,5.74E+07
2017-07-06,4.39E+07,5.21E+07,5.74E+07
2017-07-07,4.39E+07,5.18E+07,5.68E+07
2017-07-10,4.39E+07,5.19E+07,5.69E+07
2017-07-11,4.39E+07,5.20E+07,5.70E+07
2017-07-12,4.39E+07,5.23E+07,5.72E+07
2017-07-13,4.39E+07,5.20E+07,5.71E+07
2017-07-14,4.39E+07,5.20E+07,5.71E+07
2017-07-17,4.43E+07,5.25E+07,5.76E+07
2017-07-18,4.45E+07,5.28E+07,5.80E+07
2017-07-19,4.48E+07,5.31E+07,5.83E+07
2017-07-20,4.51E+07,5.34E+07,5.86E+07
2017-07-21,4.54E+07,5.38E+07,5.91E+07
2017-07-24,4.62E+07,5.48E+07,6.02E+07
2017-07-25,4.61E+07,5.47E+07,6.00E+07
2017-07-26,4.61E+07,5.46E+07,6.00E+07
2017-07-27,4.60E+07,5.45E+07,5.98E+07
2017-07-28,4.60E+07,5.48E+07,6.03E+07
2017-07-31,4.60E+07,5.49E+07,6.03E+07
2017-08-01,4.60E+07,5.53E+07,6.03E+07
2017-08-02,4.60E+07,5.53E+07,6.01E+07
2017-08-03,4.60E+07,5.59E+07,6.02E+07
2017-08-04,4.60E+07,5.54E+07,5.98E+07
2017-08-07,4.60E+07,5.55E+07,5.97E+07
2017-08-08,4.60E+07,5.53E+07,5.99E+07
2017-08-09,4.60E+07,5.56E+07,6.06E+07
2017-08-10,4.60E+07,5.60E+07,6.10E+07
2017-08-11,4.60E+07,5.61E+07,6.13E+07
2017-08-14,4.60E+07,5.58E+07,6.09E+07
2017-08-15,4.60E+07,5.55E+07,6.04E+07
2017-08-16,4.60E+07,5.57E+07,6.09E+07
2017-08-17,4.60E+07,5.62E+07,6.12E+07
2017-08-18,4.60E+07,5.61E+07,6.11E+07
2017-08-21,4.60E+07,5.63E+07,6.13E+07
2017-08-22,4.60E+07,5.61E+07,6.10E+07
2017-08-23,4.60E+07,5.65E+07,6.13E+07
2017-08-24,4.60E+07,5.62E+07,6.11E+07
2017-08-25,4.60E+07,5.65E+07,6.13E+07
2017-08-28,4.60E+07,5.64E+07,6.23E+07
2017-08-29,4.60E+07,5.66E+07,6.21E+07
2017-08-30,4.60E+07,5.66E+07,6.21E+07
2017-08-31,4.60E+07,5.68E+07,6.28E+07
2017-09-01,4.60E+07,5.63E+07,6.30E+07
2017-09-05,4.60E+07,5.63E+07,6.30E+07
2017-09-06,4.68E+07,5.74E+07,6.41E+07
2017-09-07,4.68E+07,5.80E+07,6.48E+07
2017-09-08,4.68E+07,5.78E+07,6.47E+07
2017-09-11,4.68E+07,5.71E+07,6.38E+07
2017-09-12,4.68E+07,5.71E+07,6.38E+07
2017-09-13,4.84E+07,5.90E+07,6.59E+07
2017-09-14,4.76E+07,5.81E+07,6.49E+07
2017-09-15,4.85E+07,5.92E+07,6.61E+07
2017-09-18,5.05E+07,6.17E+07,6.89E+07
2017-09-19,5.06E+07,6.18E+07,6.90E+07
2017-09-20,5.05E+07,6.16E+07,6.88E+07
2017-09-21,5.05E+07,6.16E+07,6.89E+07
2017-09-22,5.02E+07,6.13E+07,6.85E+07
2017-09-25,5.02E+07,6.12E+07,6.84E+07
2017-09-26,5.08E+07,6.19E+07,6.92E+07
2017-09-27,5.11E+07,6.23E+07,6.96E+07
2017-09-28,5.18E+07,6.32E+07,7.06E+07
2017-09-29,5.28E+07,6.44E+07,7.19E+07
2017-10-02,5.38E+07,6.57E+07,7.34E+07
2017-10-03,5.40E+07,6.58E+07,7.35E+07
2017-10-04,5.39E+07,6.57E+07,7.34E+07
2017-10-05,5.55E+07,6.78E+07,7.57E+07
