,Orig,,,,SL10,SL15
2016-06-14,1106367.120453,1.169,GLD - 1.00,,857934.0922703,1016593.633744
2016-06-15,1114485.257216,0.734,GLD - 1.00,,864229.4930243,1024052.928335
2016-06-16,1102889.230456,-1.04,GLD - 1.00,,855237.372273299,1013396.803744
2016-06-17,1116895.200456,1.27,GLD - 1.00,,866098.632273299,1026266.093744
2016-06-20,1110294.418296,-0.591,GLD - 1.00,,860980.066107299,1020201.070136
2016-06-21,1089151.621533,-1.904,GLD - 1.00,,844584.385353299,1000774.155545
2016-06-22,1089687.055071,0.049,GLD - 1.00,,844999.566867299,1001266.084733
2016-06-23,1082638.666149,-0.647,GLD - 1.00,,839533.5499483,994789.656535001
2016-06-24,1135195.127226,4.854,None - 0.00,,880286.453029299,1043081.758336
2016-06-27,1135195.127226,0,GLD - 1.00,,880286.453029299,1043081.758336
2016-06-28,1123130.567226,-1.063,GLD - 1.00,,870931.013029299,1031996.398336
2016-06-29,1127743.971738,0.411,None - 0.00,,874508.585509299,1036235.405728
2016-06-30,1127743.971738,0,XIV - 0.55,,874508.585509299,1036235.405728
2016-07-01,1151087.371738,2.07,XIV - 0.55,,892609.885509299,1057684.505728
2016-07-05,1140456.091738,-0.924,XIV - 1.00,,884366.045509299,1047916.065728
2016-07-06,1167464.451738,2.368,XIV - 0.55,,905309.785509299,1072732.695728
2016-07-07,1177446.311738,0.855,XIV - 1.00,,913050.175509299,1081904.395728
2016-07-08,1255684.431738,6.645,XIV - 1.00,,973719.695509299,1153793.255728
2016-07-11,1251731.091738,-0.315,XIV - 1.00,,970654.115509299,1150160.675728
2016-07-12,1281602.131738,2.386,XIV - 1.00,,993817.635509299,1177607.515728
2016-07-13,1303121.461738,1.679,XIV - 1.00,,1010505.0755093,1197380.975728
2016-07-14,1303560.561738,0.034,XIV - 1.00,,1010845.5755093,1197784.445728
2016-07-15,1307073.361738,0.269,XIV - 1.00,,1013569.5755093,1201012.205728
2016-07-18,1333857.851738,2.049,XIV - 1.00,,1034339.4655093,1225623.265728
2016-07-19,1331662.851738,-0.165,XIV - 1.00,,1032637.3655093,1223606.415728
2016-07-20,1370294.851738,2.901,XIV - 1.00,,1062594.3255093,1259103.855728
2016-07-21,1330795.651738,-2.883,XIV - 1.00,,1031964.6255093,1222809.555728
2016-07-22,1362843.381738,2.408,XIV - 1.00,,1056816.0155093,1252257.025728
2016-07-25,1369865.941738,0.515,XIV - 1.00,,1062261.6155093,1258709.665728
2016-07-26,1382593.461738,0.929,XIV - 1.00,,1072131.1855093,1270404.495728
2016-07-27,1413751.101738,2.254,XIV - 1.00,,1096292.4855093,1299033.825728
2016-07-28,1439198.601738,1.8,XIV - 1.00,,1116025.2455093,1322415.945728
2016-07-29,1492277.671738,3.688,XIV - 1.00,,1157184.6055093,1371187.415728
2016-08-01,1516395.721738,1.616,XIV - 1.00,,1175886.8055093,1393348.565728
2016-08-02,1458083.201738,-3.845,XIV - 1.00,,1130668.1355093,1339768.185728
2016-08-03,1490541.081738,2.226,XIV - 1.00,,1155837.0155093,1369591.665728
2016-08-04,1531323.441738,2.736,XIV - 1.00,,1187461.6655093,1407065.085728
2016-08-05,1583931.441738,3.435,XIV - 1.00,,1228256.8655093,1455404.685728
2016-08-08,1621620.941738,2.379,XIV - 1.00,,1257483.1055093,1490036.025728
2016-08-09,1647033.641738,1.567,XIV - 1.00,,1277189.1855093,1513386.825728
2016-08-10,1608482.601738,-2.341,XIV - 1.00,,1247294.7055093,1477964.185728
2016-08-11,1616370.021738,0.49,XIV - 1.00,,1253410.9255093,1485211.525728
2016-08-12,1630829.631738,0.895,XIV - 1.00,,1264623.6655093,1498497.655728
2016-08-15,1657117.431738,1.612,XIV - 1.00,,1285008.0655093,1522652.455728
2016-08-16,1601045.751738,-3.384,XIV - 1.00,,1241527.7455093,1471131.175728
2016-08-17,1644866.751738,2.737,XIV - 1.00,,1275508.7455093,1511396.175728
2016-08-18,1661514.551738,1.012,XIV - 1.00,,1288418.1055093,1526693.075728
2016-08-19,1661514.551738,0,XIV - 1.00,,1288418.1055093,1526693.075728
2016-08-22,1656696.001738,-0.29,XIV - 1.00,,1284681.6255093,1522265.465728
2016-08-23,1662828.841738,0.37,XIV - 1.00,,1289437.2855093,1527900.745728
2016-08-24,1627346.791738,-2.134,XIV - 1.00,,1261923.2055093,1495298.245728
2016-08-25,1620774.691738,-0.404,XIV - 1.00,,1256826.8055093,1489259.395728
2016-08-26,1618145.731738,-0.162,XIV - 1.00,,1254788.1855093,1486843.735728
2016-08-29,1650570.311738,2.004,XIV - 1.00,,1279931.9055093,1516636.875728
2016-08-30,1662836.551738,0.743,XIV - 1.00,,1289443.7855093,1527907.715728
2016-08-31,1656703.851738,-0.369,XIV - 1.00,,1284688.2655093,1522272.715728
2016-09-01,1663274.901738,0.397,XIV - 1.00,,1289783.7655093,1528310.515728
2016-09-02,1707079.901738,2.634,XIV - 1.00,,1323751.7655093,1568560.515728
2016-09-06,1768390.101738,3.592,XIV - 1.00,,1371294.3655093,1624896.515728
2016-09-07,1789403.541738,1.188,XIV - 1.00,,1387589.4055093,1644204.995728
2016-09-08,1785463.971738,-0.22,XIV - 1.00,,1384534.5355093,1640585.105728
2016-09-09,1503121.671738,-15.813,XIV - 1.00,,1198589.2729597,1381153.205728
2016-09-12,1603115.631738,6.652,GLD - 1.00,,1198589.2729597,1473032.645728
2016-09-13,1592584.601886,-0.657,GLD - 1.00,,1190715.9904517,1463356.731804
2016-09-14,1597975.941886,0.339,GLD - 1.00,,1194746.8104517,1468310.331804
2016-09-15,1587821.009497,-0.635,GLD - 1.00,,1187154.7085707,1458979.166364
2016-09-16,1583934.166807,-0.245,GLD - 1.00,,1184248.7217007,1455407.598759
2016-09-19,1587194.071883,0.206,GLD - 1.00,,1186685.9804487,1458403.081801
2016-09-20,1588698.656959,0.095,GLD - 1.00,,1187810.8791967,1459785.624843
2016-09-21,1611643.134269,1.444,None - 0.00,,1204965.2523267,1480867.167243
2016-09-22,1611643.134269,0,XIV - 0.55,,1204965.2523267,1480867.167243
2016-09-23,1603659.284269,-0.495,XIV - 1.00,,1198996.3523267,1473531.167243
2016-09-26,1514116.084269,-5.584,XIV - 1.00,,1132049.6523267,1391254.967243
2016-09-27,1592876.164269,5.202,None - 0.00,,1190936.3823267,1463624.957243
2016-09-28,1592876.164269,0,XIV - 0.20,,1190936.3823267,1463624.957243
2016-09-29,1573566.214269,-1.212,XIV - 0.55,,1176500.3323267,1445882.457243
2016-09-30,1607571.614269,2.161,XIV - 0.55,,1201924.3023267,1477127.957243
2016-10-03,1615983.374269,0.523,XIV - 0.55,,1208213.5023267,1484857.157243
2016-10-04,1615518.074269,-0.029,XIV - 0.20,,1207865.6223267,1484429.617243
2016-10-05,1618818.254269,0.204,None - 0.00,,1210332.7623267,1487461.867243
2016-10-06,1618818.254269,0,XIV - 0.55,,1210332.7623267,1487461.867243
2016-10-07,1616299.914269,-0.156,XIV - 0.55,,1208449.8923267,1485147.907243
2016-10-10,1634639.114269,1.135,XIV - 0.20,,1222161.0923267,1501999.107243
2016-10-11,1616966.994269,-1.081,XIV - 0.55,,1208948.7323267,1485760.787243
2016-10-12,1615065.954269,-0.118,GLD - 1.00,,1207527.3723267,1484013.987243
2016-10-13,1618938.337622,0.24,GLD - 1.00,,1210422.4523097,1487572.009512
2016-10-14,1609992.524326,-0.553,GLD - 1.00,,1203733.8622757,1479351.80405
2016-10-17,1614265.470973,0.265,GLD - 1.00,,1206928.7322917,1483278.19178
2016-10-18,1624146.664267,0.612,GLD - 1.00,,1214316.1323257,1492357.227242
2016-10-19,1633359.584323,0.567,None - 0.00,,1221204.4322747,1500822.874049
2016-10-20,1633359.584323,0,XIV - 0.55,,1221204.4322747,1500822.874049
2016-10-21,1651241.234323,1.095,XIV - 1.00,,1234574.3922747,1517254.084049
2016-10-24,1709973.074323,3.557,XIV - 1.00,,1278485.7522747,1571220.964049
2016-10-25,1692848.834323,-1.001,XIV - 1.00,,1265682.4722747,1555486.084049
2016-10-26,1648402.994323,-2.626,XIV - 1.00,,1232451.6422747,1514647.054049
2016-10-27,1621483.574323,-1.633,XIV - 1.00,,1212324.9422747,1489911.574049
2016-10-28,1552133.774323,-4.277,GLD - 1.00,,1160474.9422747,1426188.774049
2016-10-31,1556683.454323,0.293,GLD - 1.00,,1163876.5822747,1430369.454049
2016-11-01,1566667.486961,0.641,GLD - 1.00,,1171341.3017237,1439542.945661
2016-11-02,1578167.106413,0.734,GLD - 1.00,,1179938.9439317,1450109.819213
2016-11-03,1586506.916957,0.528,GLD - 1.00,,1186174.0017197,1457773.125657
2016-11-04,1587644.016417,0.072,GLD - 1.00,,1187024.1939317,1458817.979217
2016-11-07,1559341.654322,-1.783,GLD - 1.00,,1165862.9422727,1432811.614047
2016-11-08,1552896.236408,-0.413,GLD - 1.00,,1161043.9239257,1426889.459211
2016-11-09,1551885.18377,-0.065,GLD - 1.00,,1160287.9944767,1425960.407598
2016-11-10,1529010.429046,-1.474,GLD - 1.00,,1143185.3233747,1404940.900824
2016-11-11,1495514.403766,-2.191,None - 0.00,,1118142.8044747,1374163.777596
2016-11-14,1495514.403766,0,XIV - 1.00,,1118142.8044747,1374163.777596
2016-11-15,1559144.403766,4.255,XIV - 1.00,,1165717.0444747,1432631.137596
2016-11-16,1547029.203766,-0.777,XIV - 1.00,,1156659.1244747,1421499.297596
2016-11-17,1594357.953766,3.059,XIV - 1.00,,1192044.1244747,1464986.797596
2016-11-18,1599657.093766,0.332,XIV - 1.00,,1196006.1244747,1469855.997596
2016-11-21,1671572.093766,4.496,XIV - 1.00,,1249774.2244747,1535936.097596
2016-11-22,1660222.193766,-0.679,XIV - 1.00,,1241288.1244747,1525507.197596
2016-11-23,1658708.753766,-0.091,XIV - 1.00,,1240156.5644747,1524116.557596
2016-11-25,1668167.753766,0.57,XIV - 1.00,,1247228.8144747,1532808.057596
2016-11-28,1655304.193766,-0.771,XIV - 1.00,,1237611.2344747,1520988.297596
2016-11-29,1668168.773766,0.777,XIV - 1.00,,1247229.4944747,1532809.077596
2016-11-30,1663250.353766,-0.295,XIV - 1.00,,1243552.1844747,1528289.757596
2016-12-01,1601957.653766,-3.685,XIV - 1.00,,1197725.6244747,1471970.457596
2016-12-02,1600065.153766,-0.118,XIV - 1.00,,1196310.6744747,1470231.507596
2016-12-05,1709076.033766,6.813,XIV - 1.00,,1277811.7944747,1570395.027596
2016-12-06,1759384.613766,2.944,XIV - 1.00,,1315425.5244747,1616621.837596
2016-12-07,1755224.963766,-0.236,XIV - 1.00,,1312315.4944747,1612799.667596
2016-12-08,1745770.963766,-0.539,XIV - 1.00,,1305246.9944747,1604112.667596
2016-12-09,1771487.203766,1.473,XIV - 1.00,,1324473.9944747,1627741.987596
2016-12-12,1752580.703766,-1.067,XIV - 1.00,,1310338.4944747,1610369.987596
2016-12-13,1735941.223766,-0.949,XIV - 1.00,,1297897.9344747,1595080.867596
2016-12-14,1744261.623766,0.479,XIV - 1.00,,1304118.8744747,1602726.087596
2016-12-15,1767709.403766,1.344,XIV - 1.00,,1321649.3744747,1624271.087596
2016-12-16,1793801.063766,1.476,XIV - 1.00,,1341157.0544747,1648245.137596
2016-12-19,1853537.703766,3.33,XIV - 1.00,,1385818.9144747,1703134.337596
2016-12-20,1890577.783766,1.998,XIV - 1.00,,1413511.7544747,1737168.757596
2016-12-21,1921186.063766,1.619,XIV - 1.00,,1436396.6844747,1765293.577596
2016-12-22,1887182.263766,-1.77,XIV - 1.00,,1410973.4844747,1734049.177596
2016-12-23,1892850.613766,0.3,XIV - 1.00,,1415211.4344747,1739257.627596
2016-12-27,1924592.533766,1.677,XIV - 1.00,,1438943.1144747,1768424.107596
2016-12-28,1852051.093766,-3.769,XIV - 1.00,,1384706.9544747,1701769.387596
2016-12-29,1824082.053766,-1.51,XIV - 1.00,,1363795.2944747,1676069.927596
2016-12-30,1785524.013766,-2.114,XIV - 0.65,,1334967.0344747,1640640.227596
2017-01-03,1872526.593766,4.873,XIV - 0.65,,1400014.5344747,1720580.507596
2017-01-04,1934103.793766,3.288,XIV - 1.00,,1446053.5144747,1777161.627596
2017-01-05,1938812.783766,0.243,XIV - 1.00,,1449574.1744747,1781488.417596
2017-01-06,1963443.743766,1.27,XIV - 1.00,,1467989.9344747,1804120.857596
2017-01-09,1966341.103766,0.148,XIV - 1.00,,1470156.1744747,1806783.097596
2017-01-10,1981552.243766,0.774,XIV - 1.00,,1481528.9344747,1820759.857596
2017-01-11,2023922.623766,2.138,XIV - 1.00,,1513207.8544747,1859691.607596
2017-01-12,2025008.803766,0.054,XIV - 1.00,,1514019.9544747,1860689.647596
2017-01-13,2021750.263766,-0.161,XIV - 1.00,,1511583.6544747,1857695.527596
2017-01-17,2026457.173766,0.233,XIV - 1.00,,1515102.7544747,1862020.497596
2017-01-18,2031526.013766,0.25,XIV - 1.00,,1518892.5544747,1866678.017596
2017-01-19,2015233.763766,-0.802,XIV - 1.00,,1506711.5044747,1851707.867596
2017-01-20,2093080.963766,3.863,XIV - 1.00,,1564914.1544747,1923238.367596
2017-01-23,2110092.143766,0.813,XIV - 1.00,,1577632.8244747,1938869.157596
2017-01-24,2208893.573766,4.682,XIV - 1.00,,1651503.8944747,2029655.307596
2017-01-25,2262070.823766,2.407,XIV - 1.00,,1691261.5144747,2078518.107596
2017-01-26,2247604.423766,-0.64,XIV - 1.00,,1680445.5144747,2065225.307596
2017-01-27,2276901.313766,1.303,XIV - 1.00,,1702349.5344747,2092144.847596
2017-01-30,2206743.153766,-3.081,XIV - 1.00,,1649895.8144747,2027680.587596
2017-01-31,2219766.513766,0.59,XIV - 1.00,,1659632.7344747,2039646.987596
2017-02-01,2262450.653766,1.923,XIV - 1.00,,1691545.8344747,2078867.827596
2017-02-02,2238218.763766,-1.071,XIV - 1.00,,1673429.0344747,2056602.387596
2017-02-03,2289943.293766,2.311,XIV - 0.55,,1712100.5244747,2104128.437596
2017-02-06,2287158.833766,-0.122,XIV - 1.00,,1710018.7244747,2101569.937596
2017-02-07,2270869.283766,-0.712,XIV - 1.00,,1697839.4744747,2086602.037596
2017-02-08,2279919.783766,0.399,XIV - 0.55,,1704606.2244747,2094918.037596
2017-02-09,2307992.883766,1.231,XIV - 0.55,,1725595.4844747,2120712.577596
2017-02-10,2325336.803766,0.751,XIV - 1.00,,1738563.1644747,2136649.377596
2017-02-13,2398699.583766,3.155,XIV - 1.00,,1793414.7844747,2204060.817596
2017-02-14,2509421.803766,4.616,XIV - 1.00,,1876196.7644747,2305798.247596
2017-02-15,2415118.903766,-3.758,XIV - 1.00,,1805688.2144747,2219145.897596
2017-02-16,2396962.393766,-0.752,XIV - 0.55,,1792113.5444747,2202462.777596
2017-02-17,2394808.373766,-0.09,XIV - 0.55,,1790503.1444747,2200483.547596
2017-02-21,2381483.093766,-0.556,XIV - 0.55,,1780540.4644747,2188239.467596
2017-02-22,2378726.633766,-0.116,XIV - 0.55,,1778479.6644747,2185706.727596
2017-02-23,2342660.993766,-1.516,GLD - 1.00,,1751516.4444747,2152569.087596
2017-02-24,2357480.136271,0.633,GLD - 1.00,,1762595.6515847,2166185.158016
2017-02-27,2346171.993253,-0.48,GLD - 1.00,,1754141.0790467,2155794.565506
2017-02-28,2348316.773253,0.091,GLD - 1.00,,1755744.6590467,2157765.325506
2017-03-01,2345002.015763,-0.141,GLD - 1.00,,1753266.3261567,2154719.515926
2017-03-02,2316143.573759,-1.231,GLD - 1.00,,1731690.9444687,2128203.90759
2017-03-03,2314778.503759,-0.059,None - 0.00,,1730670.3444687,2126949.57759
2017-03-06,2314778.503759,0,XIV - 0.55,,1730670.3444687,2126949.57759
2017-03-07,2314964.673759,0.008,XIV - 0.55,,1730809.5344687,2127120.63759
2017-03-08,2305656.673759,-0.402,XIV - 0.55,,1723850.5344687,2118568.13759
2017-03-09,2312007.533759,0.275,GLD - 1.00,,1728598.6344687,2124403.55759
2017-03-10,2317006.283759,0.216,None - 0.00,,1732335.8844687,2128996.80759
2017-03-13,2317006.283759,0,XIV - 0.55,,1732335.8844687,2128996.80759
2017-03-14,2291230.533759,-1.112,XIV - 0.35,,1713063.7744687,2105313.14759
2017-03-15,2322378.043759,1.359,None - 0.00,,1736351.1044687,2133934.74759
2017-03-16,2322378.043759,0,XIV - 0.55,,1736351.1044687,2133934.74759
2017-03-17,2338564.693759,0.697,XIV - 0.55,,1748453.1944687,2148808.23759
2017-03-20,2335449.793759,-0.133,XIV - 0.55,,1746124.3544687,2145946.05759
2017-03-21,2287808.793759,-2.04,XIV - 0.55,,1710503.6044687,2102168.80759
2017-03-22,2281108.633759,-0.293,GLD - 1.00,,1705494.4444687,2096012.42759
2017-03-23,2278067.917743,-0.133,GLD - 1.00,,1703221.1076367,2093218.437742
2017-03-24,2281678.734755,0.159,GLD - 1.00,,1705920.8602637,2096536.270128
2017-03-27,2294411.376747,0.558,GLD - 1.00,,1715440.1918477,2108235.775204
2017-03-28,2285099.944753,-0.406,GLD - 1.00,,1708478.3002637,2099679.920126
2017-03-29,2290611.123757,0.241,GLD - 1.00,,1712598.6344717,2104743.917588
2017-03-30,2274268.524754,-0.713,GLD - 1.00,,1700379.7402637,2089727.440127
2017-03-31,2279019.774754,0.209,GLD - 1.00,,1703931.9902637,2094092.940127
2017-04-03,2290992.237742,0.525,GLD - 1.00,,1712883.6176367,2105093.947741
2017-04-04,2296123.142757,0.224,GLD - 1.00,,1716719.8486767,2109808.505046
2017-04-05,2296123.142757,0,GLD - 1.00,,1716719.8486767,2109808.505046
2017-04-06,2287761.765748,-0.364,GLD - 1.00,,1710468.7260557,2102125.612663
2017-04-07,2293082.586745,0.233,GLD - 1.00,,1714446.9518477,2107014.675202
2017-04-10,2293082.586745,0,GLD - 1.00,,1714446.9518477,2107014.675202
2017-04-11,2325957.833754,1.434,GLD - 1.00,,1739026.8344717,2137222.257585
2017-04-12,2341727.738754,0.678,GLD - 1.00,,1750817.7434417,2151712.310295
2017-04-13,2352747.177753,0.471,GLD - 1.00,,1759056.6576467,2161837.387752
2017-04-17,2345907.897753,-0.291,GLD - 1.00,,1753943.2176467,2155553.227752
2017-04-18,2356927.355751,0.47,GLD - 1.00,,1762181.5660547,2165678.322666
2017-04-19,2336219.592745,-0.879,GLD - 1.00,,1746699.2486667,2146651.335034
2017-04-20,2340589.286749,0.187,GLD - 1.00,,1749966.3418467,2150666.605202
2017-04-21,2347238.91775,0.284,GLD - 1.00,,1754938.0776417,2156776.537745
2017-04-24,2331470.67274,-0.672,None - 0.00,,1743148.8286617,2142287.31503
2017-04-25,2331470.67274,0,XIV - 1.00,,1743148.8286617,2142287.31503
2017-04-26,2310859.46274,-0.884,XIV - 1.00,,1727738.8286617,2123349.09503
2017-04-27,2333317.91274,0.972,XIV - 1.00,,1744530.2886617,2143985.46503
2017-04-28,2333317.91274,0,XIV - 1.00,,1744530.2886617,2143985.46503
2017-05-01,2424065.81274,3.889,XIV - 1.00,,1812380.2886617,2227370.16503
2017-05-02,2413917.98274,-0.419,XIV - 1.00,,1804793.2586617,2218046.01503
2017-05-03,2367174.94274,-1.936,XIV - 1.00,,1769845.4186617,2175095.37503
2017-05-04,2426230.30274,2.495,XIV - 1.00,,1813999.6586617,2229358.41503
2017-05-05,2411469.82274,-0.608,XIV - 1.00,,1802963.9786617,2215796.01503
2017-05-08,2468668.54274,2.372,XIV - 1.00,,1845729.0986617,2268354.03503
2017-05-09,2480044.19274,0.461,XIV - 1.00,,1854234.2886617,2278806.53503
2017-05-10,2472050.75274,-0.322,XIV - 1.00,,1848257.9286617,2271461.79503
2017-05-11,2478814.65274,0.274,XIV - 1.00,,1853315.0686617,2277676.79503
2017-05-12,2479736.97274,0.037,XIV - 1.00,,1854004.6486617,2278524.26503
2017-05-15,2530772.01274,2.058,XIV - 1.00,,1892161.4086617,2325417.60503
2017-05-16,2558128.83274,1.081,XIV - 1.00,,1912614.4986617,2350553.87503
2017-05-17,2106646.37274,-17.649,XIV - 1.00,,1616759.8736617,1935708.27503
2017-05-18,2153771.90274,2.237,GLD - 1.00,,1616759.8736617,1979010.33503
2017-05-19,2164360.114524,0.492,None - 0.00,,1624707.8175457,1988739.50099
2017-05-22,2164360.114524,0,XIV - 1.00,,1624707.8175457,1988739.50099
2017-05-23,2167146.414524,0.129,XIV - 1.00,,1626799.4175457,1991299.70099
2017-05-24,2221479.264524,2.507,XIV - 1.00,,1667583.6675457,2041223.60099
2017-05-25,2199473.024524,-0.991,XIV - 1.00,,1651064.7675457,2021002.76099
2017-05-26,2237918.444524,1.748,XIV - 1.00,,1679923.3275457,2056328.00099
2017-05-30,2250731.284524,0.573,XIV - 1.00,,1689541.4675457,2068101.24099
2017-05-31,2231513.404524,-0.854,XIV - 1.00,,1675114.9475457,2050442.76099
2017-06-01,2287780.504524,2.521,XIV - 1.00,,1717351.1275457,2102142.64099
2017-06-02,2279983.064524,-0.341,XIV - 1.00,,1711498.0075457,2094978.00099
2017-06-05,2270235.914524,-0.428,XIV - 1.00,,1704181.2575457,2086021.85099
2017-06-06,2221219.914524,-2.159,XIV - 1.00,,1667386.6975457,2040983.45099
2017-06-07,2243504.714524,1.003,XIV - 1.00,,1684114.6975457,2061460.25099
2017-06-08,2293083.054524,2.21,XIV - 1.00,,1721330.9375457,2107015.79099
2017-06-09,2260780.534524,-1.409,XIV - 1.00,,1697082.2975457,2077333.71099
2017-06-12,2235157.614524,-1.133,XIV - 1.00,,1677847.8575457,2053789.99099
2017-06-13,2313430.164524,3.502,XIV - 1.00,,1736602.1475457,2125709.13099
2017-06-14,2323454.364524,0.433,XIV - 1.00,,1744126.8675457,2134920.09099
2017-06-15,2296167.244524,-1.174,XIV - 1.00,,1723643.8875457,2109847.77099
2017-06-16,2318444.844524,0.97,XIV - 1.00,,1740367.0875457,2130318.17099
2017-06-19,2386941.084524,2.954,XIV - 1.00,,1791786.0075457,2193257.27099
2017-06-20,2326258.604524,-2.542,XIV - 1.00,,1746232.7275457,2137497.23099
2017-06-21,2347141.604524,0.898,XIV - 1.00,,1761908.4775457,2156685.23099
2017-06-22,2370806.454524,1.008,XIV - 1.00,,1779672.6275457,2178429.93099
2017-06-23,2395582.274524,1.045,XIV - 1.00,,1798270.9575457,2201195.24099
2017-06-26,2446520.324524,2.126,XIV - 1.00,,1836508.8075457,2248001.15099
2017-06-27,2364700.124524,-3.344,XIV - 1.00,,1775092.2075457,2172822.41099
2017-06-28,2430956.944524,2.802,None - 0.00,,1824829.4475457,2233702.81099
2017-06-29,2430956.944524,0,XIV - 1.00,,1824829.4475457,2233702.81099
2017-06-30,2468738.464524,1.554,GLD - 1.00,,1853190.0975457,2268419.29099
2017-07-03,2428772.003816,-1.619,GLD - 1.00,,1823188.2320007,2231695.231962
2017-07-05,2437678.184528,0.367,GLD - 1.00,,1829873.4575477,2239878.580993
2017-07-06,2436642.717372,-0.042,GLD - 1.00,,1829096.1697357,2238927.157113
2017-07-07,2411996.58595,-1.011,GLD - 1.00,,1810595.2086417,2216281.419053
2017-07-10,2415932.097376,0.163,GLD - 1.00,,1813549.5497397,2219897.537117
2017-07-11,2419039.088802,0.129,GLD - 1.00,,1815881.7808357,2222752.375181
2017-07-12,2427531.33595,0.351,GLD - 1.00,,1822256.3986437,2230555.419053
2017-07-13,2423181.836662,-0.179,None - 0.00,,1818991.5441907,2226558.928084
2017-07-14,2423181.836662,0,XIV - 0.35,,1818991.5441907,2226558.928084
2017-07-17,2445363.436662,0.915,XIV - 0.55,,1835641.7241907,2246941.768084
2017-07-18,2460366.616662,0.614,XIV - 0.55,,1846903.5441907,2260727.068084
2017-07-19,2476171.336662,0.642,XIV - 0.55,,1858767.3441907,2275249.828084
2017-07-20,2488544.786662,0.5,XIV - 1.00,,1868055.2941907,2286618.578084
2017-07-21,2509103.246662,0.826,XIV - 1.00,,1883487.5941907,2305509.398084
2017-07-24,2553643.196662,1.775,XIV - 0.55,,1916922.5541907,2346436.128084
2017-07-25,2547845.996662,-0.227,XIV - 0.55,,1912570.9541907,2341109.328084
2017-07-26,2545522.796662,-0.091,XIV - 0.35,,1910826.9541907,2338974.608084
2017-07-27,2539604.716662,-0.232,GLD - 1.00,,1906384.7141907,2333536.528084
2017-07-28,2558493.93765,0.744,GLD - 1.00,,1920564.2299457,2350893.047369
2017-07-31,2559753.055678,0.049,GLD - 1.00,,1921509.4384377,2352049.988803
2017-08-01,2557654.49765,-0.082,GLD - 1.00,,1919934.1699437,2350121.727369
2017-08-02,2552407.99765,-0.205,GLD - 1.00,,1915995.6699437,2345300.727369
2017-08-03,2556395.401728,0.156,GLD - 1.00,,1918988.8354197,2348964.571665
2017-08-04,2536667.74765,-0.772,GLD - 1.00,,1904180.1699437,2330837.727369
2017-08-07,2533729.42765,-0.116,GLD - 1.00,,1901974.4699437,2328137.827369
2017-08-08,2541075.206662,0.29,GLD - 1.00,,1907488.7041887,2334887.558084
2017-08-09,2571507.743698,1.198,GLD - 1.00,,1930333.4069237,2362850.750229
2017-08-10,2590394.264683,0.734,GLD - 1.00,,1944511.1226767,2380205.469512
2017-08-11,2602565.026651,0.47,GLD - 1.00,,1953647.3141807,2391388.488074
2017-08-14,2584309.753702,-0.701,GLD - 1.00,,1939943.8969277,2374614.830234
2017-08-15,2564584.898622,-0.763,GLD - 1.00,,1925137.0956877,2356489.846644
2017-08-16,2583262.438622,0.728,GLD - 1.00,,1939157.2656877,2373651.716644
2017-08-17,2596272.413702,0.504,GLD - 1.00,,1948923.4269277,2385606.460234
2017-08-18,2592285.748617,-0.154,GLD - 1.00,,1945930.8156827,2381943.166639
2017-08-21,2601938.367633,0.372,GLD - 1.00,,1953176.7199307,2390812.407358
2017-08-22,2590397.654684,-0.444,GLD - 1.00,,1944513.6226777,2380208.349518
2017-08-23,2600050.2737,0.373,GLD - 1.00,,1951759.5269257,2389077.590237
2017-08-24,2592076.796649,-0.307,GLD - 1.00,,1945774.1941787,2381751.248077
2017-08-25,2601519.533697,0.364,GLD - 1.00,,1952862.5469227,2390427.640234
2017-08-28,2642436.467629,1.573,GLD - 1.00,,1983577.0599267,2428023.717354
2017-08-29,2636771.783709,-0.214,GLD - 1.00,,1979325.0369347,2422818.850246
2017-08-30,2635513.046649,-0.048,GLD - 1.00,,1978380.1441817,2421662.22808
2017-08-31,2666143.825669,1.162,GLD - 1.00,,2001373.6684327,2449808.088802
2017-09-01,2671178.503713,0.189,None - 0.00,,2005152.9169387,2454434.29025
2017-09-05,2671178.503713,0,XIV - 0.80,,2005152.9169387,2454434.29025
2017-09-06,2720617.303713,1.851,GLD - 1.00,,2042265.4969387,2499862.93025
2017-09-07,2748652.932386,1.03,GLD - 1.00,,2063310.3685397,2525624.186862
2017-09-08,2745254.927438,-0.124,GLD - 1.00,,2060759.5847717,2522501.868806
2017-09-11,2707453.088675,-1.377,None - 0.00,,2032382.8407137,2487766.96832
2017-09-12,2707453.088675,0,XIV - 1.00,,2032382.8407137,2487766.96832
2017-09-13,2795166.108675,3.24,XIV - 1.00,,2098225.6207137,2568362.53832
2017-09-14,2752098.348675,-1.541,XIV - 1.00,,2065897.0007137,2528789.23832
2017-09-15,2804469.758675,1.903,XIV - 1.00,,2105209.7807137,2576910.29832
2017-09-18,2921585.498675,4.176,XIV - 1.00,,2193125.0207137,2684523.11832
2017-09-19,2927779.498675,0.212,XIV - 1.00,,2197774.6207137,2690214.51832
2017-09-20,2920656.398675,-0.243,XIV - 1.00,,2192427.5807137,2683669.40832
2017-09-21,2920966.098675,0.011,XIV - 1.00,,2192660.0607137,2683953.97832
2017-09-22,2904242.298675,-0.573,XIV - 1.00,,2180106.1407137,2668587.19832
2017-09-25,2899906.218675,-0.149,XIV - 1.00,,2176851.1407137,2664602.93832
